question,correct_answers,incorrect_answers,question_type
What type of electromagnetic radiation is a photon with an energy of 114 kJ/mol?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 1.06e15 Hz?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 214 nm?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 9.17e14 Hz?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 2.56e14 Hz?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 222 kJ/mol?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 214 nm?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 8.90e14 Hz?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 607 kJ/mol?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 432 nm?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 630. kJ/mol?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 270. kJ/mol?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 4.86e14 Hz?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 395 nm?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 232 kJ/mol?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 503 kJ/mol?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 626 kJ/mol?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 1.40e15 Hz?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 1060 nm?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 467 nm?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 4.89e14 Hz?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 174 kJ/mol?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 762 kJ/mol?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 2.61e14 Hz?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 2.73e14 Hz?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 235 kJ/mol?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 114 kJ/mol?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 509 nm?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 105 kJ/mol?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 2.86e14 Hz?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 279 kJ/mol?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 1150 nm?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 2.91e14 Hz?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 539 kJ/mol?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 8.90e14 Hz?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 2.04e15 Hz?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 435 nm?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 228 kJ/mol?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 1120 nm?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 2.78e14 Hz?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 116 kJ/mol?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 1.38e15 Hz?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 626 nm?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 8.77e14 Hz?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 217 nm?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 3.48e15 Hz?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 356 kJ/mol?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 2.78e14 Hz?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 1050 nm?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 387 kJ/mol?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 8.57e14 Hz?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 200. kJ/mol?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 536 nm?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 5.39e14 Hz?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 130. kJ/mol?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 854 kJ/mol?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 595 kJ/mol?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 8.57e14 Hz?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 70.4 nm?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 116 kJ/mol?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 287 kJ/mol?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 254 nm?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 5.56e14 Hz?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 2.86e14 Hz?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 105 kJ/mol?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 842 kJ/mol?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 1160 nm?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 216 kJ/mol?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 2.58e14 Hz?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 5.19e14 Hz?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 2.56e14 Hz?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 278 kJ/mol?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 108 nm?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 446 nm?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 1170 nm?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 375 kJ/mol?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 140. nm?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 1.11e15 Hz?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 2.88e15 Hz?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 1040 nm?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 324 nm?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 311 kJ/mol?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 105 kJ/mol?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 411 kJ/mol?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 340. nm?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 285 kJ/mol?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 107 kJ/mol?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 451 kJ/mol?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 1.35e15 Hz?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 109 kJ/mol?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 180. kJ/mol?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 109 kJ/mol?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 525 nm?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 2.91e14 Hz?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 220. kJ/mol?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 114 kJ/mol?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 1.10e3 nm?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 325 nm?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 114 kJ/mol?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 6.49e14 Hz?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 1140 nm?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 198 kJ/mol?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 1050 nm?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 5.71e15 Hz?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 296 kJ/mol?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 433 nm?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 973 nm?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 973 nm?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 1040 nm?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 1160 nm?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 70.4 nm?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 607 nm?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 1070 kJ/mol?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 3.08e14 Hz?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 411 kJ/mol?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 2.91e14 Hz?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 1150 nm?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 1.32e15 Hz?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 7.04e14 Hz?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 356 kJ/mol?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 105 kJ/mol?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 350. kJ/mol?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 657 nm?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 104 nm?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 2.78e14 Hz?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 111 kJ/mol?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 5.39e14 Hz?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 114 kJ/mol?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 2.78e14 Hz?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 1.52e15 Hz?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 114 kJ/mol?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 1120 nm?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 102 kJ/mol?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 2.58e14 Hz?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 9.77e14 Hz?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 668 nm?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 1080 nm?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 1.10e3 nm?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 115 kJ/mol?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 3.48e14 Hz?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 5.39e14 Hz?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 327 nm?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 453 nm?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 222 kJ/mol?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 104 kJ/mol?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 2.86e14 Hz?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 1160 nm?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 366 kJ/mol?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 613 nm?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 1170 nm?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 114 kJ/mol?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 123 kJ/mol?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 2.73e14 Hz?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 114 kJ/mol?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 973 nm?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 9.80e14 Hz?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 2.73e15 Hz?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 455 nm?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 5.96e14 Hz?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 150. nm?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 270. nm?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 5.24e14 Hz?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 368 kJ/mol?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 115 kJ/mol?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 4.56e14 Hz?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 1050 nm?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 435 kJ/mol?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 113 kJ/mol?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 2.73e15 Hz?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 7.22e14 Hz?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 1.52e15 Hz?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 324 nm?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 595 kJ/mol?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 3.86e15 Hz?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 338 nm?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 2.86e14 Hz?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 5.04e15 Hz?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 906 kJ/mol?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 222 nm?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 140. nm?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a frequency of 2.91e14 Hz?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 269 kJ/mol?,Visible,Ultraviolet;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 252 nm?,Ultraviolet,Visible;Infrared,multiple_choice
What type of electromagnetic radiation is a photon with an energy of 104 kJ/mol?,Infrared,Ultraviolet;Visible,multiple_choice
What type of electromagnetic radiation is a photon with a wavelength of 404 nm?,Visible,Ultraviolet;Infrared,multiple_choice
