question,correct_answers,question_type
"Calculate the pH of a 0.0021 M solution of phenylalanine, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{9}H_{11}NO_{2}"" src=""https://weber.instructure.com/equation_images/C_%7B9%7DH_%7B11%7DNO_%7B2%7D?scale=1.5"" alt=""LaTeX: C_{9}H_{11}NO_{2}"" data-equation-content=""C_{9}H_{11}NO_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""C_{9}H_{12}NO_{2}^{+}\leftrightarrow{}C_{9}H_{11}NO_{2}\leftrightarrow{}C_{9}H_{10}NO_{2}^{-}"" src=""https://weber.instructure.com/equation_images/C_%7B9%7DH_%7B12%7DNO_%7B2%7D%5E%7B%2B%7D%5Cleftrightarrow%7B%7DC_%7B9%7DH_%7B11%7DNO_%7B2%7D%5Cleftrightarrow%7B%7DC_%7B9%7DH_%7B10%7DNO_%7B2%7D%5E%7B-%7D?scale=1.5"" alt=""LaTeX: C_{9}H_{12}NO_{2}^{+}\leftrightarrow{}C_{9}H_{11}NO_{2}\leftrightarrow{}C_{9}H_{10}NO_{2}^{-}"" data-equation-content=""C_{9}H_{12}NO_{2}^{+}\leftrightarrow{}C_{9}H_{11}NO_{2}\leftrightarrow{}C_{9}H_{10}NO_{2}^{-}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=2.2"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D2.2?scale=1.5"" alt=""LaTeX: p_{Ka1}=2.2"" data-equation-content=""p_{Ka1}=2.2"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka2}=9.31"" src=""https://weber.instructure.com/equation_images/p_%7BKa2%7D%3D9.31?scale=1.5"" alt=""LaTeX: p_{Ka2}=9.31"" data-equation-content=""p_{Ka2}=9.31"" data-ignore-a11y-check=""""></mattext>",6.05;6.05e0;6.05E0;6.1;6.1e0;6.1E0;6.054;6.054e0;6.054E0,short_answer
"Calculate the pH of a 0.003 M solution of glycine HCl, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{2}H_{6}NO_{2}Cl"" src=""https://weber.instructure.com/equation_images/C_%7B2%7DH_%7B6%7DNO_%7B2%7DCl?scale=1.5"" alt=""LaTeX: C_{2}H_{6}NO_{2}Cl"" data-equation-content=""C_{2}H_{6}NO_{2}Cl"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""C_{2}H_{6}NO_{2}^{+}\leftrightarrow{}C_{2}H_{5}NO_{2}\leftrightarrow{}C_{2}H_{4}NO_{2}^{-}"" src=""https://weber.instructure.com/equation_images/C_%7B2%7DH_%7B6%7DNO_%7B2%7D%5E%7B%2B%7D%5Cleftrightarrow%7B%7DC_%7B2%7DH_%7B5%7DNO_%7B2%7D%5Cleftrightarrow%7B%7DC_%7B2%7DH_%7B4%7DNO_%7B2%7D%5E%7B-%7D?scale=1.5"" alt=""LaTeX: C_{2}H_{6}NO_{2}^{+}\leftrightarrow{}C_{2}H_{5}NO_{2}\leftrightarrow{}C_{2}H_{4}NO_{2}^{-}"" data-equation-content=""C_{2}H_{6}NO_{2}^{+}\leftrightarrow{}C_{2}H_{5}NO_{2}\leftrightarrow{}C_{2}H_{4}NO_{2}^{-}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=2.35"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D2.35?scale=1.5"" alt=""LaTeX: p_{Ka1}=2.35"" data-equation-content=""p_{Ka1}=2.35"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka2}=9.778"" src=""https://weber.instructure.com/equation_images/p_%7BKa2%7D%3D9.778?scale=1.5"" alt=""LaTeX: p_{Ka2}=9.778"" data-equation-content=""p_{Ka2}=9.778"" data-ignore-a11y-check=""""></mattext>",2.69;2.69e0;2.69E0;2.7;2.7e0;2.7E0;2.687;2.687e0;2.687E0,short_answer
"Calculate the pH of a 0.07 M solution of phenylalanine, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{9}H_{11}NO_{2}"" src=""https://weber.instructure.com/equation_images/C_%7B9%7DH_%7B11%7DNO_%7B2%7D?scale=1.5"" alt=""LaTeX: C_{9}H_{11}NO_{2}"" data-equation-content=""C_{9}H_{11}NO_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""C_{9}H_{12}NO_{2}^{+}\leftrightarrow{}C_{9}H_{11}NO_{2}\leftrightarrow{}C_{9}H_{10}NO_{2}^{-}"" src=""https://weber.instructure.com/equation_images/C_%7B9%7DH_%7B12%7DNO_%7B2%7D%5E%7B%2B%7D%5Cleftrightarrow%7B%7DC_%7B9%7DH_%7B11%7DNO_%7B2%7D%5Cleftrightarrow%7B%7DC_%7B9%7DH_%7B10%7DNO_%7B2%7D%5E%7B-%7D?scale=1.5"" alt=""LaTeX: C_{9}H_{12}NO_{2}^{+}\leftrightarrow{}C_{9}H_{11}NO_{2}\leftrightarrow{}C_{9}H_{10}NO_{2}^{-}"" data-equation-content=""C_{9}H_{12}NO_{2}^{+}\leftrightarrow{}C_{9}H_{11}NO_{2}\leftrightarrow{}C_{9}H_{10}NO_{2}^{-}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=2.2"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D2.2?scale=1.5"" alt=""LaTeX: p_{Ka1}=2.2"" data-equation-content=""p_{Ka1}=2.2"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka2}=9.31"" src=""https://weber.instructure.com/equation_images/p_%7BKa2%7D%3D9.31?scale=1.5"" alt=""LaTeX: p_{Ka2}=9.31"" data-equation-content=""p_{Ka2}=9.31"" data-ignore-a11y-check=""""></mattext>",5.77;5.77e0;5.77E0;5.8;5.8e0;5.8E0;5.774;5.774e0;5.774E0,short_answer
"Calculate the pH of a 0.0336 M solution of histidine, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{6}H_{9}N_{3}O_{2}"" src=""https://weber.instructure.com/equation_images/C_%7B6%7DH_%7B9%7DN_%7B3%7DO_%7B2%7D?scale=1.5"" alt=""LaTeX: C_{6}H_{9}N_{3}O_{2}"" data-equation-content=""C_{6}H_{9}N_{3}O_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""C_{6}H_{10}N_{3}O_{2}^{+}\leftrightarrow{}C_{6}H_{9}N_{3}O_{2}\leftrightarrow{}C_{6}H_{8}N_{3}O_{2}^{-}\leftrightarrow{}C_{6}H_{7}N_{3}O_{2}^{2-}"" src=""https://weber.instructure.com/equation_images/C_%7B6%7DH_%7B10%7DN_%7B3%7DO_%7B2%7D%5E%7B%2B%7D%5Cleftrightarrow%7B%7DC_%7B6%7DH_%7B9%7DN_%7B3%7DO_%7B2%7D%5Cleftrightarrow%7B%7DC_%7B6%7DH_%7B8%7DN_%7B3%7DO_%7B2%7D%5E%7B-%7D%5Cleftrightarrow%7B%7DC_%7B6%7DH_%7B7%7DN_%7B3%7DO_%7B2%7D%5E%7B2-%7D?scale=1.5"" alt=""LaTeX: C_{6}H_{10}N_{3}O_{2}^{+}\leftrightarrow{}C_{6}H_{9}N_{3}O_{2}\leftrightarrow{}C_{6}H_{8}N_{3}O_{2}^{-}\leftrightarrow{}C_{6}H_{7}N_{3}O_{2}^{2-}"" data-equation-content=""C_{6}H_{10}N_{3}O_{2}^{+}\leftrightarrow{}C_{6}H_{9}N_{3}O_{2}\leftrightarrow{}C_{6}H_{8}N_{3}O_{2}^{-}\leftrightarrow{}C_{6}H_{7}N_{3}O_{2}^{2-}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=1.6"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D1.6?scale=1.5"" alt=""LaTeX: p_{Ka1}=1.6"" data-equation-content=""p_{Ka1}=1.6"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka2}=5.97"" src=""https://weber.instructure.com/equation_images/p_%7BKa2%7D%3D5.97?scale=1.5"" alt=""LaTeX: p_{Ka2}=5.97"" data-equation-content=""p_{Ka2}=5.97"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka3}=9.28"" src=""https://weber.instructure.com/equation_images/p_%7BKa3%7D%3D9.28?scale=1.5"" alt=""LaTeX: p_{Ka3}=9.28"" data-equation-content=""p_{Ka3}=9.28"" data-ignore-a11y-check=""""></mattext>",3.91;3.91e0;3.91E0;3.9;3.9e0;3.9E0;3.907;3.907e0;3.907E0,short_answer
"Calculate the pH of a 0.021 M solution of proline HCl, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{5}H_{10}NO_{2}Cl"" src=""https://weber.instructure.com/equation_images/C_%7B5%7DH_%7B10%7DNO_%7B2%7DCl?scale=1.5"" alt=""LaTeX: C_{5}H_{10}NO_{2}Cl"" data-equation-content=""C_{5}H_{10}NO_{2}Cl"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""C_{5}H_{10}NO_{2}^{+}\leftrightarrow{}C_{5}H_{9}NO_{2}\leftrightarrow{}C_{5}H_{8}NO_{2}^{-}"" src=""https://weber.instructure.com/equation_images/C_%7B5%7DH_%7B10%7DNO_%7B2%7D%5E%7B%2B%7D%5Cleftrightarrow%7B%7DC_%7B5%7DH_%7B9%7DNO_%7B2%7D%5Cleftrightarrow%7B%7DC_%7B5%7DH_%7B8%7DNO_%7B2%7D%5E%7B-%7D?scale=1.5"" alt=""LaTeX: C_{5}H_{10}NO_{2}^{+}\leftrightarrow{}C_{5}H_{9}NO_{2}\leftrightarrow{}C_{5}H_{8}NO_{2}^{-}"" data-equation-content=""C_{5}H_{10}NO_{2}^{+}\leftrightarrow{}C_{5}H_{9}NO_{2}\leftrightarrow{}C_{5}H_{8}NO_{2}^{-}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=1.952"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D1.952?scale=1.5"" alt=""LaTeX: p_{Ka1}=1.952"" data-equation-content=""p_{Ka1}=1.952"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka2}=10.64"" src=""https://weber.instructure.com/equation_images/p_%7BKa2%7D%3D10.64?scale=1.5"" alt=""LaTeX: p_{Ka2}=10.64"" data-equation-content=""p_{Ka2}=10.64"" data-ignore-a11y-check=""""></mattext>",1.97;1.97e0;1.97E0;2.0;2.0e0;2.0E0;1.970;1.970e0;1.970E0,short_answer
"Calculate the pH of a 0.0012 M solution of tryptophan HCl, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{11}H_{13}N_{2}O_{2}Cl"" src=""https://weber.instructure.com/equation_images/C_%7B11%7DH_%7B13%7DN_%7B2%7DO_%7B2%7DCl?scale=1.5"" alt=""LaTeX: C_{11}H_{13}N_{2}O_{2}Cl"" data-equation-content=""C_{11}H_{13}N_{2}O_{2}Cl"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""C_{11}H_{13}N_{2}O_{2}^{+}\leftrightarrow{}C_{11}H_{12}N_{2}O_{2}\leftrightarrow{}C_{11}H_{11}N_{2}O_{2}^{-}"" src=""https://weber.instructure.com/equation_images/C_%7B11%7DH_%7B13%7DN_%7B2%7DO_%7B2%7D%5E%7B%2B%7D%5Cleftrightarrow%7B%7DC_%7B11%7DH_%7B12%7DN_%7B2%7DO_%7B2%7D%5Cleftrightarrow%7B%7DC_%7B11%7DH_%7B11%7DN_%7B2%7DO_%7B2%7D%5E%7B-%7D?scale=1.5"" alt=""LaTeX: C_{11}H_{13}N_{2}O_{2}^{+}\leftrightarrow{}C_{11}H_{12}N_{2}O_{2}\leftrightarrow{}C_{11}H_{11}N_{2}O_{2}^{-}"" data-equation-content=""C_{11}H_{13}N_{2}O_{2}^{+}\leftrightarrow{}C_{11}H_{12}N_{2}O_{2}\leftrightarrow{}C_{11}H_{11}N_{2}O_{2}^{-}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=2.37"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D2.37?scale=1.5"" alt=""LaTeX: p_{Ka1}=2.37"" data-equation-content=""p_{Ka1}=2.37"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka2}=9.33"" src=""https://weber.instructure.com/equation_images/p_%7BKa2%7D%3D9.33?scale=1.5"" alt=""LaTeX: p_{Ka2}=9.33"" data-equation-content=""p_{Ka2}=9.33"" data-ignore-a11y-check=""""></mattext>",3.01;3.01e0;3.01E0;3.0;3.0e0;3.0E0;3.010;3.010e0;3.010E0,short_answer
"Calculate the pH of a 0.0603 M solution of potassium hydrogen phthalate, <mattext texttype=""text/html""><img class=""equation_image"" title=""KC_{8}H_{5}O_{4}"" src=""https://weber.instructure.com/equation_images/KC_%7B8%7DH_%7B5%7DO_%7B4%7D?scale=1.5"" alt=""LaTeX: KC_{8}H_{5}O_{4}"" data-equation-content=""KC_{8}H_{5}O_{4}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""C_{8}H_{6}O_{4}\leftrightarrow{}C_{8}H_{5}O_{4}^{-}\leftrightarrow{}C_{8}H_{4}O_{4}^{2-}"" src=""https://weber.instructure.com/equation_images/C_%7B8%7DH_%7B6%7DO_%7B4%7D%5Cleftrightarrow%7B%7DC_%7B8%7DH_%7B5%7DO_%7B4%7D%5E%7B-%7D%5Cleftrightarrow%7B%7DC_%7B8%7DH_%7B4%7DO_%7B4%7D%5E%7B2-%7D?scale=1.5"" alt=""LaTeX: C_{8}H_{6}O_{4}\leftrightarrow{}C_{8}H_{5}O_{4}^{-}\leftrightarrow{}C_{8}H_{4}O_{4}^{2-}"" data-equation-content=""C_{8}H_{6}O_{4}\leftrightarrow{}C_{8}H_{5}O_{4}^{-}\leftrightarrow{}C_{8}H_{4}O_{4}^{2-}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=2.95"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D2.95?scale=1.5"" alt=""LaTeX: p_{Ka1}=2.95"" data-equation-content=""p_{Ka1}=2.95"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka2}=5.408"" src=""https://weber.instructure.com/equation_images/p_%7BKa2%7D%3D5.408?scale=1.5"" alt=""LaTeX: p_{Ka2}=5.408"" data-equation-content=""p_{Ka2}=5.408"" data-ignore-a11y-check=""""></mattext>",4.18;4.18e0;4.18E0;4.2;4.2e0;4.2E0;4.183;4.183e0;4.183E0,short_answer
"Calculate the pH of a 0.00113 M solution of sodium glutamate, <mattext texttype=""text/html""><img class=""equation_image"" title=""NaC_{5}H_{8}NO_{4}"" src=""https://weber.instructure.com/equation_images/NaC_%7B5%7DH_%7B8%7DNO_%7B4%7D?scale=1.5"" alt=""LaTeX: NaC_{5}H_{8}NO_{4}"" data-equation-content=""NaC_{5}H_{8}NO_{4}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""C_{5}H_{10}NO_{4}^{+}\leftrightarrow{}C_{5}H_{9}NO_{4}\leftrightarrow{}C_{5}H_{8}NO_{4}^{-}\leftrightarrow{}C_{5}H_{7}NO_{4}^{2-}"" src=""https://weber.instructure.com/equation_images/C_%7B5%7DH_%7B10%7DNO_%7B4%7D%5E%7B%2B%7D%5Cleftrightarrow%7B%7DC_%7B5%7DH_%7B9%7DNO_%7B4%7D%5Cleftrightarrow%7B%7DC_%7B5%7DH_%7B8%7DNO_%7B4%7D%5E%7B-%7D%5Cleftrightarrow%7B%7DC_%7B5%7DH_%7B7%7DNO_%7B4%7D%5E%7B2-%7D?scale=1.5"" alt=""LaTeX: C_{5}H_{10}NO_{4}^{+}\leftrightarrow{}C_{5}H_{9}NO_{4}\leftrightarrow{}C_{5}H_{8}NO_{4}^{-}\leftrightarrow{}C_{5}H_{7}NO_{4}^{2-}"" data-equation-content=""C_{5}H_{10}NO_{4}^{+}\leftrightarrow{}C_{5}H_{9}NO_{4}\leftrightarrow{}C_{5}H_{8}NO_{4}^{-}\leftrightarrow{}C_{5}H_{7}NO_{4}^{2-}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=2.16"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D2.16?scale=1.5"" alt=""LaTeX: p_{Ka1}=2.16"" data-equation-content=""p_{Ka1}=2.16"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka2}=4.3"" src=""https://weber.instructure.com/equation_images/p_%7BKa2%7D%3D4.3?scale=1.5"" alt=""LaTeX: p_{Ka2}=4.3"" data-equation-content=""p_{Ka2}=4.3"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka3}=9.96"" src=""https://weber.instructure.com/equation_images/p_%7BKa3%7D%3D9.96?scale=1.5"" alt=""LaTeX: p_{Ka3}=9.96"" data-equation-content=""p_{Ka3}=9.96"" data-ignore-a11y-check=""""></mattext>",7.12;7.12e0;7.12E0;7.1;7.1e0;7.1E0;7.123;7.123e0;7.123E0,short_answer
"Calculate the pH of a 0.007 M solution of glutamate HCl, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{5}H_{10}NO_{4}Cl"" src=""https://weber.instructure.com/equation_images/C_%7B5%7DH_%7B10%7DNO_%7B4%7DCl?scale=1.5"" alt=""LaTeX: C_{5}H_{10}NO_{4}Cl"" data-equation-content=""C_{5}H_{10}NO_{4}Cl"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""C_{5}H_{10}NO_{4}^{+}\leftrightarrow{}C_{5}H_{9}NO_{4}\leftrightarrow{}C_{5}H_{8}NO_{4}^{-}\leftrightarrow{}C_{5}H_{7}NO_{4}^{2-}"" src=""https://weber.instructure.com/equation_images/C_%7B5%7DH_%7B10%7DNO_%7B4%7D%5E%7B%2B%7D%5Cleftrightarrow%7B%7DC_%7B5%7DH_%7B9%7DNO_%7B4%7D%5Cleftrightarrow%7B%7DC_%7B5%7DH_%7B8%7DNO_%7B4%7D%5E%7B-%7D%5Cleftrightarrow%7B%7DC_%7B5%7DH_%7B7%7DNO_%7B4%7D%5E%7B2-%7D?scale=1.5"" alt=""LaTeX: C_{5}H_{10}NO_{4}^{+}\leftrightarrow{}C_{5}H_{9}NO_{4}\leftrightarrow{}C_{5}H_{8}NO_{4}^{-}\leftrightarrow{}C_{5}H_{7}NO_{4}^{2-}"" data-equation-content=""C_{5}H_{10}NO_{4}^{+}\leftrightarrow{}C_{5}H_{9}NO_{4}\leftrightarrow{}C_{5}H_{8}NO_{4}^{-}\leftrightarrow{}C_{5}H_{7}NO_{4}^{2-}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=2.16"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D2.16?scale=1.5"" alt=""LaTeX: p_{Ka1}=2.16"" data-equation-content=""p_{Ka1}=2.16"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka2}=4.3"" src=""https://weber.instructure.com/equation_images/p_%7BKa2%7D%3D4.3?scale=1.5"" alt=""LaTeX: p_{Ka2}=4.3"" data-equation-content=""p_{Ka2}=4.3"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka3}=9.96"" src=""https://weber.instructure.com/equation_images/p_%7BKa3%7D%3D9.96?scale=1.5"" alt=""LaTeX: p_{Ka3}=9.96"" data-equation-content=""p_{Ka3}=9.96"" data-ignore-a11y-check=""""></mattext>",2.36;2.36e0;2.36E0;2.4;2.4e0;2.4E0;2.360;2.360e0;2.360E0,short_answer
"Calculate the pH of a 0.001 M solution of arginine sodium salt, <mattext texttype=""text/html""><img class=""equation_image"" title=""NaC_{6}H_{13}N_{4}O_{2}"" src=""https://weber.instructure.com/equation_images/NaC_%7B6%7DH_%7B13%7DN_%7B4%7DO_%7B2%7D?scale=1.5"" alt=""LaTeX: NaC_{6}H_{13}N_{4}O_{2}"" data-equation-content=""NaC_{6}H_{13}N_{4}O_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""C_{6}H_{15}N_{4}O_{2}^{+}\leftrightarrow{}C_{6}H_{14}N_{4}O_{2}\leftrightarrow{}C_{6}H_{13}N_{4}O_{2}^{-}\leftrightarrow{}C_{6}H_{12}N_{4}O_{2}^{2-}"" src=""https://weber.instructure.com/equation_images/C_%7B6%7DH_%7B15%7DN_%7B4%7DO_%7B2%7D%5E%7B%2B%7D%5Cleftrightarrow%7B%7DC_%7B6%7DH_%7B14%7DN_%7B4%7DO_%7B2%7D%5Cleftrightarrow%7B%7DC_%7B6%7DH_%7B13%7DN_%7B4%7DO_%7B2%7D%5E%7B-%7D%5Cleftrightarrow%7B%7DC_%7B6%7DH_%7B12%7DN_%7B4%7DO_%7B2%7D%5E%7B2-%7D?scale=1.5"" alt=""LaTeX: C_{6}H_{15}N_{4}O_{2}^{+}\leftrightarrow{}C_{6}H_{14}N_{4}O_{2}\leftrightarrow{}C_{6}H_{13}N_{4}O_{2}^{-}\leftrightarrow{}C_{6}H_{12}N_{4}O_{2}^{2-}"" data-equation-content=""C_{6}H_{15}N_{4}O_{2}^{+}\leftrightarrow{}C_{6}H_{14}N_{4}O_{2}\leftrightarrow{}C_{6}H_{13}N_{4}O_{2}^{-}\leftrightarrow{}C_{6}H_{12}N_{4}O_{2}^{2-}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=1.823"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D1.823?scale=1.5"" alt=""LaTeX: p_{Ka1}=1.823"" data-equation-content=""p_{Ka1}=1.823"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka2}=8.991"" src=""https://weber.instructure.com/equation_images/p_%7BKa2%7D%3D8.991?scale=1.5"" alt=""LaTeX: p_{Ka2}=8.991"" data-equation-content=""p_{Ka2}=8.991"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka3}=12.48"" src=""https://weber.instructure.com/equation_images/p_%7BKa3%7D%3D12.48?scale=1.5"" alt=""LaTeX: p_{Ka3}=12.48"" data-equation-content=""p_{Ka3}=12.48"" data-ignore-a11y-check=""""></mattext>",9.97;9.97e0;9.97E0;10.0;1.00e1;1.00E1;9.967;9.967e0;9.967E0,short_answer
"Calculate the pH of a 0.00668 M solution of arginine, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{6}H_{14}N_{4}O_{2}"" src=""https://weber.instructure.com/equation_images/C_%7B6%7DH_%7B14%7DN_%7B4%7DO_%7B2%7D?scale=1.5"" alt=""LaTeX: C_{6}H_{14}N_{4}O_{2}"" data-equation-content=""C_{6}H_{14}N_{4}O_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""C_{6}H_{15}N_{4}O_{2}^{+}\leftrightarrow{}C_{6}H_{14}N_{4}O_{2}\leftrightarrow{}C_{6}H_{13}N_{4}O_{2}^{-}\leftrightarrow{}C_{6}H_{12}N_{4}O_{2}^{2-}"" src=""https://weber.instructure.com/equation_images/C_%7B6%7DH_%7B15%7DN_%7B4%7DO_%7B2%7D%5E%7B%2B%7D%5Cleftrightarrow%7B%7DC_%7B6%7DH_%7B14%7DN_%7B4%7DO_%7B2%7D%5Cleftrightarrow%7B%7DC_%7B6%7DH_%7B13%7DN_%7B4%7DO_%7B2%7D%5E%7B-%7D%5Cleftrightarrow%7B%7DC_%7B6%7DH_%7B12%7DN_%7B4%7DO_%7B2%7D%5E%7B2-%7D?scale=1.5"" alt=""LaTeX: C_{6}H_{15}N_{4}O_{2}^{+}\leftrightarrow{}C_{6}H_{14}N_{4}O_{2}\leftrightarrow{}C_{6}H_{13}N_{4}O_{2}^{-}\leftrightarrow{}C_{6}H_{12}N_{4}O_{2}^{2-}"" data-equation-content=""C_{6}H_{15}N_{4}O_{2}^{+}\leftrightarrow{}C_{6}H_{14}N_{4}O_{2}\leftrightarrow{}C_{6}H_{13}N_{4}O_{2}^{-}\leftrightarrow{}C_{6}H_{12}N_{4}O_{2}^{2-}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=1.823"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D1.823?scale=1.5"" alt=""LaTeX: p_{Ka1}=1.823"" data-equation-content=""p_{Ka1}=1.823"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka2}=8.991"" src=""https://weber.instructure.com/equation_images/p_%7BKa2%7D%3D8.991?scale=1.5"" alt=""LaTeX: p_{Ka2}=8.991"" data-equation-content=""p_{Ka2}=8.991"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka3}=12.48"" src=""https://weber.instructure.com/equation_images/p_%7BKa3%7D%3D12.48?scale=1.5"" alt=""LaTeX: p_{Ka3}=12.48"" data-equation-content=""p_{Ka3}=12.48"" data-ignore-a11y-check=""""></mattext>",5.66;5.66e0;5.66E0;5.7;5.7e0;5.7E0;5.663;5.663e0;5.663E0,short_answer
