question,correct_answers,question_type
0.17 ± 0.09 + 1.6 ± 0.2 = ?<br>Use the ± symbol in your answer.,1.8 ± 0.2;1.8±0.2;1.8e0 ± 2e-1;1.8e0±2e-1,short_answer
0.26 ± 0.03 × 0.96 ± 0.02 = ?<br>Use the ± symbol in your answer.,0.25 ± 0.03;0.25±0.03;2.5e-1 ± 3e-2;2.5e-1±3e-2,short_answer
0.06 ± 0.02 ÷ 0.58 ± 0.13 = ?<br>Use the ± symbol in your answer.,0.10 ± 0.04;0.10±0.04;1.0e-1 ± 4e-2;1.0e-1±4e-2,short_answer
82 ± 6 ÷ 800 ± 300 = ?<br>Use the ± symbol in your answer.,0.10 ± 0.04;0.10±0.04;1.0e-1 ± 4e-2;1.0e-1±4e-2,short_answer
3.4e3 ± 8e2 × 2.0e4 ± 5e3 = ?<br>Use the ± symbol in your answer.,7e7 ± 2e7;7e7±2e7;7e7 ± 2e7;7e7±2e7,short_answer
330 ± 20 ÷ 40 ± 20 = ?<br>Use the ± symbol in your answer.,8 ± 4;8±4;8e0 ± 4e0;8e0±4e0,short_answer
2.4 ± 0.5 + 5.3 ± 1.3 = ?<br>Use the ± symbol in your answer.,7.7 ± 1.4;7.7±1.4;7.7e0 ± 1.4e0;7.7e0±1.4e0,short_answer
1.1 ± 0.3 ÷ 0.336 ± 0.008 = ?<br>Use the ± symbol in your answer.,3.3 ± 0.9;3.3±0.9;3.3e0 ± 9e-1;3.3e0±9e-1,short_answer
4.0e3 ± 1.1e3 - 3.9e3 ± 1.0e3 = ?<br>Use the ± symbol in your answer.,100 ± 1500;100±1500;1e2 ± 1.5e3;1e2±1.5e3,short_answer
320 ± 90 × 1.0e3 ± 400 = ?<br>Use the ± symbol in your answer.,300000 ± 200000;300000±200000;3e5 ± 2e5;3e5±2e5,short_answer
0.010 ± 0.005 ÷ 0.033 ± 0.012 = ?<br>Use the ± symbol in your answer.,0.3 ± 0.2;0.3±0.2;3e-1 ± 2e-1;3e-1±2e-1,short_answer
20. ± 8 - 27 ± 2 = ?<br>Use the ± symbol in your answer.,-7 ± 8;-7±8;-7e0 ± 8e0;-7e0±8e0,short_answer
380 ± 1.0e2 + 150 ± 20 = ?<br>Use the ± symbol in your answer.,530 ± 1.0e2;530±1.0e2;5.3e2 ± 1.0e2;5.3e2±1.0e2,short_answer
7e3 ± 2e3 ÷ 1.8e3 ± 5e2 = ?<br>Use the ± symbol in your answer.,4 ± 2;4±2;4e0 ± 2e0;4e0±2e0,short_answer
900 ± 200 + 900 ± 400 = ?<br>Use the ± symbol in your answer.,1800 ± 400;1800±400;1.8e3 ± 4e2;1.8e3±4e2,short_answer
1.5 ± 0.7 + 12 ± 3 = ?<br>Use the ± symbol in your answer.,14 ± 3;14±3;1.4e1 ± 3e0;1.4e1±3e0,short_answer
20. ± 3 - 2.1 ± 0.6 = ?<br>Use the ± symbol in your answer.,18 ± 3;18±3;1.8e1 ± 3e0;1.8e1±3e0,short_answer
10. ± 2 × 52 ± 10. = ?<br>Use the ± symbol in your answer.,520 ± 140;520±140;5.2e2 ± 1.4e2;5.2e2±1.4e2,short_answer
0.024 ± 0.006 + 0.0040 ± 0.0014 = ?<br>Use the ± symbol in your answer.,0.028 ± 0.006;0.028±0.006;2.8e-2 ± 6e-3;2.8e-2±6e-3,short_answer
0.081 ± 0.012 ÷ 0.078 ± 0.007 = ?<br>Use the ± symbol in your answer.,1.0 ± 0.2;1.0±0.2;1.0e0 ± 2e-1;1.0e0±2e-1,short_answer
1.3e3 ± 6e2 × 2.5e3 ± 3e2 = ?<br>Use the ± symbol in your answer.,3e6 ± 2e6;3e6±2e6;3e6 ± 2e6;3e6±2e6,short_answer
120 ± 50 × 500 ± 200 = ?<br>Use the ± symbol in your answer.,60000 ± 30000;60000±30000;6e4 ± 3e4;6e4±3e4,short_answer
70 ± 30 × 280 ± 1.0e2 = ?<br>Use the ± symbol in your answer.,2.0e4 ± 11000;2.0e4±11000;2.0e4 ± 1.1e4;2.0e4±1.1e4,short_answer
13 ± 4 + 43 ± 7 = ?<br>Use the ± symbol in your answer.,56 ± 8;56±8;5.6e1 ± 8e0;5.6e1±8e0,short_answer
0.3 ± 0.2 × 0.22 ± 0.07 = ?<br>Use the ± symbol in your answer.,0.07 ± 0.05;0.07±0.05;7e-2 ± 5e-2;7e-2±5e-2,short_answer
0.24 ± 0.09 + 0.32 ± 0.13 = ?<br>Use the ± symbol in your answer.,0.6 ± 0.2;0.6±0.2;6e-1 ± 2e-1;6e-1±2e-1,short_answer
0.37 ± 0.04 × 0.039 ± 0.013 = ?<br>Use the ± symbol in your answer.,0.014 ± 0.005;0.014±0.005;1.4e-2 ± 5e-3;1.4e-2±5e-3,short_answer
9.3 ± 1.2 × 11 ± 2 = ?<br>Use the ± symbol in your answer.,1.0e2 ± 20;1.0e2±20;1.0e2 ± 2e1;1.0e2±2e1,short_answer
310 ± 40 ÷ 60 ± 30 = ?<br>Use the ± symbol in your answer.,5 ± 3;5±3;5e0 ± 3e0;5e0±3e0,short_answer
0.302 ± 0.003 ÷ 0.50 ± 0.13 = ?<br>Use the ± symbol in your answer.,0.6 ± 0.2;0.6±0.2;6e-1 ± 2e-1;6e-1±2e-1,short_answer
0.4 ± 0.2 + 1.0 ± 0.3 = ?<br>Use the ± symbol in your answer.,1.4 ± 0.4;1.4±0.4;1.4e0 ± 4e-1;1.4e0±4e-1,short_answer
5 ± 2 + 9.2 ± 1.1 = ?<br>Use the ± symbol in your answer.,14 ± 2;14±2;1.4e1 ± 2e0;1.4e1±2e0,short_answer
60 ± 20 - 220 ± 90 = ?<br>Use the ± symbol in your answer.,-160 ± 90;-160±90;-1.6e2 ± 9e1;-1.6e2±9e1,short_answer
110 ± 40 - 40 ± 20 = ?<br>Use the ± symbol in your answer.,70 ± 40;70±40;7e1 ± 4e1;7e1±4e1,short_answer
0.63 ± 0.11 × 1.0 ± 0.2 = ?<br>Use the ± symbol in your answer.,0.6 ± 0.2;0.6±0.2;6e-1 ± 2e-1;6e-1±2e-1,short_answer
60 ± 20 - 140 ± 40 = ?<br>Use the ± symbol in your answer.,-80 ± 40;-80±40;-8e1 ± 4e1;-8e1±4e1,short_answer
0.09 ± 0.03 + 0.14 ± 0.02 = ?<br>Use the ± symbol in your answer.,0.23 ± 0.04;0.23±0.04;2.3e-1 ± 4e-2;2.3e-1±4e-2,short_answer
9e3 ± 3e3 - 1.7e4 ± 6e3 = ?<br>Use the ± symbol in your answer.,-8000 ± 7000;-8000±7000;-8e3 ± 7e3;-8e3±7e3,short_answer
0.0261 ± 0.0009 × 0.013 ± 0.004 = ?<br>Use the ± symbol in your answer.,0.00034 ± 0.00011;0.00034±0.00011;3.4e-4 ± 1.1e-4;3.4e-4±1.1e-4,short_answer
0.0130 ± 0.0007 × 0.0112 ± 0.0005 = ?<br>Use the ± symbol in your answer.,0.000146 ± 0.000010;0.000146±0.000010;1.46e-4 ± 1.0e-5;1.46e-4±1.0e-5,short_answer
320 ± 80 + 1.7e3 ± 4e2 = ?<br>Use the ± symbol in your answer.,2.0e3 ± 400;2.0e3±400;2.0e3 ± 4e2;2.0e3±4e2,short_answer
500 ± 200 ÷ 70. ± 12 = ?<br>Use the ± symbol in your answer.,7 ± 3;7±3;7e0 ± 3e0;7e0±3e0,short_answer
0.7 ± 0.2 × 4.3 ± 0.5 = ?<br>Use the ± symbol in your answer.,3.0 ± 0.9;3.0±0.9;3.0e0 ± 9e-1;3.0e0±9e-1,short_answer
0.029 ± 0.006 - 0.11 ± 0.03 = ?<br>Use the ± symbol in your answer.,-0.08 ± 0.03;-0.08±0.03;-8e-2 ± 3e-2;-8e-2±3e-2,short_answer
2.3 ± 0.2 - 12 ± 6 = ?<br>Use the ± symbol in your answer.,-10. ± 6;-10.±6;-1.0e1 ± 6e0;-1.0e1±6e0,short_answer
0.09 ± 0.03 ÷ 0.30 ± 0.02 = ?<br>Use the ± symbol in your answer.,0.30 ± 0.10;0.30±0.10;3.0e-1 ± 1.0e-1;3.0e-1±1.0e-1,short_answer
0.129 ± 0.009 - 0.8 ± 0.2 = ?<br>Use the ± symbol in your answer.,-0.7 ± 0.2;-0.7±0.2;-7e-1 ± 2e-1;-7e-1±2e-1,short_answer
3.8e3 ± 1.0e3 - 1.3e4 ± 4e3 = ?<br>Use the ± symbol in your answer.,-9000 ± 4000;-9000±4000;-9e3 ± 4e3;-9e3±4e3,short_answer
3.04e3 ± 1.2e2 - 1.60e4 ± 3e2 = ?<br>Use the ± symbol in your answer.,-1.30e4 ± 300;-1.30e4±300;-1.30e4 ± 3e2;-1.30e4±3e2,short_answer
0.04 ± 0.02 - 0.37 ± 0.12 = ?<br>Use the ± symbol in your answer.,-0.33 ± 0.12;-0.33±0.12;-3.3e-1 ± 1.2e-1;-3.3e-1±1.2e-1,short_answer
160 ± 30 + 1.4e3 ± 7e2 = ?<br>Use the ± symbol in your answer.,1600 ± 700;1600±700;1.6e3 ± 7e2;1.6e3±7e2,short_answer
130 ± 20 - 53 ± 13 = ?<br>Use the ± symbol in your answer.,80 ± 20;80±20;8e1 ± 2e1;8e1±2e1,short_answer
29 ± 3 - 190 ± 50 = ?<br>Use the ± symbol in your answer.,-160 ± 50;-160±50;-1.6e2 ± 5e1;-1.6e2±5e1,short_answer
0.06 ± 0.02 × 0.036 ± 0.006 = ?<br>Use the ± symbol in your answer.,0.0022 ± 0.0008;0.0022±0.0008;2.2e-3 ± 8e-4;2.2e-3±8e-4,short_answer
420 ± 20 + 2.0e2 ± 30 = ?<br>Use the ± symbol in your answer.,620 ± 40;620±40;6.2e2 ± 4e1;6.2e2±4e1,short_answer
1.4e3 ± 7e2 + 1.0e4 ± 4e3 = ?<br>Use the ± symbol in your answer.,11000 ± 4000;11000±4000;1.1e4 ± 4e3;1.1e4±4e3,short_answer
0.022 ± 0.010 ÷ 0.007 ± 0.003 = ?<br>Use the ± symbol in your answer.,3 ± 2;3±2;3e0 ± 2e0;3e0±2e0,short_answer
2.5 ± 0.7 - 0.35 ± 0.08 = ?<br>Use the ± symbol in your answer.,2.1 ± 0.7;2.1±0.7;2.1e0 ± 7e-1;2.1e0±7e-1,short_answer
9 ± 2 ÷ 59 ± 5 = ?<br>Use the ± symbol in your answer.,0.15 ± 0.04;0.15±0.04;1.5e-1 ± 4e-2;1.5e-1±4e-2,short_answer
2.9 ± 0.4 × 0.7 ± 0.2 = ?<br>Use the ± symbol in your answer.,2.0 ± 0.6;2.0±0.6;2.0e0 ± 6e-1;2.0e0±6e-1,short_answer
180 ± 90 ÷ 500 ± 200 = ?<br>Use the ± symbol in your answer.,0.4 ± 0.2;0.4±0.2;4e-1 ± 2e-1;4e-1±2e-1,short_answer
0.7 ± 0.3 - 0.32 ± 0.13 = ?<br>Use the ± symbol in your answer.,0.4 ± 0.3;0.4±0.3;4e-1 ± 3e-1;4e-1±3e-1,short_answer
510 ± 50 ÷ 400 ± 200 = ?<br>Use the ± symbol in your answer.,1.3 ± 0.6;1.3±0.6;1.3e0 ± 6e-1;1.3e0±6e-1,short_answer
2.0e2 ± 80 × 24 ± 4 = ?<br>Use the ± symbol in your answer.,5000 ± 2000;5000±2000;5e3 ± 2e3;5e3±2e3,short_answer
33 ± 4 × 19 ± 6 = ?<br>Use the ± symbol in your answer.,600 ± 200;600±200;6e2 ± 2e2;6e2±2e2,short_answer
28 ± 14 - 100. ± 6 = ?<br>Use the ± symbol in your answer.,-70 ± 20;-70±20;-7e1 ± 2e1;-7e1±2e1,short_answer
4.1 ± 1.4 - 7 ± 3 = ?<br>Use the ± symbol in your answer.,-3 ± 3;-3±3;-3e0 ± 3e0;-3e0±3e0,short_answer
0.05 ± 0.02 × 0.244 ± 0.004 = ?<br>Use the ± symbol in your answer.,0.012 ± 0.005;0.012±0.005;1.2e-2 ± 5e-3;1.2e-2±5e-3,short_answer
46 ± 8 - 7 ± 2 = ?<br>Use the ± symbol in your answer.,39 ± 8;39±8;3.9e1 ± 8e0;3.9e1±8e0,short_answer
0.04 ± 0.02 + 0.009 ± 0.002 = ?<br>Use the ± symbol in your answer.,0.05 ± 0.02;0.05±0.02;5e-2 ± 2e-2;5e-2±2e-2,short_answer
0.6 ± 0.2 - 0.28 ± 0.14 = ?<br>Use the ± symbol in your answer.,0.3 ± 0.2;0.3±0.2;3e-1 ± 2e-1;3e-1±2e-1,short_answer
1.4 ± 0.6 + 0.4 ± 0.2 = ?<br>Use the ± symbol in your answer.,1.8 ± 0.6;1.8±0.6;1.8e0 ± 6e-1;1.8e0±6e-1,short_answer
3.1e3 ± 1.1e3 ÷ 2.1e3 ± 1.0e3 = ?<br>Use the ± symbol in your answer.,1.5 ± 0.9;1.5±0.9;1.5e0 ± 9e-1;1.5e0±9e-1,short_answer
160 ± 80 × 190 ± 20 = ?<br>Use the ± symbol in your answer.,30000 ± 20000;30000±20000;3e4 ± 2e4;3e4±2e4,short_answer
60 ± 20 - 250. ± 11 = ?<br>Use the ± symbol in your answer.,-190 ± 20;-190±20;-1.9e2 ± 2e1;-1.9e2±2e1,short_answer
440 ± 50 + 400 ± 200 = ?<br>Use the ± symbol in your answer.,800 ± 200;800±200;8e2 ± 2e2;8e2±2e2,short_answer
920 ± 70 × 270 ± 20 = ?<br>Use the ± symbol in your answer.,250000 ± 30000;250000±30000;2.5e5 ± 3e4;2.5e5±3e4,short_answer
0.8 ± 0.3 - 0.4 ± 0.2 = ?<br>Use the ± symbol in your answer.,0.4 ± 0.4;0.4±0.4;4e-1 ± 4e-1;4e-1±4e-1,short_answer
400 ± 200 × 250 ± 30 = ?<br>Use the ± symbol in your answer.,1.0e5 ± 50000;1.0e5±50000;1.0e5 ± 5e4;1.0e5±5e4,short_answer
0.047 ± 0.012 ÷ 0.0094 ± 0.0014 = ?<br>Use the ± symbol in your answer.,5.0 ± 1.5;5.0±1.5;5.0e0 ± 1.5e0;5.0e0±1.5e0,short_answer
2.7 ± 0.5 + 14 ± 2 = ?<br>Use the ± symbol in your answer.,17 ± 2;17±2;1.7e1 ± 2e0;1.7e1±2e0,short_answer
310 ± 50 × 1.2e3 ± 4e2 = ?<br>Use the ± symbol in your answer.,370000 ± 140000;370000±140000;3.7e5 ± 1.4e5;3.7e5±1.4e5,short_answer
170 ± 30 ÷ 24 ± 4 = ?<br>Use the ± symbol in your answer.,7 ± 2;7±2;7e0 ± 2e0;7e0±2e0,short_answer
50 ± 20 × 18 ± 2 = ?<br>Use the ± symbol in your answer.,900 ± 400;900±400;9e2 ± 4e2;9e2±4e2,short_answer
950 ± 60 ÷ 530 ± 1.0e2 = ?<br>Use the ± symbol in your answer.,1.8 ± 0.4;1.8±0.4;1.8e0 ± 4e-1;1.8e0±4e-1,short_answer
79 ± 13 ÷ 19.2 ± 0.4 = ?<br>Use the ± symbol in your answer.,4.1 ± 0.7;4.1±0.7;4.1e0 ± 7e-1;4.1e0±7e-1,short_answer
3.4 ± 0.2 - 1.0 ± 0.3 = ?<br>Use the ± symbol in your answer.,2.4 ± 0.4;2.4±0.4;2.4e0 ± 4e-1;2.4e0±4e-1,short_answer
0.4 ± 0.2 - 1.2 ± 0.6 = ?<br>Use the ± symbol in your answer.,-0.8 ± 0.6;-0.8±0.6;-8e-1 ± 6e-1;-8e-1±6e-1,short_answer
11 ± 2 ÷ 4 ± 2 = ?<br>Use the ± symbol in your answer.,2.8 ± 1.5;2.8±1.5;2.8e0 ± 1.5e0;2.8e0±1.5e0,short_answer
6.8e3 ± 1.0e3 × 7e3 ± 3e3 = ?<br>Use the ± symbol in your answer.,5e7 ± 2e7;5e7±2e7;5e7 ± 2e7;5e7±2e7,short_answer
0.034 ± 0.008 × 0.056 ± 0.012 = ?<br>Use the ± symbol in your answer.,0.0019 ± 0.0006;0.0019±0.0006;1.9e-3 ± 6e-4;1.9e-3±6e-4,short_answer
0.017 ± 0.003 - 0.0027 ± 0.0013 = ?<br>Use the ± symbol in your answer.,0.014 ± 0.003;0.014±0.003;1.4e-2 ± 3e-3;1.4e-2±3e-3,short_answer
0.56 ± 0.03 + 3.7 ± 0.5 = ?<br>Use the ± symbol in your answer.,4.3 ± 0.5;4.3±0.5;4.3e0 ± 5e-1;4.3e0±5e-1,short_answer
0.0142 ± 0.0009 ÷ 0.031 ± 0.013 = ?<br>Use the ± symbol in your answer.,0.5 ± 0.2;0.5±0.2;5e-1 ± 2e-1;5e-1±2e-1,short_answer
0.080 ± 0.014 - 0.10 ± 0.02 = ?<br>Use the ± symbol in your answer.,-0.02 ± 0.02;-0.02±0.02;-2e-2 ± 2e-2;-2e-2±2e-2,short_answer
0.36 ± 0.08 + 0.72 ± 0.04 = ?<br>Use the ± symbol in your answer.,1.08 ± 0.09;1.08±0.09;1.08e0 ± 9e-2;1.08e0±9e-2,short_answer
0.13 ± 0.06 + 1.19 ± 0.10 = ?<br>Use the ± symbol in your answer.,1.32 ± 0.12;1.32±0.12;1.32e0 ± 1.2e-1;1.32e0±1.2e-1,short_answer
180 ± 50 × 1.7e3 ± 4e2 = ?<br>Use the ± symbol in your answer.,310000 ± 110000;310000±110000;3.1e5 ± 1.1e5;3.1e5±1.1e5,short_answer
0.9 ± 0.4 - 0.28 ± 0.10 = ?<br>Use the ± symbol in your answer.,0.6 ± 0.4;0.6±0.4;6e-1 ± 4e-1;6e-1±4e-1,short_answer
1.8 ± 0.2 ÷ 0.29 ± 0.02 = ?<br>Use the ± symbol in your answer.,6.2 ± 0.8;6.2±0.8;6.2e0 ± 8e-1;6.2e0±8e-1,short_answer
0.07 ± 0.02 × 0.25 ± 0.03 = ?<br>Use the ± symbol in your answer.,0.018 ± 0.005;0.018±0.005;1.8e-2 ± 5e-3;1.8e-2±5e-3,short_answer
130 ± 60 - 21 ± 4 = ?<br>Use the ± symbol in your answer.,110 ± 60;110±60;1.1e2 ± 6e1;1.1e2±6e1,short_answer
16 ± 6 ÷ 45 ± 7 = ?<br>Use the ± symbol in your answer.,0.36 ± 0.14;0.36±0.14;3.6e-1 ± 1.4e-1;3.6e-1±1.4e-1,short_answer
220 ± 80 - 840 ± 1.0e2 = ?<br>Use the ± symbol in your answer.,-620 ± 130;-620±130;-6.2e2 ± 1.3e2;-6.2e2±1.3e2,short_answer
3.4 ± 1.1 - 20. ± 6 = ?<br>Use the ± symbol in your answer.,-17 ± 6;-17±6;-1.7e1 ± 6e0;-1.7e1±6e0,short_answer
0.011 ± 0.002 + 0.045 ± 0.003 = ?<br>Use the ± symbol in your answer.,0.056 ± 0.004;0.056±0.004;5.6e-2 ± 4e-3;5.6e-2±4e-3,short_answer
0.78 ± 0.14 × 0.31 ± 0.14 = ?<br>Use the ± symbol in your answer.,0.24 ± 0.12;0.24±0.12;2.4e-1 ± 1.2e-1;2.4e-1±1.2e-1,short_answer
0.041 ± 0.005 - 0.35 ± 0.12 = ?<br>Use the ± symbol in your answer.,-0.31 ± 0.12;-0.31±0.12;-3.1e-1 ± 1.2e-1;-3.1e-1±1.2e-1,short_answer
1.26e3 ± 6e1 - 600 ± 200 = ?<br>Use the ± symbol in your answer.,700 ± 200;700±200;7e2 ± 2e2;7e2±2e2,short_answer
500 ± 200 + 80 ± 20 = ?<br>Use the ± symbol in your answer.,600 ± 200;600±200;6e2 ± 2e2;6e2±2e2,short_answer
90 ± 20 + 220 ± 90 = ?<br>Use the ± symbol in your answer.,310 ± 90;310±90;3.1e2 ± 9e1;3.1e2±9e1,short_answer
0.077 ± 0.003 - 0.04 ± 0.02 = ?<br>Use the ± symbol in your answer.,0.04 ± 0.02;0.04±0.02;4e-2 ± 2e-2;4e-2±2e-2,short_answer
60 ± 30 × 209 ± 3 = ?<br>Use the ± symbol in your answer.,13000 ± 6000;13000±6000;1.3e4 ± 6e3;1.3e4±6e3,short_answer
0.023 ± 0.004 + 0.0089 ± 0.0009 = ?<br>Use the ± symbol in your answer.,0.032 ± 0.004;0.032±0.004;3.2e-2 ± 4e-3;3.2e-2±4e-3,short_answer
0.027 ± 0.007 × 0.10 ± 0.04 = ?<br>Use the ± symbol in your answer.,0.0027 ± 0.0013;0.0027±0.0013;2.7e-3 ± 1.3e-3;2.7e-3±1.3e-3,short_answer
900 ± 300 + 1.6e3 ± 8e2 = ?<br>Use the ± symbol in your answer.,2500 ± 900;2500±900;2.5e3 ± 9e2;2.5e3±9e2,short_answer
3.7e3 ± 5e2 ÷ 1.9e4 ± 8e3 = ?<br>Use the ± symbol in your answer.,0.19 ± 0.09;0.19±0.09;1.9e-1 ± 9e-2;1.9e-1±9e-2,short_answer
12 ± 3 × 50 ± 20 = ?<br>Use the ± symbol in your answer.,600 ± 300;600±300;6e2 ± 3e2;6e2±3e2,short_answer
0.29 ± 0.09 + 0.80 ± 0.03 = ?<br>Use the ± symbol in your answer.,1.09 ± 0.09;1.09±0.09;1.09e0 ± 9e-2;1.09e0±9e-2,short_answer
0.3 ± 0.2 × 0.188 ± 0.003 = ?<br>Use the ± symbol in your answer.,0.06 ± 0.04;0.06±0.04;6e-2 ± 4e-2;6e-2±4e-2,short_answer
0.7 ± 0.3 ÷ 0.40 ± 0.09 = ?<br>Use the ± symbol in your answer.,1.7 ± 0.8;1.7±0.8;1.7e0 ± 8e-1;1.7e0±8e-1,short_answer
2.8 ± 0.8 - 6.9 ± 1.0 = ?<br>Use the ± symbol in your answer.,-4.1 ± 1.3;-4.1±1.3;-4.1e0 ± 1.3e0;-4.1e0±1.3e0,short_answer
272 ± 11 ÷ 900 ± 300 = ?<br>Use the ± symbol in your answer.,0.30 ± 0.10;0.30±0.10;3.0e-1 ± 1.0e-1;3.0e-1±1.0e-1,short_answer
0.032 ± 0.002 ÷ 0.008 ± 0.003 = ?<br>Use the ± symbol in your answer.,4 ± 2;4±2;4e0 ± 2e0;4e0±2e0,short_answer
800 ± 300 - 1.3e3 ± 5e2 = ?<br>Use the ± symbol in your answer.,-500 ± 600;-500±600;-5e2 ± 6e2;-5e2±6e2,short_answer
1.7e3 ± 4e2 ÷ 330 ± 30 = ?<br>Use the ± symbol in your answer.,5.2 ± 1.3;5.2±1.3;5.2e0 ± 1.3e0;5.2e0±1.3e0,short_answer
34 ± 2 ÷ 130 ± 30 = ?<br>Use the ± symbol in your answer.,0.26 ± 0.06;0.26±0.06;2.6e-1 ± 6e-2;2.6e-1±6e-2,short_answer
6.1e3 ± 1.3e3 - 2.38e4 ± 7e2 = ?<br>Use the ± symbol in your answer.,-17700 ± 1500;-17700±1500;-1.77e4 ± 1.5e3;-1.77e4±1.5e3,short_answer
27 ± 3 - 16.6 ± 0.6 = ?<br>Use the ± symbol in your answer.,10. ± 3;10.±3;1.0e1 ± 3e0;1.0e1±3e0,short_answer
700 ± 200 + 280 ± 30 = ?<br>Use the ± symbol in your answer.,1.0e3 ± 200;1.0e3±200;1.0e3 ± 2e2;1.0e3±2e2,short_answer
23 ± 10. + 21 ± 6 = ?<br>Use the ± symbol in your answer.,44 ± 12;44±12;4.4e1 ± 1.2e1;4.4e1±1.2e1,short_answer
8 ± 3 - 22 ± 2 = ?<br>Use the ± symbol in your answer.,-14 ± 4;-14±4;-1.4e1 ± 4e0;-1.4e1±4e0,short_answer
24 ± 11 ÷ 6 ± 3 = ?<br>Use the ± symbol in your answer.,4 ± 3;4±3;4e0 ± 3e0;4e0±3e0,short_answer
1.1e3 ± 4e2 - 4.1e3 ± 2e2 = ?<br>Use the ± symbol in your answer.,-3.0e3 ± 400;-3.0e3±400;-3.0e3 ± 4e2;-3.0e3±4e2,short_answer
0.12 ± 0.03 ÷ 0.11 ± 0.02 = ?<br>Use the ± symbol in your answer.,1.1 ± 0.3;1.1±0.3;1.1e0 ± 3e-1;1.1e0±3e-1,short_answer
1.5e3 ± 5e2 × 6.6e3 ± 9e2 = ?<br>Use the ± symbol in your answer.,1.0e7 ± 4e6;1.0e7±4e6;1.0e7 ± 4e6;1.0e7±4e6,short_answer
400 ± 200 × 100. ± 14 = ?<br>Use the ± symbol in your answer.,40000 ± 20000;40000±20000;4e4 ± 2e4;4e4±2e4,short_answer
3.5 ± 1.4 - 0.6 ± 0.2 = ?<br>Use the ± symbol in your answer.,2.9 ± 1.4;2.9±1.4;2.9e0 ± 1.4e0;2.9e0±1.4e0,short_answer
160. ± 2 × 26.2 ± 0.9 = ?<br>Use the ± symbol in your answer.,4200 ± 200;4200±200;4.2e3 ± 2e2;4.2e3±2e2,short_answer
0.62 ± 0.02 + 0.24 ± 0.10 = ?<br>Use the ± symbol in your answer.,0.86 ± 0.10;0.86±0.10;8.6e-1 ± 1.0e-1;8.6e-1±1.0e-1,short_answer
11.8 ± 0.6 ÷ 1.8 ± 0.3 = ?<br>Use the ± symbol in your answer.,6.6 ± 1.1;6.6±1.1;6.6e0 ± 1.1e0;6.6e0±1.1e0,short_answer
0.4 ± 0.2 × 0.30 ± 0.12 = ?<br>Use the ± symbol in your answer.,0.12 ± 0.08;0.12±0.08;1.2e-1 ± 8e-2;1.2e-1±8e-2,short_answer
0.042 ± 0.005 × 0.0353 ± 0.0004 = ?<br>Use the ± symbol in your answer.,0.0015 ± 0.0002;0.0015±0.0002;1.5e-3 ± 2e-4;1.5e-3±2e-4,short_answer
0.9 ± 0.3 ÷ 0.170 ± 0.002 = ?<br>Use the ± symbol in your answer.,5 ± 2;5±2;5e0 ± 2e0;5e0±2e0,short_answer
0.7 ± 0.2 - 2.7 ± 0.7 = ?<br>Use the ± symbol in your answer.,-2.0 ± 0.7;-2.0±0.7;-2.0e0 ± 7e-1;-2.0e0±7e-1,short_answer
1.21 ± 0.06 ÷ 0.32 ± 0.12 = ?<br>Use the ± symbol in your answer.,3.8 ± 1.4;3.8±1.4;3.8e0 ± 1.4e0;3.8e0±1.4e0,short_answer
