question,correct_answers,question_type
"Calculate the pH of a 0.00149 M solution of sodium propanoate, <mattext texttype=""text/html""><img class=""equation_image"" title=""NaC_{3}H_{5}O_{2}"" src=""https://weber.instructure.com/equation_images/NaC_%7B3%7DH_%7B5%7DO_%7B2%7D?scale=1.5"" alt=""LaTeX: NaC_{3}H_{5}O_{2}"" data-equation-content=""NaC_{3}H_{5}O_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=4.874"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D4.874?scale=1.5"" alt=""LaTeX: p_{Ka1}=4.874"" data-equation-content=""p_{Ka1}=4.874"" data-ignore-a11y-check=""""></mattext>",8.03;8.03e0;8.03E0;8.0;8.0e0;8.0E0;8.025;8.025e0;8.025E0,short_answer
"Calculate the pH of a 0.04 M solution of benzylamine HCl, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{7}H_{10}NCl"" src=""https://weber.instructure.com/equation_images/C_%7B7%7DH_%7B10%7DNCl?scale=1.5"" alt=""LaTeX: C_{7}H_{10}NCl"" data-equation-content=""C_{7}H_{10}NCl"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=9.35"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D9.35?scale=1.5"" alt=""LaTeX: p_{Ka1}=9.35"" data-equation-content=""p_{Ka1}=9.35"" data-ignore-a11y-check=""""></mattext>",5.37;5.37e0;5.37E0;5.4;5.4e0;5.4E0;5.374;5.374e0;5.374E0,short_answer
"Calculate the pH of a 0.0072 M solution of formic acid, <mattext texttype=""text/html""><img class=""equation_image"" title=""CH_{2}O_{2}"" src=""https://weber.instructure.com/equation_images/CH_%7B2%7DO_%7B2%7D?scale=1.5"" alt=""LaTeX: CH_{2}O_{2}"" data-equation-content=""CH_{2}O_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=3.744"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D3.744?scale=1.5"" alt=""LaTeX: p_{Ka1}=3.744"" data-equation-content=""p_{Ka1}=3.744"" data-ignore-a11y-check=""""></mattext>",2.98;2.98e0;2.98E0;3.0;3.0e0;3.0E0;2.978;2.978e0;2.978E0,short_answer
"Calculate the pH of a 0.04 M solution of benzylamine HCl, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{7}H_{10}NCl"" src=""https://weber.instructure.com/equation_images/C_%7B7%7DH_%7B10%7DNCl?scale=1.5"" alt=""LaTeX: C_{7}H_{10}NCl"" data-equation-content=""C_{7}H_{10}NCl"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=9.35"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D9.35?scale=1.5"" alt=""LaTeX: p_{Ka1}=9.35"" data-equation-content=""p_{Ka1}=9.35"" data-ignore-a11y-check=""""></mattext>",5.37;5.37e0;5.37E0;5.4;5.4e0;5.4E0;5.374;5.374e0;5.374E0,short_answer
"Calculate the pH of a 0.0111 M solution of propanoic acid, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{3}H_{6}O_{2}"" src=""https://weber.instructure.com/equation_images/C_%7B3%7DH_%7B6%7DO_%7B2%7D?scale=1.5"" alt=""LaTeX: C_{3}H_{6}O_{2}"" data-equation-content=""C_{3}H_{6}O_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=4.874"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D4.874?scale=1.5"" alt=""LaTeX: p_{Ka1}=4.874"" data-equation-content=""p_{Ka1}=4.874"" data-ignore-a11y-check=""""></mattext>",3.42;3.42e0;3.42E0;3.4;3.4e0;3.4E0;3.422;3.422e0;3.422E0,short_answer
"Calculate the pH of a 0.009 M solution of piperidine, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{5}H_{11}N"" src=""https://weber.instructure.com/equation_images/C_%7B5%7DH_%7B11%7DN?scale=1.5"" alt=""LaTeX: C_{5}H_{11}N"" data-equation-content=""C_{5}H_{11}N"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=11.125"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D11.125?scale=1.5"" alt=""LaTeX: p_{Ka1}=11.125"" data-equation-content=""p_{Ka1}=11.125"" data-ignore-a11y-check=""""></mattext>",11.46;1.146e1;1.146E1;11.5;1.15e1;1.15E1;11.457;1.1457e1;1.1457E1,short_answer
"Calculate the pH of a 0.0853 M solution of acetic acid, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{2}H_{4}O_{2}"" src=""https://weber.instructure.com/equation_images/C_%7B2%7DH_%7B4%7DO_%7B2%7D?scale=1.5"" alt=""LaTeX: C_{2}H_{4}O_{2}"" data-equation-content=""C_{2}H_{4}O_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=4.756"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D4.756?scale=1.5"" alt=""LaTeX: p_{Ka1}=4.756"" data-equation-content=""p_{Ka1}=4.756"" data-ignore-a11y-check=""""></mattext>",2.92;2.92e0;2.92E0;2.9;2.9e0;2.9E0;2.916;2.916e0;2.916E0,short_answer
"Calculate the pH of a 0.02 M solution of ammonia, <mattext texttype=""text/html""><img class=""equation_image"" title=""NH_{3}"" src=""https://weber.instructure.com/equation_images/NH_%7B3%7D?scale=1.5"" alt=""LaTeX: NH_{3}"" data-equation-content=""NH_{3}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=9.245"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D9.245?scale=1.5"" alt=""LaTeX: p_{Ka1}=9.245"" data-equation-content=""p_{Ka1}=9.245"" data-ignore-a11y-check=""""></mattext>",10.77;1.077e1;1.077E1;10.8;1.08e1;1.08E1;10.767;1.0767e1;1.0767E1,short_answer
"Calculate the pH of a 0.0022 M solution of aniline, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{6}H_{7}N"" src=""https://weber.instructure.com/equation_images/C_%7B6%7DH_%7B7%7DN?scale=1.5"" alt=""LaTeX: C_{6}H_{7}N"" data-equation-content=""C_{6}H_{7}N"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=4.601"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D4.601?scale=1.5"" alt=""LaTeX: p_{Ka1}=4.601"" data-equation-content=""p_{Ka1}=4.601"" data-ignore-a11y-check=""""></mattext>",7.97;7.97e0;7.97E0;8.0;8.0e0;8.0E0;7.974;7.974e0;7.974E0,short_answer
"Calculate the pH of a 0.0014 M solution of butanoic acid, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{4}H_{8}O_{2}"" src=""https://weber.instructure.com/equation_images/C_%7B4%7DH_%7B8%7DO_%7B2%7D?scale=1.5"" alt=""LaTeX: C_{4}H_{8}O_{2}"" data-equation-content=""C_{4}H_{8}O_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=4.818"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D4.818?scale=1.5"" alt=""LaTeX: p_{Ka1}=4.818"" data-equation-content=""p_{Ka1}=4.818"" data-ignore-a11y-check=""""></mattext>",3.86;3.86e0;3.86E0;3.9;3.9e0;3.9E0;3.859;3.859e0;3.859E0,short_answer
"Calculate the pH of a 0.013 M solution of propanoic acid, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{3}H_{6}O_{2}"" src=""https://weber.instructure.com/equation_images/C_%7B3%7DH_%7B6%7DO_%7B2%7D?scale=1.5"" alt=""LaTeX: C_{3}H_{6}O_{2}"" data-equation-content=""C_{3}H_{6}O_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=4.874"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D4.874?scale=1.5"" alt=""LaTeX: p_{Ka1}=4.874"" data-equation-content=""p_{Ka1}=4.874"" data-ignore-a11y-check=""""></mattext>",3.39;3.39e0;3.39E0;3.4;3.4e0;3.4E0;3.387;3.387e0;3.387E0,short_answer
"Calculate the pH of a 0.00237 M solution of sodium propanoate, <mattext texttype=""text/html""><img class=""equation_image"" title=""NaC_{3}H_{5}O_{2}"" src=""https://weber.instructure.com/equation_images/NaC_%7B3%7DH_%7B5%7DO_%7B2%7D?scale=1.5"" alt=""LaTeX: NaC_{3}H_{5}O_{2}"" data-equation-content=""NaC_{3}H_{5}O_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=4.874"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D4.874?scale=1.5"" alt=""LaTeX: p_{Ka1}=4.874"" data-equation-content=""p_{Ka1}=4.874"" data-ignore-a11y-check=""""></mattext>",8.13;8.13e0;8.13E0;8.1;8.1e0;8.1E0;8.125;8.125e0;8.125E0,short_answer
"Calculate the pH of a 0.031 M solution of sodium propanoate, <mattext texttype=""text/html""><img class=""equation_image"" title=""NaC_{3}H_{5}O_{2}"" src=""https://weber.instructure.com/equation_images/NaC_%7B3%7DH_%7B5%7DO_%7B2%7D?scale=1.5"" alt=""LaTeX: NaC_{3}H_{5}O_{2}"" data-equation-content=""NaC_{3}H_{5}O_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=4.874"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D4.874?scale=1.5"" alt=""LaTeX: p_{Ka1}=4.874"" data-equation-content=""p_{Ka1}=4.874"" data-ignore-a11y-check=""""></mattext>",8.68;8.68e0;8.68E0;8.7;8.7e0;8.7E0;8.683;8.683e0;8.683E0,short_answer
"Calculate the pH of a 0.004 M solution of sodium propanoate, <mattext texttype=""text/html""><img class=""equation_image"" title=""NaC_{3}H_{5}O_{2}"" src=""https://weber.instructure.com/equation_images/NaC_%7B3%7DH_%7B5%7DO_%7B2%7D?scale=1.5"" alt=""LaTeX: NaC_{3}H_{5}O_{2}"" data-equation-content=""NaC_{3}H_{5}O_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=4.874"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D4.874?scale=1.5"" alt=""LaTeX: p_{Ka1}=4.874"" data-equation-content=""p_{Ka1}=4.874"" data-ignore-a11y-check=""""></mattext>",8.24;8.24e0;8.24E0;8.2;8.2e0;8.2E0;8.239;8.239e0;8.239E0,short_answer
"Calculate the pH of a 0.058 M solution of phenol, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{6}H_{6}O"" src=""https://weber.instructure.com/equation_images/C_%7B6%7DH_%7B6%7DO?scale=1.5"" alt=""LaTeX: C_{6}H_{6}O"" data-equation-content=""C_{6}H_{6}O"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=9.997"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D9.997?scale=1.5"" alt=""LaTeX: p_{Ka1}=9.997"" data-equation-content=""p_{Ka1}=9.997"" data-ignore-a11y-check=""""></mattext>",5.62;5.62e0;5.62E0;5.6;5.6e0;5.6E0;5.616;5.616e0;5.616E0,short_answer
"Calculate the pH of a 0.00101 M solution of sodium acetate, <mattext texttype=""text/html""><img class=""equation_image"" title=""NaC_{2}H_{3}O_{2}"" src=""https://weber.instructure.com/equation_images/NaC_%7B2%7DH_%7B3%7DO_%7B2%7D?scale=1.5"" alt=""LaTeX: NaC_{2}H_{3}O_{2}"" data-equation-content=""NaC_{2}H_{3}O_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=4.756"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D4.756?scale=1.5"" alt=""LaTeX: p_{Ka1}=4.756"" data-equation-content=""p_{Ka1}=4.756"" data-ignore-a11y-check=""""></mattext>",7.88;7.88e0;7.88E0;7.9;7.9e0;7.9E0;7.884;7.884e0;7.884E0,short_answer
"Calculate the pH of a 0.0752 M solution of sodium acetate, <mattext texttype=""text/html""><img class=""equation_image"" title=""NaC_{2}H_{3}O_{2}"" src=""https://weber.instructure.com/equation_images/NaC_%7B2%7DH_%7B3%7DO_%7B2%7D?scale=1.5"" alt=""LaTeX: NaC_{2}H_{3}O_{2}"" data-equation-content=""NaC_{2}H_{3}O_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=4.756"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D4.756?scale=1.5"" alt=""LaTeX: p_{Ka1}=4.756"" data-equation-content=""p_{Ka1}=4.756"" data-ignore-a11y-check=""""></mattext>",8.82;8.82e0;8.82E0;8.8;8.8e0;8.8E0;8.816;8.816e0;8.816E0,short_answer
"Calculate the pH of a 0.002 M solution of arsenious acid, <mattext texttype=""text/html""><img class=""equation_image"" title=""As(OH)_{3}"" src=""https://weber.instructure.com/equation_images/As%28OH%29_%7B3%7D?scale=1.5"" alt=""LaTeX: As(OH)_{3}"" data-equation-content=""As(OH)_{3}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=9.29"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D9.29?scale=1.5"" alt=""LaTeX: p_{Ka1}=9.29"" data-equation-content=""p_{Ka1}=9.29"" data-ignore-a11y-check=""""></mattext>",5.99;5.99e0;5.99E0;6.0;6.0e0;6.0E0;5.992;5.992e0;5.992E0,short_answer
"Calculate the pH of a 0.0030 M solution of butanoic acid, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{4}H_{8}O_{2}"" src=""https://weber.instructure.com/equation_images/C_%7B4%7DH_%7B8%7DO_%7B2%7D?scale=1.5"" alt=""LaTeX: C_{4}H_{8}O_{2}"" data-equation-content=""C_{4}H_{8}O_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=4.818"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D4.818?scale=1.5"" alt=""LaTeX: p_{Ka1}=4.818"" data-equation-content=""p_{Ka1}=4.818"" data-ignore-a11y-check=""""></mattext>",3.69;3.69e0;3.69E0;3.7;3.7e0;3.7E0;3.686;3.686e0;3.686E0,short_answer
"Calculate the pH of a 0.0069 M solution of nitrous acid, <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_{2}"" src=""https://weber.instructure.com/equation_images/HNO_%7B2%7D?scale=1.5"" alt=""LaTeX: HNO_{2}"" data-equation-content=""HNO_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=3.15"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D3.15?scale=1.5"" alt=""LaTeX: p_{Ka1}=3.15"" data-equation-content=""p_{Ka1}=3.15"" data-ignore-a11y-check=""""></mattext>",2.72;2.72e0;2.72E0;2.7;2.7e0;2.7E0;2.725;2.725e0;2.725E0,short_answer
"Calculate the pH of a 0.06 M solution of piperidine, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{5}H_{11}N"" src=""https://weber.instructure.com/equation_images/C_%7B5%7DH_%7B11%7DN?scale=1.5"" alt=""LaTeX: C_{5}H_{11}N"" data-equation-content=""C_{5}H_{11}N"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=11.125"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D11.125?scale=1.5"" alt=""LaTeX: p_{Ka1}=11.125"" data-equation-content=""p_{Ka1}=11.125"" data-ignore-a11y-check=""""></mattext>",11.92;1.192e1;1.192E1;11.9;1.19e1;1.19E1;11.919;1.1919e1;1.1919E1,short_answer
"Calculate the pH of a 0.002 M solution of phenol, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{6}H_{6}O"" src=""https://weber.instructure.com/equation_images/C_%7B6%7DH_%7B6%7DO?scale=1.5"" alt=""LaTeX: C_{6}H_{6}O"" data-equation-content=""C_{6}H_{6}O"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=9.997"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D9.997?scale=1.5"" alt=""LaTeX: p_{Ka1}=9.997"" data-equation-content=""p_{Ka1}=9.997"" data-ignore-a11y-check=""""></mattext>",6.34;6.34e0;6.34E0;6.3;6.3e0;6.3E0;6.338;6.338e0;6.338E0,short_answer
"Calculate the pH of a 0.00867 M solution of butanoic acid, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{4}H_{8}O_{2}"" src=""https://weber.instructure.com/equation_images/C_%7B4%7DH_%7B8%7DO_%7B2%7D?scale=1.5"" alt=""LaTeX: C_{4}H_{8}O_{2}"" data-equation-content=""C_{4}H_{8}O_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=4.818"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D4.818?scale=1.5"" alt=""LaTeX: p_{Ka1}=4.818"" data-equation-content=""p_{Ka1}=4.818"" data-ignore-a11y-check=""""></mattext>",3.45;3.45e0;3.45E0;3.4;3.4e0;3.4E0;3.449;3.449e0;3.449E0,short_answer
"Calculate the pH of a 0.05 M solution of butanoic acid, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{4}H_{8}O_{2}"" src=""https://weber.instructure.com/equation_images/C_%7B4%7DH_%7B8%7DO_%7B2%7D?scale=1.5"" alt=""LaTeX: C_{4}H_{8}O_{2}"" data-equation-content=""C_{4}H_{8}O_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=4.818"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D4.818?scale=1.5"" alt=""LaTeX: p_{Ka1}=4.818"" data-equation-content=""p_{Ka1}=4.818"" data-ignore-a11y-check=""""></mattext>",3.06;3.06e0;3.06E0;3.1;3.1e0;3.1E0;3.063;3.063e0;3.063E0,short_answer
"Calculate the pH of a 0.041 M solution of phenol, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{6}H_{6}O"" src=""https://weber.instructure.com/equation_images/C_%7B6%7DH_%7B6%7DO?scale=1.5"" alt=""LaTeX: C_{6}H_{6}O"" data-equation-content=""C_{6}H_{6}O"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=9.997"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D9.997?scale=1.5"" alt=""LaTeX: p_{Ka1}=9.997"" data-equation-content=""p_{Ka1}=9.997"" data-ignore-a11y-check=""""></mattext>",5.69;5.69e0;5.69E0;5.7;5.7e0;5.7E0;5.692;5.692e0;5.692E0,short_answer
