point,rt,signal
219,2.226,206
220,2.235,226
221,2.245,227
222,2.254,191
223,2.263,191
224,2.272,0
225,2.281,212
226,2.291,226
227,2.300,230
228,2.309,230
229,2.318,194
230,2.327,226
231,2.336,183
232,2.346,0
233,2.355,178
234,2.364,187
235,2.373,239
236,2.382,238
237,2.392,0
238,2.401,171
239,2.410,0
240,2.419,167
241,2.428,201
242,2.438,190
243,2.447,219
244,2.456,151
245,2.465,190
246,2.474,250
247,2.483,170
248,2.493,213
249,2.502,167
250,2.511,205
251,2.520,207
252,2.529,188
253,2.539,162
254,2.548,154
255,2.557,197
256,2.566,225
257,2.575,197
258,2.585,163
259,2.594,0
260,2.603,163
261,2.612,203
262,2.621,0
263,2.631,196
264,2.640,0
265,2.649,181
266,2.658,0
267,2.667,0
268,2.676,207
269,2.686,0
270,2.695,217
271,2.704,219
272,2.713,158
273,2.722,178
274,2.732,204
275,2.741,0
276,2.750,0
277,2.759,200
278,2.768,165
279,2.778,176
280,2.787,183
281,2.796,247
282,2.805,202
283,2.814,198
284,2.824,209
285,2.833,232
286,2.842,0
287,2.851,238
288,2.860,158
289,2.869,169
290,2.879,168
291,2.888,0
292,2.897,0
293,2.906,181
294,2.915,169
295,2.925,196
296,2.934,217
297,2.943,193
298,2.952,183
299,2.961,201
300,2.971,187
301,2.980,0
302,2.989,274
303,2.998,160
304,3.007,176
305,3.016,207
306,3.026,218
307,3.035,204
308,3.044,172
309,3.053,0
310,3.062,0
311,3.072,195
312,3.081,0
313,3.090,150
314,3.099,0
315,3.108,237
316,3.118,237
317,3.127,174
318,3.136,162
319,3.145,176
320,3.154,185
321,3.164,176
322,3.173,222
323,3.182,227
324,3.191,0
325,3.200,177
326,3.209,159
327,3.219,217
328,3.228,180
329,3.237,0
330,3.246,0
331,3.255,179
332,3.265,184
333,3.274,207
334,3.283,282
335,3.292,0
336,3.301,162
337,3.311,161
338,3.320,169
339,3.329,0
340,3.338,174
341,3.347,196
342,3.357,150
343,3.366,209
344,3.375,228
345,3.384,0
346,3.393,170
347,3.402,0
348,3.412,0
349,3.421,153
350,3.430,150
351,3.439,160
352,3.448,150
353,3.458,0
354,3.467,0
355,3.476,193
356,3.485,187
357,3.494,0
358,3.504,0
359,3.513,220
360,3.522,153
361,3.531,197
362,3.540,188
363,3.549,168
364,3.559,0
365,3.568,190
366,3.577,0
367,3.586,189
368,3.595,230
369,3.605,0
370,3.614,168
371,3.623,177
372,3.632,0
373,3.641,154
374,3.651,212
375,3.660,261
376,3.669,199
377,3.678,206
378,3.687,0
379,3.697,162
380,3.706,0
381,3.715,261
382,3.724,0
383,3.733,0
384,3.742,170
385,3.752,204
386,3.761,154
387,3.770,0
388,3.779,181
389,3.788,153
390,3.798,223
391,3.807,163
392,3.816,0
393,3.825,211
394,3.834,151
395,3.844,268
396,3.853,206
397,3.862,0
398,3.871,185
399,3.880,162
400,3.890,255
401,3.899,183
402,3.908,0
403,3.917,153
404,3.926,155
405,3.935,160
406,3.945,0
407,3.954,225
408,3.963,0
409,3.972,150
410,3.981,158
411,3.991,175
412,4.000,191
413,4.009,167
414,4.018,179
415,4.027,156
416,4.037,155
417,4.046,150
418,4.055,185
419,4.064,185
420,4.073,159
421,4.082,200
422,4.092,267
423,4.101,194
424,4.110,226
425,4.119,216
426,4.128,203
427,4.138,0
428,4.147,193
429,4.156,0
430,4.165,181
431,4.174,215
432,4.184,156
433,4.193,0
434,4.202,246
435,4.211,181
436,4.220,232
437,4.230,177
438,4.239,152
439,4.248,227
440,4.257,151
441,4.266,175
442,4.275,152
443,4.285,161
444,4.294,0
445,4.303,188
446,4.312,170
447,4.321,212
448,4.331,201
449,4.340,176
450,4.349,180
451,4.358,225
452,4.367,170
453,4.377,0
454,4.386,160
455,4.395,177
456,4.404,0
457,4.413,203
458,4.423,165
459,4.432,224
460,4.441,0
461,4.450,221
462,4.459,185
463,4.468,215
464,4.478,216
465,4.487,222
466,4.496,184
467,4.505,210
468,4.514,170
469,4.524,0
470,4.533,200
471,4.542,168
472,4.551,211
473,4.560,219
474,4.570,191
475,4.579,0
476,4.588,173
477,4.597,0
478,4.606,306
479,4.616,186
480,4.625,184
481,4.634,169
482,4.643,199
483,4.652,0
484,4.661,190
485,4.671,0
486,4.680,223
487,4.689,0
488,4.698,0
489,4.707,0
490,4.717,229
491,4.726,202
492,4.735,195
493,4.744,245
494,4.753,161
495,4.763,198
496,4.772,161
497,4.781,151
498,4.790,0
499,4.799,178
500,4.808,0
501,4.818,0
502,4.827,172
503,4.836,157
504,4.845,219
505,4.854,236
506,4.864,166
507,4.873,151
508,4.882,153
509,4.891,247
510,4.900,212
511,4.910,0
512,4.919,205
513,4.928,196
514,4.937,189
515,4.946,202
516,4.956,0
517,4.965,0
518,4.974,179
519,4.983,218
520,4.992,189
521,5.001,169
522,5.011,216
523,5.020,153
524,5.029,180
525,5.038,186
526,5.047,0
527,5.057,151
528,5.066,150
529,5.075,236
530,5.084,155
531,5.093,168
532,5.103,155
533,5.112,191
534,5.121,195
535,5.130,180
536,5.139,179
537,5.149,0
538,5.158,161
539,5.167,237
540,5.176,177
541,5.185,0
542,5.194,181
543,5.204,0
544,5.213,191
545,5.222,0
546,5.231,198
547,5.240,216
548,5.250,0
549,5.259,0
550,5.268,264
551,5.277,180
552,5.286,154
553,5.296,0
554,5.305,171
555,5.314,211
556,5.323,190
557,5.332,152
558,5.341,163
559,5.351,167
560,5.360,221
561,5.369,196
562,5.378,160
563,5.387,168
564,5.397,213
565,5.406,0
566,5.415,174
567,5.424,220
568,5.433,151
569,5.443,192
570,5.452,226
571,5.461,159
572,5.470,158
573,5.479,250
574,5.489,204
575,5.498,0
576,5.507,0
577,5.516,201
578,5.525,179
579,5.534,0
580,5.544,0
581,5.553,191
582,5.562,210
583,5.571,157
584,5.580,0
585,5.590,0
586,5.599,193
587,5.608,0
588,5.617,157
589,5.626,166
590,5.636,0
591,5.645,167
592,5.654,186
593,5.663,0
594,5.672,203
595,5.682,175
596,5.691,255
597,5.700,187
598,5.709,0
599,5.718,0
600,5.727,177
601,5.737,188
602,5.746,152
603,5.755,237
604,5.764,211
605,5.773,179
606,5.783,0
607,5.792,168
608,5.801,212
609,5.810,0
610,5.819,163
611,5.829,0
612,5.838,0
613,5.847,181
614,5.856,0
615,5.865,0
616,5.874,150
617,5.884,234
618,5.893,200
619,5.902,0
620,5.911,0
621,5.920,177
622,5.930,0
623,5.939,160
624,5.948,0
625,5.957,0
626,5.966,0
627,5.976,0
628,5.985,0
629,5.994,163
630,6.003,0
631,6.012,0
632,6.022,159
633,6.031,0
634,6.040,0
635,6.049,181
636,6.058,0
637,6.067,0
638,6.077,0
639,6.086,0
640,6.095,166
641,6.104,0
642,6.113,0
643,6.123,178
644,6.132,0
645,6.141,0
646,6.150,0
647,6.159,161
648,6.169,159
649,6.178,0
650,6.187,168
651,6.196,172
652,6.205,155
653,6.215,153
654,6.224,153
655,6.233,0
656,6.242,182
657,6.251,237
658,6.260,244
659,6.270,196
660,6.279,230
661,6.288,167
662,6.297,209
663,6.306,260
664,6.316,206
665,6.325,267
666,6.334,0
667,6.343,259
668,6.352,175
669,6.362,154
670,6.371,215
671,6.380,197
672,6.389,183
673,6.398,207
674,6.407,244
675,6.417,253
676,6.426,264
677,6.435,289
678,6.444,224
679,6.453,252
680,6.463,231
681,6.472,270
682,6.481,242
683,6.490,250
684,6.499,228
685,6.509,250
686,6.518,299
687,6.527,219
688,6.536,208
689,6.545,229
690,6.555,265
691,6.564,234
692,6.573,328
693,6.582,296
694,6.591,235
695,6.600,242
696,6.610,280
697,6.619,272
698,6.628,220
699,6.637,186
700,6.646,199
701,6.656,250
702,6.665,263
703,6.674,215
704,6.683,174
705,6.692,320
706,6.702,253
707,6.711,285
708,6.720,163
709,6.729,293
710,6.738,230
711,6.748,175
712,6.757,190
713,6.766,171
714,6.775,224
715,6.784,219
716,6.793,0
717,6.803,440
718,6.812,253
719,6.821,249
720,6.830,195
721,6.839,190
722,6.849,228
723,6.858,201
724,6.867,198
725,6.876,256
726,6.885,203
727,6.895,188
728,6.904,206
729,6.913,190
730,6.922,193
731,6.931,0
732,6.940,248
733,6.950,187
734,6.959,287
735,6.968,202
736,6.977,207
737,6.986,212
738,6.996,203
739,7.005,0
740,7.014,166
741,7.023,186
742,7.032,0
743,7.042,224
744,7.051,164
745,7.060,153
746,7.069,188
747,7.078,194
748,7.088,230
749,7.097,177
750,7.106,214
751,7.115,183
752,7.124,172
753,7.133,185
754,7.143,0
755,7.152,204
756,7.161,178
757,7.170,174
758,7.179,0
759,7.189,195
760,7.198,242
761,7.207,0
762,7.216,150
763,7.225,151
764,7.235,0
765,7.244,163
766,7.253,0
767,7.262,192
768,7.271,0
769,7.281,168
770,7.290,195
771,7.299,0
772,7.308,0
773,7.317,0
774,7.326,195
775,7.336,171
776,7.345,198
777,7.354,0
778,7.363,191
779,7.372,174
780,7.382,170
781,7.391,170
782,7.400,192
783,7.409,183
784,7.418,0
785,7.428,174
786,7.437,166
787,7.446,200
788,7.455,165
789,7.464,0
790,7.473,0
791,7.483,204
792,7.492,165
793,7.501,165
794,7.510,165
795,7.519,168
796,7.529,163
797,7.538,155
798,7.547,0
799,7.556,152
800,7.565,207
801,7.575,201
802,7.584,0
803,7.593,0
804,7.602,0
805,7.611,228
806,7.621,169
807,7.630,0
808,7.639,0
809,7.648,0
810,7.657,0
811,7.666,0
812,7.676,166
813,7.685,0
814,7.694,0
815,7.703,0
816,7.712,151
817,7.722,164
818,7.731,212
819,7.740,152
820,7.749,218
821,7.758,245
822,7.768,163
823,7.777,0
824,7.786,0
825,7.795,240
826,7.804,232
827,7.814,191
828,7.823,240
829,7.832,253
830,7.841,201
831,7.850,215
832,7.859,300
833,7.869,261
834,7.878,290
835,7.887,282
836,7.896,242
837,7.905,289
838,7.915,245
839,7.924,276
840,7.933,290
841,7.942,250
842,7.951,287
843,7.961,303
844,7.970,316
845,7.979,218
846,7.988,241
847,7.997,437
848,8.007,263
849,8.016,245
850,8.025,243
851,8.034,324
852,8.043,293
853,8.052,326
854,8.062,221
855,8.071,298
856,8.080,286
857,8.089,308
858,8.098,249
859,8.108,310
860,8.117,274
861,8.126,298
862,8.135,303
863,8.144,319
864,8.154,242
865,8.163,344
866,8.172,274
867,8.181,312
868,8.190,227
869,8.199,273
870,8.209,365
871,8.218,319
872,8.227,344
873,8.236,288
874,8.245,275
875,8.255,216
876,8.264,288
877,8.273,332
878,8.282,387
879,8.291,290
880,8.301,390
881,8.310,257
882,8.319,296
883,8.328,293
884,8.337,350
885,8.347,349
886,8.356,302
887,8.365,359
888,8.374,339
889,8.383,224
890,8.392,281
891,8.402,425
892,8.411,357
893,8.420,270
894,8.429,238
895,8.438,219
896,8.448,300
897,8.457,312
898,8.466,289
899,8.475,400
900,8.484,239
901,8.494,305
902,8.503,374
903,8.512,305
904,8.521,335
905,8.530,349
906,8.540,301
907,8.549,327
908,8.558,232
909,8.567,256
910,8.576,293
911,8.585,274
912,8.595,298
913,8.604,346
914,8.613,338
915,8.622,328
916,8.631,421
917,8.641,400
918,8.650,249
919,8.659,307
920,8.668,280
921,8.677,271
922,8.687,407
923,8.696,343
924,8.705,278
925,8.714,382
926,8.723,342
927,8.732,360
928,8.742,281
929,8.751,235
930,8.760,228
931,8.769,374
932,8.778,317
933,8.788,180
934,8.797,218
935,8.806,343
936,8.815,249
937,8.824,361
938,8.834,367
939,8.843,284
940,8.852,208
941,8.861,363
942,8.870,312
943,8.880,345
944,8.889,321
945,8.898,272
946,8.907,207
947,8.916,532
948,8.925,407
949,8.935,343
950,8.944,211
951,8.953,307
952,8.962,241
953,8.971,338
954,8.981,326
955,8.990,336
956,8.999,290
957,9.008,383
958,9.017,232
959,9.027,345
960,9.036,387
961,9.045,277
962,9.054,273
963,9.063,355
964,9.073,266
965,9.082,304
966,9.091,338
967,9.100,260
968,9.109,289
969,9.118,317
970,9.128,278
971,9.137,256
972,9.146,260
973,9.155,402
974,9.164,246
975,9.174,386
976,9.183,280
977,9.192,335
978,9.201,274
979,9.210,272
980,9.220,256
981,9.229,282
982,9.238,207
983,9.247,264
984,9.256,392
985,9.265,338
986,9.275,269
987,9.284,237
988,9.293,278
989,9.302,314
990,9.311,364
991,9.321,241
992,9.330,181
993,9.339,274
994,9.348,351
995,9.357,313
996,9.367,376
997,9.376,254
998,9.385,307
999,9.394,292
1000,9.403,411
1001,9.413,262
1002,9.422,284
1003,9.431,332
1004,9.440,233
1005,9.449,272
1006,9.458,293
1007,9.468,292
1008,9.477,268
1009,9.486,210
1010,9.495,294
1011,9.504,239
1012,9.514,292
1013,9.523,349
1014,9.532,297
1015,9.541,251
1016,9.550,280
1017,9.560,292
1018,9.569,378
1019,9.578,342
1020,9.587,350
1021,9.596,303
1022,9.606,288
1023,9.615,202
1024,9.624,264
1025,9.633,268
1026,9.642,316
1027,9.651,311
1028,9.661,325
1029,9.670,197
1030,9.679,295
1031,9.688,296
1032,9.697,301
1033,9.707,332
1034,9.716,299
1035,9.725,380
1036,9.734,316
1037,9.743,369
1038,9.753,176
1039,9.762,293
1040,9.771,307
1041,9.780,253
1042,9.789,315
1043,9.798,320
1044,9.808,240
1045,9.817,344
1046,9.826,256
1047,9.835,339
1048,9.844,273
1049,9.854,294
1050,9.863,310
1051,9.872,325
1052,9.881,308
1053,9.890,250
1054,9.900,254
1055,9.909,274
1056,9.918,330
1057,9.927,257
1058,9.936,249
1059,9.946,239
1060,9.955,318
1061,9.964,241
1062,9.973,278
1063,9.982,310
1064,9.991,245
1065,10.001,352
1066,10.010,282
1067,10.019,297
1068,10.028,288
1069,10.037,294
1070,10.047,294
1071,10.056,405
1072,10.065,264
1073,10.074,260
1074,10.083,263
1075,10.093,266
1076,10.102,267
1077,10.111,263
1078,10.120,371
1079,10.129,254
1080,10.139,356
1081,10.148,218
1082,10.157,242
1083,10.166,311
1084,10.175,256
1085,10.184,316
1086,10.194,242
1087,10.203,318
1088,10.212,367
1089,10.221,312
1090,10.230,338
1091,10.240,371
1092,10.249,334
1093,10.258,310
1094,10.267,346
1095,10.276,401
1096,10.286,285
1097,10.295,327
1098,10.304,270
1099,10.313,273
1100,10.322,298
1101,10.331,270
1102,10.341,305
1103,10.350,254
1104,10.359,278
1105,10.368,199
1106,10.377,311
1107,10.387,267
1108,10.396,312
1109,10.405,280
1110,10.414,369
1111,10.423,314
1112,10.433,283
1113,10.442,253
1114,10.451,264
1115,10.460,385
1116,10.469,392
1117,10.479,316
1118,10.488,379
1119,10.497,279
1120,10.506,283
1121,10.515,255
1122,10.524,291
1123,10.534,346
1124,10.543,351
1125,10.552,389
1126,10.561,256
1127,10.570,285
1128,10.580,339
1129,10.589,335
1130,10.598,368
1131,10.607,398
1132,10.616,285
1133,10.626,336
1134,10.635,393
1135,10.644,367
1136,10.653,378
1137,10.662,305
1138,10.672,329
1139,10.681,391
1140,10.690,397
1141,10.699,465
1142,10.708,388
1143,10.717,376
1144,10.727,388
1145,10.736,403
1146,10.745,396
1147,10.754,249
1148,10.763,424
1149,10.773,366
1150,10.782,385
1151,10.791,322
1152,10.800,406
1153,10.809,335
1154,10.819,323
1155,10.828,404
1156,10.837,458
1157,10.846,404
1158,10.855,371
1159,10.865,476
1160,10.874,413
1161,10.883,334
1162,10.892,386
1163,10.901,371
1164,10.910,421
1165,10.920,465
1166,10.929,490
1167,10.938,461
1168,10.947,450
1169,10.956,483
1170,10.966,375
1171,10.975,369
1172,10.984,408
1173,10.993,366
1174,11.002,344
1175,11.012,388
1176,11.021,518
1177,11.030,420
1178,11.039,448
1179,11.048,578
1180,11.057,580
1181,11.067,537
1182,11.076,487
1183,11.085,440
1184,11.094,540
1185,11.103,516
1186,11.113,508
1187,11.122,528
1188,11.131,500
1189,11.140,464
1190,11.149,444
1191,11.159,441
1192,11.168,417
1193,11.177,587
1194,11.186,435
1195,11.195,514
1196,11.205,502
1197,11.214,612
1198,11.223,400
1199,11.232,484
1200,11.241,439
1201,11.250,490
1202,11.260,542
1203,11.269,568
1204,11.278,460
1205,11.287,471
1206,11.296,551
1207,11.306,468
1208,11.315,554
1209,11.324,552
1210,11.333,510
1211,11.342,491
1212,11.352,583
1213,11.361,523
1214,11.370,621
1215,11.379,504
1216,11.388,600
1217,11.398,445
1218,11.407,525
1219,11.416,549
1220,11.425,468
1221,11.434,585
1222,11.443,448
1223,11.453,509
1224,11.462,580
1225,11.471,529
1226,11.480,448
1227,11.489,398
1228,11.499,574
1229,11.508,491
1230,11.517,654
1231,11.526,397
1232,11.535,673
1233,11.545,447
1234,11.554,514
1235,11.563,661
1236,11.572,539
1237,11.581,385
1238,11.590,488
1239,11.600,428
1240,11.609,579
1241,11.618,464
1242,11.627,539
1243,11.636,428
1244,11.646,565
1245,11.655,420
1246,11.664,426
1247,11.673,467
1248,11.682,545
1249,11.692,526
1250,11.701,494
1251,11.710,444
1252,11.719,507
1253,11.728,578
1254,11.738,444
1255,11.747,514
1256,11.756,354
1257,11.765,450
1258,11.774,522
1259,11.783,527
1260,11.793,521
1261,11.802,405
1262,11.811,409
1263,11.820,449
1264,11.829,467
1265,11.839,394
1266,11.848,468
1267,11.857,376
1268,11.866,376
1269,11.875,398
1270,11.885,418
1271,11.894,401
1272,11.903,370
1273,11.912,364
1274,11.921,499
1275,11.931,429
1276,11.940,382
1277,11.949,437
1278,11.958,425
1279,11.967,416
1280,11.976,346
1281,11.986,560
1282,11.995,507
1283,12.004,479
1284,12.013,476
1285,12.022,481
1286,12.032,371
1287,12.041,512
1288,12.050,363
1289,12.059,468
1290,12.068,828
1291,12.078,556
1292,12.087,505
1293,12.096,618
1294,12.105,358
1295,12.114,544
1296,12.123,501
1297,12.133,645
1298,12.142,395
1299,12.151,475
1300,12.160,353
1301,12.169,442
1302,12.179,499
1303,12.188,537
1304,12.197,496
1305,12.206,560
1306,12.215,544
1307,12.225,444
1308,12.234,499
1309,12.243,396
1310,12.252,541
1311,12.261,377
1312,12.271,435
1313,12.280,580
1314,12.289,433
1315,12.298,532
1316,12.307,451
1317,12.316,504
1318,12.326,427
1319,12.335,520
1320,12.344,545
1321,12.353,515
1322,12.362,465
1323,12.372,444
1324,12.381,474
1325,12.390,476
1326,12.399,524
1327,12.408,475
1328,12.418,556
1329,12.427,560
1330,12.436,460
1331,12.445,552
1332,12.454,504
1333,12.464,566
1334,12.473,470
1335,12.482,425
1336,12.491,628
1337,12.500,419
1338,12.509,551
1339,12.519,430
1340,12.528,474
1341,12.537,449
1342,12.546,442
1343,12.555,495
1344,12.565,537
1345,12.574,394
1346,12.583,429
1347,12.592,476
1348,12.601,825
1349,12.611,541
1350,12.620,490
1351,12.629,545
1352,12.638,407
1353,12.647,380
1354,12.656,383
1355,12.666,498
1356,12.675,588
1357,12.684,572
1358,12.693,449
1359,12.702,492
1360,12.712,510
1361,12.721,359
1362,12.730,380
1363,12.739,450
1364,12.748,576
1365,12.758,593
1366,12.767,542
1367,12.776,428
1368,12.785,490
1369,12.794,455
1370,12.804,499
1371,12.813,854
1372,12.822,582
1373,12.831,432
1374,12.840,469
1375,12.849,424
1376,12.859,528
1377,12.868,503
1378,12.877,577
1379,12.886,644
1380,12.895,511
1381,12.905,361
1382,12.914,519
1383,12.923,437
1384,12.932,487
1385,12.941,458
1386,12.951,569
1387,12.960,442
1388,12.969,448
1389,12.978,452
1390,12.987,529
1391,12.997,453
1392,13.006,506
1393,13.015,486
1394,13.024,510
1395,13.033,527
1396,13.042,549
1397,13.052,546
1398,13.061,595
1399,13.070,511
1400,13.079,509
1401,13.088,459
1402,13.098,511
1403,13.107,555
1404,13.116,554
1405,13.125,587
1406,13.134,433
1407,13.144,658
1408,13.153,529
1409,13.162,549
1410,13.171,609
1411,13.180,552
1412,13.189,429
1413,13.199,456
1414,13.208,668
1415,13.217,532
1416,13.226,534
1417,13.235,669
1418,13.245,575
1419,13.254,517
1420,13.263,498
1421,13.272,461
1422,13.281,604
1423,13.291,515
1424,13.300,669
1425,13.309,520
1426,13.318,590
1427,13.327,643
1428,13.337,487
1429,13.346,482
1430,13.355,611
1431,13.364,506
1432,13.373,506
1433,13.382,461
1434,13.392,556
1435,13.401,522
1436,13.410,492
1437,13.419,642
1438,13.428,487
1439,13.438,538
1440,13.447,619
1441,13.456,644
1442,13.465,490
1443,13.474,560
1444,13.484,562
1445,13.493,444
1446,13.502,472
1447,13.511,449
1448,13.520,592
1449,13.530,436
1450,13.539,467
1451,13.548,422
1452,13.557,391
1453,13.566,591
1454,13.575,377
1455,13.585,591
1456,13.594,474
1457,13.603,490
1458,13.612,580
1459,13.621,597
1460,13.631,451
1461,13.640,517
1462,13.649,593
1463,13.658,518
1464,13.667,536
1465,13.677,618
1466,13.686,522
1467,13.695,652
1468,13.704,575
1469,13.713,615
1470,13.722,573
1471,13.732,475
1472,13.741,423
1473,13.750,484
1474,13.759,563
1475,13.768,480
1476,13.778,414
1477,13.787,724
1478,13.796,488
1479,13.805,557
1480,13.814,527
1481,13.824,521
1482,13.833,539
1483,13.842,513
1484,13.851,566
1485,13.860,514
1486,13.870,577
1487,13.879,545
1488,13.888,591
1489,13.897,628
1490,13.906,609
1491,13.915,526
1492,13.925,573
1493,13.934,688
1494,13.943,624
1495,13.952,583
1496,13.961,637
1497,13.971,762
1498,13.980,675
1499,13.989,631
1500,13.998,530
1501,14.007,566
1502,14.017,787
1503,14.026,539
1504,14.035,651
1505,14.044,568
1506,14.053,658
1507,14.063,668
1508,14.072,525
1509,14.081,648
1510,14.090,571
1511,14.099,619
1512,14.108,620
1513,14.118,737
1514,14.127,638
1515,14.136,842
1516,14.145,645
1517,14.154,716
1518,14.164,785
1519,14.173,649
1520,14.182,748
1521,14.191,842
1522,14.200,687
1523,14.210,709
1524,14.219,626
1525,14.228,707
1526,14.237,776
1527,14.246,776
1528,14.256,810
1529,14.265,719
1530,14.274,601
1531,14.283,746
1532,14.292,826
1533,14.301,737
1534,14.311,655
1535,14.320,677
1536,14.329,790
1537,14.338,839
1538,14.347,1009
1539,14.357,774
1540,14.366,1066
1541,14.375,854
1542,14.384,815
1543,14.393,799
1544,14.403,824
1545,14.412,769
1546,14.421,725
1547,14.430,793
1548,14.439,873
1549,14.448,780
1550,14.458,739
1551,14.467,669
1552,14.476,882
1553,14.485,670
1554,14.494,692
1555,14.504,735
1556,14.513,776
1557,14.522,643
1558,14.531,713
1559,14.540,786
1560,14.550,887
1561,14.559,798
1562,14.568,602
1563,14.577,689
1564,14.586,627
1565,14.596,624
1566,14.605,669
1567,14.614,652
1568,14.623,822
1569,14.632,612
1570,14.641,788
1571,14.651,622
1572,14.660,766
1573,14.669,695
1574,14.678,767
1575,14.687,636
1576,14.697,683
1577,14.706,620
1578,14.715,637
1579,14.724,744
1580,14.733,722
1581,14.743,610
1582,14.752,609
1583,14.761,795
1584,14.770,656
1585,14.779,729
1586,14.789,840
1587,14.798,679
1588,14.807,705
1589,14.816,842
1590,14.825,876
1591,14.834,808
1592,14.844,889
1593,14.853,779
1594,14.862,843
1595,14.871,729
1596,14.880,801
1597,14.890,910
1598,14.899,1058
1599,14.908,884
1600,14.917,896
1601,14.926,807
1602,14.936,814
1603,14.945,980
1604,14.954,1006
1605,14.963,889
1606,14.972,996
1607,14.981,1020
1608,14.991,949
1609,15.000,1015
1610,15.009,1107
1611,15.018,1231
1612,15.027,1071
1613,15.037,1188
1614,15.046,1139
1615,15.055,1258
1616,15.064,1286
1617,15.073,1095
1618,15.083,1296
1619,15.092,1124
1620,15.101,1079
1621,15.110,1395
1622,15.119,1107
1623,15.129,1089
1624,15.138,1044
1625,15.147,1180
1626,15.156,1265
1627,15.165,1304
1628,15.174,1103
1629,15.184,1205
1630,15.193,989
1631,15.202,980
1632,15.211,1023
1633,15.220,1225
1634,15.230,1075
1635,15.239,1037
1636,15.248,1190
1637,15.257,1113
1638,15.266,924
1639,15.276,1174
1640,15.285,813
1641,15.294,903
1642,15.303,803
1643,15.312,822
1644,15.322,869
1645,15.331,1016
1646,15.340,818
1647,15.349,928
1648,15.358,904
1649,15.367,908
1650,15.377,776
1651,15.386,839
1652,15.395,840
1653,15.404,872
1654,15.413,763
1655,15.423,752
1656,15.432,813
1657,15.441,691
1658,15.450,665
1659,15.459,640
1660,15.469,722
