point,rt,signal
165,2.112,182
166,2.122,0
167,2.131,226
168,2.140,214
169,2.149,0
170,2.158,169
171,2.168,225
172,2.177,0
173,2.186,170
174,2.195,195
175,2.204,178
176,2.213,0
177,2.223,172
178,2.232,0
179,2.241,0
180,2.250,181
181,2.259,169
182,2.269,202
183,2.278,0
184,2.287,162
185,2.296,0
186,2.305,0
187,2.315,0
188,2.324,0
189,2.333,0
190,2.342,209
191,2.351,0
192,2.361,166
193,2.370,0
194,2.379,0
195,2.388,158
196,2.397,0
197,2.406,163
198,2.416,0
199,2.425,0
200,2.434,174
201,2.443,175
202,2.452,0
203,2.462,203
204,2.471,0
205,2.480,166
206,2.489,0
207,2.498,186
208,2.508,150
209,2.517,195
210,2.526,0
211,2.535,152
212,2.544,195
213,2.554,154
214,2.563,235
215,2.572,0
216,2.581,0
217,2.590,182
218,2.599,0
219,2.609,232
220,2.618,0
221,2.627,0
222,2.636,0
223,2.645,170
224,2.655,0
225,2.664,212
226,2.673,0
227,2.682,0
228,2.691,0
229,2.701,0
230,2.710,0
231,2.719,176
232,2.728,164
233,2.737,0
234,2.746,202
235,2.756,0
236,2.765,160
237,2.774,161
238,2.783,197
239,2.792,0
240,2.802,169
241,2.811,157
242,2.820,203
243,2.829,0
244,2.838,213
245,2.848,180
246,2.857,0
247,2.866,0
248,2.875,170
249,2.884,0
250,2.894,0
251,2.903,0
252,2.912,0
253,2.921,0
254,2.930,162
255,2.939,0
256,2.949,0
257,2.958,166
258,2.967,177
259,2.976,184
260,2.985,188
261,2.995,0
262,3.004,162
263,3.013,197
264,3.022,153
265,3.031,0
266,3.041,0
267,3.050,155
268,3.059,154
269,3.068,181
270,3.077,0
271,3.087,162
272,3.096,0
273,3.105,0
274,3.114,0
275,3.123,212
276,3.132,0
277,3.142,198
278,3.151,0
279,3.160,193
280,3.169,162
281,3.178,170
282,3.188,0
283,3.197,155
284,3.206,0
285,3.215,199
286,3.224,0
287,3.234,0
288,3.243,0
289,3.252,0
290,3.261,165
291,3.270,0
292,3.279,0
293,3.289,0
294,3.298,0
295,3.307,194
296,3.316,0
297,3.325,0
298,3.335,199
299,3.344,0
300,3.353,0
301,3.362,177
302,3.371,0
303,3.381,0
304,3.390,225
305,3.399,163
306,3.408,164
307,3.417,0
308,3.427,0
309,3.436,0
310,3.445,166
311,3.454,165
312,3.463,157
313,3.472,158
314,3.482,197
315,3.491,0
316,3.500,160
317,3.509,0
318,3.518,182
319,3.528,152
320,3.537,176
321,3.546,162
322,3.555,0
323,3.564,0
324,3.574,0
325,3.583,150
326,3.592,0
327,3.601,0
328,3.610,0
329,3.620,0
330,3.629,155
331,3.638,0
332,3.647,0
333,3.656,0
334,3.665,0
335,3.675,0
336,3.684,200
337,3.693,174
338,3.702,153
339,3.711,0
340,3.721,0
341,3.730,0
342,3.739,0
343,3.748,0
344,3.757,0
345,3.767,169
346,3.776,0
347,3.785,162
348,3.794,0
349,3.803,0
350,3.812,169
351,3.822,0
352,3.831,171
353,3.840,150
354,3.849,154
355,3.858,0
356,3.868,0
357,3.877,0
358,3.886,0
359,3.895,167
360,3.904,152
361,3.914,0
362,3.923,0
363,3.932,151
364,3.941,0
365,3.950,0
366,3.960,0
367,3.969,0
368,3.978,0
369,3.987,0
370,3.996,0
371,4.005,0
372,4.015,190
373,4.024,0
374,4.033,0
375,4.042,0
376,4.051,0
377,4.061,0
378,4.070,0
379,4.079,152
380,4.088,0
381,4.097,0
382,4.107,247
383,4.116,0
384,4.125,164
385,4.134,174
386,4.143,0
387,4.153,0
388,4.162,0
389,4.171,0
390,4.180,0
391,4.189,0
392,4.198,181
393,4.208,187
394,4.217,0
395,4.226,171
396,4.235,0
397,4.244,0
398,4.254,0
399,4.263,0
400,4.272,172
401,4.281,0
402,4.290,0
403,4.300,0
404,4.309,0
405,4.318,0
406,4.327,0
407,4.336,0
408,4.345,0
409,4.355,176
410,4.364,0
411,4.373,0
412,4.382,0
413,4.391,0
414,4.401,0
415,4.410,0
416,4.419,0
417,4.428,0
418,4.437,0
419,4.447,0
420,4.456,182
421,4.465,0
422,4.474,0
423,4.483,191
424,4.493,191
425,4.502,0
426,4.511,198
427,4.520,0
428,4.529,154
429,4.538,0
430,4.548,0
431,4.557,0
432,4.566,177
433,4.575,0
434,4.584,0
435,4.594,0
436,4.603,0
437,4.612,0
438,4.621,0
439,4.630,164
440,4.640,0
441,4.649,0
442,4.658,0
443,4.667,0
444,4.676,196
445,4.686,161
446,4.695,0
447,4.704,0
448,4.713,157
449,4.722,0
450,4.731,198
451,4.741,0
452,4.750,0
453,4.759,158
454,4.768,156
455,4.777,0
456,4.787,167
457,4.796,0
458,4.805,0
459,4.814,188
460,4.823,0
461,4.833,159
462,4.842,0
463,4.851,154
464,4.860,166
465,4.869,0
466,4.879,0
467,4.888,0
468,4.897,0
469,4.906,161
470,4.915,0
471,4.924,0
472,4.934,0
473,4.943,0
474,4.952,0
475,4.961,0
476,4.970,0
477,4.980,0
478,4.989,0
479,4.998,0
480,5.007,0
481,5.016,159
482,5.026,0
483,5.035,166
484,5.044,0
485,5.053,0
486,5.062,0
487,5.071,0
488,5.081,0
489,5.090,0
490,5.099,179
491,5.108,0
492,5.117,0
493,5.127,0
494,5.136,0
495,5.145,162
496,5.154,0
497,5.163,170
498,5.173,0
499,5.182,0
500,5.191,0
501,5.200,0
502,5.209,0
503,5.219,0
504,5.228,151
505,5.237,0
506,5.246,0
507,5.255,0
508,5.264,0
509,5.274,0
510,5.283,0
511,5.292,164
512,5.301,206
513,5.310,0
514,5.320,162
515,5.329,0
516,5.338,0
517,5.347,151
518,5.356,0
519,5.366,0
520,5.375,0
521,5.384,211
522,5.393,0
523,5.402,0
524,5.412,0
525,5.421,0
526,5.430,163
527,5.439,0
528,5.448,0
529,5.457,0
530,5.467,0
531,5.476,0
532,5.485,0
533,5.494,0
534,5.503,0
535,5.513,0
536,5.522,0
537,5.531,0
538,5.540,0
539,5.549,0
540,5.559,0
541,5.568,0
542,5.577,0
543,5.586,0
544,5.595,0
545,5.604,0
546,5.614,0
547,5.623,0
548,5.632,155
549,5.641,0
550,5.650,0
551,5.660,0
552,5.669,0
553,5.678,0
554,5.687,0
555,5.696,0
556,5.706,0
557,5.715,0
558,5.724,0
559,5.733,0
560,5.742,0
561,5.752,0
562,5.761,150
563,5.770,0
564,5.779,0
565,5.788,0
566,5.797,0
567,5.807,0
568,5.816,0
569,5.825,0
570,5.834,0
571,5.843,0
572,5.853,0
573,5.862,0
574,5.871,0
575,5.880,0
576,5.889,0
577,5.899,0
578,5.908,0
579,5.917,0
580,5.926,0
581,5.935,195
582,5.945,0
583,5.954,0
584,5.963,0
585,5.972,0
586,5.981,0
587,5.990,0
588,6.000,0
589,6.009,0
590,6.018,0
591,6.027,0
592,6.036,0
593,6.046,0
594,6.055,0
595,6.064,0
596,6.073,0
597,6.082,0
598,6.092,0
599,6.101,0
600,6.110,0
601,6.119,166
602,6.128,175
603,6.137,0
604,6.147,0
605,6.156,0
606,6.165,150
607,6.174,0
608,6.183,0
609,6.193,0
610,6.202,0
611,6.211,0
612,6.220,0
613,6.229,0
614,6.239,0
615,6.248,0
616,6.257,170
617,6.266,0
618,6.275,223
619,6.285,163
620,6.294,0
621,6.303,191
622,6.312,198
623,6.321,0
624,6.330,155
625,6.340,0
626,6.349,0
627,6.358,202
628,6.367,0
629,6.376,153
630,6.386,0
631,6.395,151
632,6.404,0
633,6.413,166
634,6.422,150
635,6.432,172
636,6.441,157
637,6.450,208
638,6.459,0
639,6.468,238
640,6.478,157
641,6.487,193
642,6.496,244
643,6.505,166
644,6.514,0
645,6.523,0
646,6.533,198
647,6.542,184
648,6.551,182
649,6.560,184
650,6.569,158
651,6.579,224
652,6.588,185
653,6.597,192
654,6.606,0
655,6.615,193
656,6.625,226
657,6.634,211
658,6.643,260
659,6.652,231
660,6.661,334
661,6.670,0
662,6.680,179
663,6.689,209
664,6.698,240
665,6.707,197
666,6.716,200
667,6.726,251
668,6.735,180
669,6.744,182
670,6.753,203
671,6.762,229
672,6.772,235
673,6.781,164
674,6.790,180
675,6.799,164
676,6.808,215
677,6.818,181
678,6.827,173
679,6.836,203
680,6.845,219
681,6.854,0
682,6.863,171
683,6.873,212
684,6.882,224
685,6.891,250
686,6.900,234
687,6.909,158
688,6.919,177
689,6.928,181
690,6.937,206
691,6.946,216
692,6.955,167
693,6.965,189
694,6.974,174
695,6.983,176
696,6.992,226
697,7.001,175
698,7.011,0
699,7.020,164
700,7.029,203
701,7.038,0
702,7.047,0
703,7.056,218
704,7.066,184
705,7.075,247
706,7.084,186
707,7.093,165
708,7.102,173
709,7.112,260
710,7.121,158
711,7.130,254
712,7.139,180
713,7.148,179
714,7.158,212
715,7.167,237
716,7.176,0
717,7.185,199
718,7.194,185
719,7.203,191
720,7.213,188
721,7.222,157
722,7.231,168
723,7.240,181
724,7.249,183
725,7.259,261
726,7.268,182
727,7.277,152
728,7.286,221
729,7.295,161
730,7.305,181
731,7.314,277
732,7.323,248
733,7.332,0
734,7.341,190
735,7.351,198
736,7.360,187
737,7.369,182
738,7.378,218
739,7.387,206
740,7.396,313
741,7.406,156
742,7.415,0
743,7.424,209
744,7.433,195
745,7.442,212
746,7.452,192
747,7.461,170
748,7.470,0
749,7.479,208
750,7.488,150
751,7.498,0
752,7.507,176
753,7.516,172
754,7.525,166
755,7.534,0
756,7.544,191
757,7.553,170
758,7.562,190
759,7.571,265
760,7.580,157
761,7.589,157
762,7.599,256
763,7.608,0
764,7.617,0
765,7.626,265
766,7.635,166
767,7.645,0
768,7.654,188
769,7.663,191
770,7.672,150
771,7.681,0
772,7.691,0
773,7.700,0
774,7.709,0
775,7.718,175
776,7.727,186
777,7.737,203
778,7.746,251
779,7.755,201
780,7.764,166
781,7.773,0
782,7.782,186
783,7.792,178
784,7.801,150
785,7.810,0
786,7.819,171
787,7.828,0
788,7.838,256
789,7.847,163
790,7.856,194
791,7.865,0
792,7.874,0
793,7.884,0
794,7.893,0
795,7.902,0
796,7.911,0
797,7.920,0
798,7.929,187
799,7.939,173
800,7.948,173
801,7.957,183
802,7.966,156
803,7.975,0
804,7.985,237
805,7.994,179
806,8.003,272
807,8.012,162
808,8.021,185
809,8.031,188
810,8.040,206
811,8.049,176
812,8.058,268
813,8.067,160
814,8.077,200
815,8.086,300
816,8.095,237
817,8.104,245
818,8.113,286
819,8.122,265
820,8.132,216
821,8.141,288
822,8.150,268
823,8.159,317
824,8.168,271
825,8.178,296
826,8.187,243
827,8.196,252
828,8.205,249
829,8.214,321
830,8.224,360
831,8.233,194
832,8.242,259
833,8.251,244
834,8.260,227
835,8.270,258
836,8.279,228
837,8.288,313
838,8.297,227
839,8.306,356
840,8.315,292
841,8.325,229
842,8.334,314
843,8.343,244
844,8.352,327
845,8.361,266
846,8.371,291
847,8.380,297
848,8.389,317
849,8.398,276
850,8.407,254
851,8.417,223
852,8.426,281
853,8.435,287
854,8.444,317
855,8.453,302
856,8.462,339
857,8.472,353
858,8.481,324
859,8.490,318
860,8.499,252
861,8.508,343
862,8.518,384
863,8.527,340
864,8.536,379
865,8.545,335
866,8.554,369
867,8.564,327
868,8.573,348
869,8.582,364
870,8.591,435
871,8.600,254
872,8.610,346
873,8.619,323
874,8.628,361
875,8.637,300
876,8.646,374
877,8.655,282
878,8.665,335
879,8.674,258
880,8.683,387
881,8.692,292
882,8.701,381
883,8.711,324
884,8.720,416
885,8.729,315
886,8.738,409
887,8.747,325
888,8.757,394
889,8.766,363
890,8.775,368
891,8.784,314
892,8.793,324
893,8.803,380
894,8.812,347
895,8.821,345
896,8.830,349
897,8.839,495
898,8.848,346
899,8.858,311
900,8.867,268
901,8.876,368
902,8.885,388
903,8.894,360
904,8.904,276
905,8.913,267
906,8.922,301
907,8.931,322
908,8.940,355
909,8.950,341
910,8.959,386
911,8.968,368
912,8.977,381
913,8.986,351
914,8.995,367
915,9.005,413
916,9.014,354
917,9.023,397
918,9.032,396
919,9.041,328
920,9.051,407
921,9.060,399
922,9.069,356
923,9.078,377
924,9.087,392
925,9.097,245
926,9.106,356
927,9.115,296
928,9.124,329
929,9.133,375
930,9.143,359
931,9.152,402
932,9.161,402
933,9.170,425
934,9.179,333
935,9.188,448
936,9.198,381
937,9.207,434
938,9.216,415
939,9.225,424
940,9.234,407
941,9.244,353
942,9.253,367
943,9.262,297
944,9.271,350
945,9.280,436
946,9.290,313
947,9.299,403
948,9.308,437
949,9.317,399
950,9.326,261
951,9.336,295
952,9.345,331
953,9.354,330
954,9.363,317
955,9.372,339
956,9.381,377
957,9.391,429
958,9.400,456
959,9.409,353
960,9.418,297
961,9.427,459
962,9.437,355
963,9.446,377
964,9.455,360
965,9.464,414
966,9.473,376
967,9.483,389
968,9.492,422
969,9.501,523
970,9.510,316
971,9.519,374
972,9.528,404
973,9.538,321
974,9.547,299
975,9.556,336
976,9.565,378
977,9.574,325
978,9.584,396
979,9.593,425
980,9.602,259
981,9.611,289
982,9.620,340
983,9.630,330
984,9.639,412
985,9.648,355
986,9.657,342
987,9.666,277
988,9.676,419
989,9.685,321
990,9.694,297
991,9.703,358
992,9.712,358
993,9.721,345
994,9.731,405
995,9.740,268
996,9.749,287
997,9.758,393
998,9.767,246
999,9.777,279
1000,9.786,327
1001,9.795,269
1002,9.804,364
1003,9.813,375
1004,9.823,298
1005,9.832,370
1006,9.841,345
1007,9.850,371
1008,9.859,336
1009,9.869,351
1010,9.878,379
1011,9.887,417
1012,9.896,277
1013,9.905,354
1014,9.914,322
1015,9.924,366
1016,9.933,424
1017,9.942,337
1018,9.951,301
1019,9.960,332
1020,9.970,293
1021,9.979,379
1022,9.988,393
1023,9.997,252
1024,10.006,230
1025,10.016,261
1026,10.025,251
1027,10.034,349
1028,10.043,307
1029,10.052,278
1030,10.061,251
1031,10.071,260
1032,10.080,342
1033,10.089,357
1034,10.098,263
1035,10.107,296
1036,10.117,332
1037,10.126,435
1038,10.135,307
1039,10.144,252
1040,10.153,355
1041,10.163,300
1042,10.172,329
1043,10.181,288
1044,10.190,221
1045,10.199,429
1046,10.209,298
1047,10.218,310
1048,10.227,349
1049,10.236,359
1050,10.245,430
1051,10.254,328
1052,10.264,399
1053,10.273,343
1054,10.282,416
1055,10.291,295
1056,10.300,337
1057,10.310,312
1058,10.319,334
1059,10.328,353
1060,10.337,285
1061,10.346,341
1062,10.356,344
1063,10.365,242
1064,10.374,258
1065,10.383,255
1066,10.392,308
1067,10.402,297
1068,10.411,360
1069,10.420,365
1070,10.429,390
1071,10.438,371
1072,10.447,308
1073,10.457,263
1074,10.466,314
1075,10.475,344
1076,10.484,269
1077,10.493,319
1078,10.503,337
1079,10.512,307
1080,10.521,315
1081,10.530,333
1082,10.539,286
1083,10.549,361
1084,10.558,354
1085,10.567,346
1086,10.576,408
1087,10.585,331
1088,10.594,378
1089,10.604,239
1090,10.613,318
1091,10.622,303
1092,10.631,352
1093,10.640,306
1094,10.650,278
1095,10.659,333
1096,10.668,363
1097,10.677,343
1098,10.686,284
1099,10.696,319
1100,10.705,444
1101,10.714,293
1102,10.723,331
1103,10.732,333
1104,10.742,364
1105,10.751,335
1106,10.760,228
1107,10.769,335
1108,10.778,308
1109,10.787,360
1110,10.797,329
1111,10.806,200
1112,10.815,326
1113,10.824,237
1114,10.833,384
1115,10.843,213
1116,10.852,312
1117,10.861,330
1118,10.870,382
1119,10.879,410
1120,10.889,327
1121,10.898,259
1122,10.907,357
1123,10.916,273
1124,10.925,370
1125,10.935,267
1126,10.944,345
1127,10.953,298
1128,10.962,343
1129,10.971,269
1130,10.980,334
1131,10.990,222
1132,10.999,338
1133,11.008,338
1134,11.017,417
1135,11.026,275
1136,11.036,391
1137,11.045,272
1138,11.054,294
1139,11.063,356
1140,11.072,311
1141,11.082,283
1142,11.091,252
1143,11.100,309
1144,11.109,235
1145,11.118,244
1146,11.128,398
1147,11.137,214
1148,11.146,344
1149,11.155,299
1150,11.164,287
1151,11.173,266
1152,11.183,220
1153,11.192,300
1154,11.201,255
1155,11.210,271
1156,11.219,299
1157,11.229,307
1158,11.238,269
1159,11.247,325
1160,11.256,304
1161,11.265,361
1162,11.275,297
1163,11.284,307
1164,11.293,395
1165,11.302,354
1166,11.311,390
1167,11.320,250
1168,11.330,339
1169,11.339,318
1170,11.348,376
1171,11.357,374
1172,11.366,395
1173,11.376,277
1174,11.385,305
1175,11.394,319
1176,11.403,322
1177,11.412,276
1178,11.422,399
1179,11.431,260
1180,11.440,310
1181,11.449,367
1182,11.458,389
1183,11.468,263
1184,11.477,346
1185,11.486,361
1186,11.495,383
1187,11.504,392
1188,11.513,383
1189,11.523,340
1190,11.532,397
1191,11.541,301
1192,11.550,425
1193,11.559,327
1194,11.569,286
1195,11.578,371
1196,11.587,361
1197,11.596,421
1198,11.605,353
1199,11.615,314
1200,11.624,395
1201,11.633,361
1202,11.642,376
1203,11.651,259
1204,11.661,376
1205,11.670,311
1206,11.679,356
1207,11.688,340
1208,11.697,367
1209,11.706,355
1210,11.716,350
1211,11.725,321
1212,11.734,302
1213,11.743,338
1214,11.752,327
1215,11.762,333
1216,11.771,362
1217,11.780,305
1218,11.789,314
1219,11.798,245
1220,11.808,330
1221,11.817,366
1222,11.826,306
1223,11.835,317
1224,11.844,405
1225,11.853,375
1226,11.863,349
1227,11.872,389
1228,11.881,383
1229,11.890,327
1230,11.899,273
1231,11.909,231
1232,11.918,305
1233,11.927,371
1234,11.936,232
1235,11.945,330
1236,11.955,356
1237,11.964,389
1238,11.973,410
1239,11.982,362
1240,11.991,381
1241,12.001,370
1242,12.010,365
1243,12.019,397
1244,12.028,384
1245,12.037,434
1246,12.046,417
1247,12.056,296
1248,12.065,387
1249,12.074,331
1250,12.083,351
1251,12.092,328
1252,12.102,348
1253,12.111,328
1254,12.120,280
1255,12.129,425
1256,12.138,355
1257,12.148,460
1258,12.157,396
1259,12.166,480
1260,12.175,267
1261,12.184,427
1262,12.194,411
1263,12.203,403
1264,12.212,469
1265,12.221,375
1266,12.230,366
1267,12.239,358
1268,12.249,406
1269,12.258,411
1270,12.267,346
1271,12.276,509
1272,12.285,378
1273,12.295,334
1274,12.304,343
1275,12.313,436
1276,12.322,331
1277,12.331,368
1278,12.341,339
1279,12.350,387
1280,12.359,461
1281,12.368,505
1282,12.377,396
1283,12.386,373
1284,12.396,341
1285,12.405,350
1286,12.414,361
1287,12.423,389
1288,12.432,385
1289,12.442,450
1290,12.451,649
1291,12.460,372
1292,12.469,378
1293,12.478,378
1294,12.488,331
1295,12.497,446
1296,12.506,378
1297,12.515,405
1298,12.524,362
1299,12.534,514
1300,12.543,470
1301,12.552,445
1302,12.561,380
1303,12.570,425
1304,12.579,457
1305,12.589,507
1306,12.598,366
1307,12.607,348
1308,12.616,369
1309,12.625,475
1310,12.635,386
1311,12.644,367
1312,12.653,354
1313,12.662,434
1314,12.671,380
1315,12.681,425
1316,12.690,385
1317,12.699,321
1318,12.708,491
1319,12.717,557
1320,12.727,439
1321,12.736,494
1322,12.745,501
1323,12.754,483
1324,12.763,483
1325,12.772,439
1326,12.782,378
1327,12.791,453
1328,12.800,534
1329,12.809,510
1330,12.818,566
1331,12.828,324
1332,12.837,465
1333,12.846,525
1334,12.855,369
1335,12.864,400
1336,12.874,573
1337,12.883,416
1338,12.892,481
1339,12.901,438
1340,12.910,407
1341,12.919,415
1342,12.929,417
1343,12.938,487
1344,12.947,502
1345,12.956,604
1346,12.965,484
1347,12.975,469
1348,12.984,425
1349,12.993,466
1350,13.002,562
1351,13.011,368
1352,13.021,508
1353,13.030,559
1354,13.039,493
1355,13.048,550
1356,13.057,496
1357,13.067,492
1358,13.076,531
1359,13.085,483
1360,13.094,465
1361,13.103,597
1362,13.112,559
1363,13.122,598
1364,13.131,491
1365,13.140,567
1366,13.149,553
1367,13.158,528
1368,13.168,465
1369,13.177,533
1370,13.186,507
1371,13.195,398
1372,13.204,476
1373,13.214,606
1374,13.223,426
1375,13.232,490
1376,13.241,516
1377,13.250,453
1378,13.260,496
1379,13.269,352
1380,13.278,443
1381,13.287,622
1382,13.296,571
1383,13.305,595
1384,13.315,565
1385,13.324,420
1386,13.333,539
1387,13.342,509
1388,13.351,439
1389,13.361,509
1390,13.370,459
1391,13.379,517
1392,13.388,511
1393,13.397,506
1394,13.407,426
1395,13.416,538
1396,13.425,613
1397,13.434,535
1398,13.443,643
1399,13.452,538
1400,13.462,494
1401,13.471,616
1402,13.480,544
1403,13.489,680
1404,13.498,561
1405,13.508,518
1406,13.517,617
1407,13.526,573
1408,13.535,554
1409,13.544,603
1410,13.554,596
1411,13.563,750
1412,13.572,572
1413,13.581,574
1414,13.590,740
1415,13.600,660
1416,13.609,657
1417,13.618,562
1418,13.627,619
1419,13.636,523
1420,13.645,660
1421,13.655,589
1422,13.664,697
1423,13.673,579
1424,13.682,782
1425,13.691,728
1426,13.701,694
1427,13.710,746
1428,13.719,682
1429,13.728,792
1430,13.737,795
1431,13.747,601
1432,13.756,784
1433,13.765,692
1434,13.774,701
1435,13.783,676
1436,13.793,684
1437,13.802,770
1438,13.811,828
1439,13.820,626
1440,13.829,745
1441,13.838,766
1442,13.848,817
1443,13.857,820
1444,13.866,894
1445,13.875,692
1446,13.884,818
1447,13.894,781
1448,13.903,732
1449,13.912,863
1450,13.921,832
1451,13.930,920
1452,13.940,750
1453,13.949,907
1454,13.958,854
1455,13.967,693
1456,13.976,886
1457,13.985,653
1458,13.995,756
1459,14.004,882
1460,14.013,871
1461,14.022,735
1462,14.031,937
1463,14.041,775
1464,14.050,814
1465,14.059,805
1466,14.068,840
1467,14.077,640
1468,14.087,770
1469,14.096,866
1470,14.105,799
1471,14.114,897
1472,14.123,766
1473,14.133,770
1474,14.142,847
1475,14.151,802
1476,14.160,852
1477,14.169,711
1478,14.178,709
1479,14.188,937
1480,14.197,632
1481,14.206,782
1482,14.215,758
1483,14.224,797
1484,14.234,659
1485,14.243,718
1486,14.252,650
1487,14.261,786
1488,14.270,718
1489,14.280,749
1490,14.289,658
1491,14.298,807
1492,14.307,700
1493,14.316,644
1494,14.326,490
1495,14.335,679
1496,14.344,548
1497,14.353,666
1498,14.362,612
1499,14.371,716
1500,14.381,723
1501,14.390,664
1502,14.399,599
1503,14.408,549
1504,14.417,603
1505,14.427,565
1506,14.436,651
1507,14.445,593
1508,14.454,648
1509,14.463,704
1510,14.473,638
1511,14.482,473
1512,14.491,686
1513,14.500,674
1514,14.509,587
1515,14.519,502
1516,14.528,520
1517,14.537,458
1518,14.546,640
1519,14.555,566
1520,14.564,550
1521,14.574,500
1522,14.583,591
1523,14.592,652
1524,14.601,521
1525,14.610,557
1526,14.620,510
1527,14.629,646
1528,14.638,433
1529,14.647,674
1530,14.656,656
1531,14.666,615
1532,14.675,629
1533,14.684,706
1534,14.693,581
1535,14.702,567
1536,14.711,643
1537,14.721,574
1538,14.730,642
1539,14.739,598
1540,14.748,664
1541,14.757,680
1542,14.767,710
1543,14.776,492
1544,14.785,646
1545,14.794,633
1546,14.803,670
1547,14.813,607
1548,14.822,766
1549,14.831,619
1550,14.840,622
1551,14.849,625
1552,14.859,766
1553,14.868,638
1554,14.877,623
1555,14.886,631
1556,14.895,535
1557,14.904,594
1558,14.914,627
1559,14.923,674
1560,14.932,707
1561,14.941,583
1562,14.950,619
1563,14.960,779
1564,14.969,621
1565,14.978,673
1566,14.987,477
1567,14.996,524
1568,15.006,855
1569,15.015,790
1570,15.024,739
1571,15.033,635
1572,15.042,830
1573,15.052,773
1574,15.061,767
1575,15.070,834
1576,15.079,689
1577,15.088,727
1578,15.097,835
1579,15.107,748
1580,15.116,912
1581,15.125,770
1582,15.134,927
1583,15.143,892
1584,15.153,832
1585,15.162,898
1586,15.171,1097
1587,15.180,912
1588,15.189,1050
1589,15.199,1119
1590,15.208,1033
1591,15.217,968
1592,15.226,1293
1593,15.235,1109
1594,15.244,1323
1595,15.254,1465
1596,15.263,1335
1597,15.272,1715
1598,15.281,1563
1599,15.290,1405
1600,15.300,1828
1601,15.309,1765
1602,15.318,1754
1603,15.327,1814
1604,15.336,1838
1605,15.346,1981
1606,15.355,2166
1607,15.364,2099
1608,15.373,2315
1609,15.382,2712
1610,15.392,3061
1611,15.401,2553
1612,15.410,2797
1613,15.419,2896
1614,15.428,2986
1615,15.437,3173
1616,15.447,3293
1617,15.456,3425
1618,15.465,3634
1619,15.474,3629
1620,15.483,3525
1621,15.493,3817
1622,15.502,3750
1623,15.511,4077
1624,15.520,3972
1625,15.529,3820
1626,15.539,3829
1627,15.548,3864
1628,15.557,3770
1629,15.566,3649
1630,15.575,3778
1631,15.585,3534
1632,15.594,3524
1633,15.603,3217
1634,15.612,3142
1635,15.621,2889
1636,15.630,2889
1637,15.640,2978
1638,15.649,2642
1639,15.658,2412
1640,15.667,2383
1641,15.676,2097
1642,15.686,2034
1643,15.695,2052
1644,15.704,2120
1645,15.713,1895
1646,15.722,1750
1647,15.732,1954
1648,15.741,1750
1649,15.750,1457
1650,15.759,1391
1651,15.768,1441
1652,15.777,1407
1653,15.787,1300
1654,15.796,1233
1655,15.805,1141
1656,15.814,1192
