point,rt,signal
395,4.226,22577
396,4.235,22497
397,4.244,22656
398,4.254,21678
399,4.263,22415
400,4.272,20963
401,4.281,21707
402,4.290,22267
403,4.300,22746
404,4.309,20919
405,4.318,21746
406,4.327,20644
407,4.336,20346
408,4.345,21273
409,4.355,21863
410,4.364,20952
411,4.373,21988
412,4.382,21341
413,4.391,20450
414,4.401,20637
415,4.410,21010
416,4.419,21328
417,4.428,21889
418,4.437,21741
419,4.447,21395
420,4.456,22422
421,4.465,20938
422,4.474,22129
423,4.483,21520
424,4.493,21740
425,4.502,21207
426,4.511,21293
427,4.520,21902
428,4.529,21580
429,4.538,21473
430,4.548,21061
431,4.557,20668
432,4.566,20651
433,4.575,21030
434,4.584,20989
435,4.594,20733
436,4.603,21417
437,4.612,20616
438,4.621,22207
439,4.630,21147
440,4.640,20861
441,4.649,21120
442,4.658,20613
443,4.667,21425
444,4.676,21265
445,4.686,20916
446,4.695,20757
447,4.704,21539
448,4.713,20871
449,4.722,19216
450,4.731,21205
451,4.741,20491
452,4.750,20829
453,4.759,21079
454,4.768,21509
455,4.777,20453
456,4.787,20877
457,4.796,20614
458,4.805,20784
459,4.814,20349
460,4.823,21173
461,4.833,19892
462,4.842,20561
463,4.851,20823
464,4.860,20614
465,4.869,20482
466,4.879,20849
467,4.888,20642
468,4.897,20958
469,4.906,21657
470,4.915,21233
471,4.924,20015
472,4.934,20744
473,4.943,21341
474,4.952,21009
475,4.961,20249
476,4.970,20673
477,4.980,20948
478,4.989,21389
479,4.998,20041
480,5.007,22348
481,5.016,20873
482,5.026,20909
483,5.035,21351
484,5.044,20940
485,5.053,21241
486,5.062,21011
487,5.071,20573
488,5.081,20899
489,5.090,21235
490,5.099,20587
491,5.108,21015
492,5.117,20630
493,5.127,20549
494,5.136,21638
495,5.145,20659
496,5.154,21011
497,5.163,20525
498,5.173,20241
499,5.182,21192
500,5.191,20011
501,5.200,21354
502,5.209,21020
503,5.219,20837
504,5.228,20390
505,5.237,20578
506,5.246,19801
507,5.255,20293
508,5.264,21105
509,5.274,21112
510,5.283,20156
511,5.292,20827
512,5.301,20474
513,5.310,21595
514,5.320,21845
515,5.329,21569
516,5.338,22026
517,5.347,20583
518,5.356,20239
519,5.366,20719
520,5.375,21227
521,5.384,20912
522,5.393,22168
523,5.402,20097
524,5.412,21476
525,5.421,20934
526,5.430,21672
527,5.439,21646
528,5.448,20382
529,5.457,20728
530,5.467,20956
531,5.476,21725
532,5.485,21777
533,5.494,21224
534,5.503,20747
535,5.513,21602
536,5.522,21200
537,5.531,20969
538,5.540,20991
539,5.549,21201
540,5.559,20806
541,5.568,21264
542,5.577,20422
543,5.586,21240
544,5.595,20783
545,5.604,21140
546,5.614,20609
547,5.623,21631
548,5.632,20876
549,5.641,21382
550,5.650,22516
551,5.660,20872
552,5.669,21790
553,5.678,21189
554,5.687,22479
555,5.696,22059
556,5.706,21372
557,5.715,22397
558,5.724,21864
559,5.733,20565
560,5.742,21551
561,5.752,21547
562,5.761,21384
563,5.770,22204
564,5.779,20840
565,5.788,21402
566,5.797,22818
567,5.807,21261
568,5.816,22169
569,5.825,22232
570,5.834,22348
571,5.843,21095
572,5.853,21737
573,5.862,20810
574,5.871,22208
575,5.880,23253
576,5.889,22300
577,5.899,22056
578,5.908,21836
579,5.917,22766
580,5.926,21088
581,5.935,21939
582,5.945,22681
583,5.954,22645
584,5.963,22210
585,5.972,23488
586,5.981,23253
587,5.990,22917
588,6.000,22533
589,6.009,21588
590,6.018,22031
591,6.027,22500
592,6.036,23437
593,6.046,22337
594,6.055,21751
595,6.064,22977
596,6.073,22992
597,6.082,21996
598,6.092,23502
599,6.101,22497
600,6.110,22229
601,6.119,23073
602,6.128,24105
603,6.137,22816
604,6.147,22099
605,6.156,22661
606,6.165,21565
607,6.174,23055
608,6.183,21822
609,6.193,20884
610,6.202,14177
611,6.211,9490
612,6.220,238502
613,6.229,339019
614,6.239,405199
615,6.248,26708
616,6.257,33741
617,6.266,35067
618,6.275,37064
619,6.285,32410
620,6.294,33538
621,6.303,32288
622,6.312,30495
623,6.321,28194
624,6.330,866435
625,6.340,887412
626,6.349,901347
627,6.358,916408
628,6.367,930996
629,6.376,947332
630,6.386,968083
631,6.395,997429
632,6.404,1047127
633,6.413,1138372
634,6.422,1278261
635,6.432,1417474
636,6.441,1535023
637,6.450,1589990
638,6.459,1618134
639,6.468,1615560
640,6.478,1605693
641,6.487,1583346
642,6.496,1555858
643,6.505,1526587
644,6.514,1484843
645,6.523,1448653
646,6.533,1413105
647,6.542,1365010
648,6.551,1325623
649,6.560,1291358
650,6.569,1238317
651,6.579,1194364
652,6.588,1162348
653,6.597,1128727
654,6.606,1089916
655,6.615,1053530
656,6.625,1027300
657,6.634,992622
658,6.643,971935
659,6.652,947397
660,6.661,927202
661,6.670,905796
662,6.680,890569
663,6.689,875512
664,6.698,868551
665,6.707,849573
666,6.716,835833
667,6.726,831908
668,6.735,821918
669,6.744,814106
670,6.753,815377
671,6.762,803876
672,6.772,796099
673,6.781,793040
674,6.790,785901
675,6.799,779155
676,6.808,771611
677,6.818,766643
678,6.827,755852
679,6.836,749548
680,6.845,345690
681,6.854,342153
682,6.863,731103
683,6.873,336736
684,6.882,715850
685,6.891,327847
686,6.900,327550
687,6.909,692128
688,6.919,320320
689,6.928,314284
690,6.937,309490
691,6.946,305966
692,6.955,303291
693,6.965,298253
694,6.974,626745
695,6.983,287466
696,6.992,287719
697,7.001,282333
698,7.011,275320
699,7.020,269984
700,7.029,265610
701,7.038,264587
702,7.047,257933
703,7.056,253000
704,7.066,248775
705,7.075,244316
706,7.084,241023
707,7.093,236397
708,7.102,232469
709,7.112,230570
710,7.121,227474
711,7.130,221150
712,7.139,214889
713,7.148,214479
714,7.158,208861
715,7.167,203866
716,7.176,203941
717,7.185,201087
718,7.194,195905
719,7.203,194342
720,7.213,189777
721,7.222,185441
722,7.231,183624
723,7.240,181253
724,7.249,174934
725,7.259,171785
726,7.268,170118
727,7.277,168018
728,7.286,163722
729,7.295,160753
730,7.305,158587
731,7.314,158805
732,7.323,152584
733,7.332,150651
734,7.341,148802
735,7.351,145295
736,7.360,142543
737,7.369,143658
738,7.378,138627
739,7.387,137169
740,7.396,136034
741,7.406,135268
742,7.415,133522
743,7.424,128537
744,7.433,129225
745,7.442,127553
746,7.452,124471
747,7.461,123885
748,7.470,122786
749,7.479,120384
750,7.488,117295
751,7.498,118741
752,7.507,117376
753,7.516,113977
754,7.525,112286
755,7.534,111779
756,7.544,109908
757,7.553,109838
758,7.562,107705
759,7.571,106951
760,7.580,107641
761,7.589,105440
762,7.599,102572
763,7.608,104250
764,7.617,103340
765,7.626,101552
766,7.635,101849
767,7.645,101458
768,7.654,100094
769,7.663,99435
770,7.672,98629
771,7.681,97031
772,7.691,96338
773,7.700,95372
774,7.709,95428
775,7.718,95022
776,7.727,93724
777,7.737,93560
778,7.746,92020
779,7.755,93447
780,7.764,94547
781,7.773,94192
782,7.782,93149
783,7.792,94022
784,7.801,92099
785,7.810,91056
786,7.819,90548
787,7.828,91063
788,7.838,90682
789,7.847,90266
790,7.856,90131
791,7.865,89969
792,7.874,90456
793,7.884,91201
794,7.893,92031
795,7.902,90150
796,7.911,88062
797,7.920,89277
798,7.929,89376
799,7.939,88408
800,7.948,88842
801,7.957,89042
802,7.966,89383
803,7.975,88696
804,7.985,92701
805,7.994,92069
806,8.003,90029
807,8.012,88247
808,8.021,85416
809,8.031,82122
810,8.040,76915
811,8.049,78956
812,8.058,78294
813,8.067,78887
814,8.077,77902
815,8.086,79385
816,8.095,80421
817,8.104,81538
818,8.113,82428
819,8.122,82595
820,8.132,82534
821,8.141,84021
822,8.150,81447
823,8.159,84249
824,8.168,85839
825,8.178,83989
826,8.187,86225
827,8.196,85137
828,8.205,85894
829,8.214,87081
830,8.224,90386
831,8.233,87420
832,8.242,90433
833,8.251,89957
834,8.260,89673
835,8.270,90309
836,8.279,92905
837,8.288,95534
838,8.297,97044
839,8.306,98226
840,8.315,100331
841,8.325,100937
842,8.334,104600
843,8.343,105539
844,8.352,105878
845,8.361,108810
846,8.371,110110
847,8.380,110912
848,8.389,109917
849,8.398,111523
850,8.407,113441
851,8.417,113744
852,8.426,113870
853,8.435,117171
854,8.444,118078
855,8.453,118164
856,8.462,121156
857,8.472,123929
858,8.481,123855
859,8.490,125476
860,8.499,126306
861,8.508,128471
862,8.518,127757
863,8.527,130808
864,8.536,133813
865,8.545,132350
866,8.554,134937
867,8.564,135752
868,8.573,136113
869,8.582,139137
870,8.591,140040
871,8.600,142761
872,8.610,143653
873,8.619,143701
874,8.628,148574
875,8.637,147506
876,8.646,150331
877,8.655,153867
878,8.665,151541
879,8.674,155170
880,8.683,159458
881,8.692,159394
882,8.701,160993
883,8.711,162295
884,8.720,164480
885,8.729,162853
886,8.738,167779
887,8.747,167599
888,8.757,170602
889,8.766,170701
890,8.775,173276
891,8.784,176937
892,8.793,177941
893,8.803,181424
894,8.812,181826
895,8.821,184937
896,8.830,186041
897,8.839,186175
898,8.848,189252
899,8.858,189969
900,8.867,192028
901,8.876,195299
902,8.885,195682
903,8.894,199713
904,8.904,200583
905,8.913,202567
906,8.922,204375
907,8.931,205310
908,8.940,207444
909,8.950,208805
910,8.959,214040
911,8.968,214185
912,8.977,215467
913,8.986,217811
914,8.995,222329
915,9.005,220169
916,9.014,224609
917,9.023,226596
918,9.032,231274
919,9.041,230826
920,9.051,234315
921,9.060,237603
922,9.069,239809
923,9.078,243615
924,9.087,240978
925,9.097,245811
926,9.106,250033
927,9.115,250084
928,9.124,252920
929,9.133,254688
930,9.143,256622
931,9.152,261490
932,9.161,262181
933,9.170,264474
934,9.179,269415
935,9.188,269074
936,9.198,272800
937,9.207,276451
938,9.216,279185
939,9.225,281339
940,9.234,283437
941,9.244,287801
942,9.253,289218
943,9.262,290225
944,9.271,291555
945,9.280,294475
946,9.290,300331
947,9.299,301498
948,9.308,305814
949,9.317,309831
950,9.326,311671
951,9.336,311058
952,9.345,316136
953,9.354,320315
954,9.363,323634
955,9.372,325760
956,9.381,324965
957,9.391,331342
958,9.400,330600
959,9.409,336034
960,9.418,337426
961,9.427,341050
962,9.437,344629
963,9.446,349139
964,9.455,352235
965,9.464,353684
966,9.473,356584
967,9.483,361851
968,9.492,363787
969,9.501,368643
970,9.510,371404
971,9.519,374304
972,9.528,377957
973,9.538,379947
974,9.547,385591
975,9.556,386722
976,9.565,389984
977,9.574,392177
978,9.584,395518
979,9.593,402007
980,9.602,401330
981,9.611,408579
982,9.620,412750
983,9.630,415792
984,9.639,419194
985,9.648,419201
986,9.657,421358
987,9.666,424970
988,9.676,429253
989,9.685,432486
990,9.694,432313
991,9.703,439119
992,9.712,443253
993,9.721,442769
994,9.731,448130
995,9.740,446016
996,9.749,449873
997,9.758,453344
998,9.767,457165
999,9.777,459598
1000,9.786,465541
1001,9.795,466256
1002,9.804,469870
1003,9.813,468677
1004,9.823,475188
1005,9.832,474771
1006,9.841,477509
1007,9.850,486528
1008,9.859,483932
1009,9.869,485213
1010,9.878,493931
1011,9.887,495515
1012,9.896,500154
1013,9.905,500495
1014,9.914,505627
1015,9.924,511173
1016,9.933,516584
1017,9.942,515344
1018,9.951,515898
1019,9.960,518299
1020,9.970,516637
1021,9.979,519499
1022,9.988,519848
1023,9.997,518244
1024,10.006,522269
1025,10.016,522959
1026,10.025,526046
1027,10.034,522163
1028,10.043,527878
1029,10.052,527421
1030,10.061,528645
1031,10.071,526287
1032,10.080,528353
1033,10.089,531599
1034,10.098,529212
1035,10.107,529972
1036,10.117,530677
1037,10.126,528647
1038,10.135,529359
1039,10.144,532803
1040,10.153,531114
1041,10.163,533057
1042,10.172,527480
1043,10.181,528345
1044,10.190,525945
1045,10.199,527164
1046,10.209,528879
1047,10.218,524493
1048,10.227,527756
1049,10.236,525526
1050,10.245,525871
1051,10.254,524794
1052,10.264,524483
1053,10.273,522207
1054,10.282,521483
1055,10.291,521470
1056,10.300,518734
1057,10.310,520296
1058,10.319,515889
1059,10.328,521500
1060,10.337,518050
1061,10.346,518706
1062,10.356,519252
1063,10.365,516194
1064,10.374,514333
1065,10.383,512106
1066,10.392,510793
1067,10.402,511616
1068,10.411,513702
1069,10.420,513745
1070,10.429,513590
1071,10.438,508994
1072,10.447,511676
1073,10.457,508818
1074,10.466,511542
1075,10.475,507809
1076,10.484,508467
1077,10.493,507336
1078,10.503,506075
1079,10.512,504812
1080,10.521,509604
1081,10.530,512342
1082,10.539,512239
1083,10.549,508812
1084,10.558,508393
1085,10.567,515289
1086,10.576,513004
1087,10.585,510212
1088,10.594,512276
1089,10.604,517370
1090,10.613,511933
1091,10.622,512553
1092,10.631,510777
1093,10.640,511781
1094,10.650,512506
1095,10.659,517259
1096,10.668,515367
1097,10.677,518080
1098,10.686,518283
1099,10.696,519309
1100,10.705,515305
1101,10.714,520196
1102,10.723,516353
1103,10.732,522078
1104,10.742,522111
1105,10.751,521988
1106,10.760,523271
1107,10.769,525118
1108,10.778,526815
1109,10.787,528110
1110,10.797,529623
1111,10.806,534486
1112,10.815,537839
1113,10.824,538857
1114,10.833,542292
1115,10.843,541026
1116,10.852,544156
1117,10.861,544839
1118,10.870,552086
1119,10.879,554515
1120,10.889,550595
1121,10.898,558388
1122,10.907,560398
1123,10.916,562163
1124,10.925,566621
1125,10.935,566789
1126,10.944,571074
1127,10.953,573127
1128,10.962,577068
1129,10.971,580504
1130,10.980,580423
1131,10.990,587482
1132,10.999,590183
1133,11.008,594492
1134,11.017,601020
1135,11.026,605312
1136,11.036,609375
1137,11.045,616317
1138,11.054,623748
1139,11.063,628183
1140,11.072,633058
1141,11.082,639887
1142,11.091,643001
1143,11.100,654956
1144,11.109,657521
1145,11.118,665158
1146,11.128,673450
1147,11.137,678273
1148,11.146,684458
1149,11.155,687326
1150,11.164,690899
1151,11.173,705806
1152,11.183,714832
1153,11.192,717672
1154,11.201,725418
1155,11.210,734768
1156,11.219,740823
1157,11.229,747982
1158,11.238,752727
1159,11.247,774231
1160,11.256,770635
1161,11.265,777712
1162,11.275,789743
1163,11.284,797867
1164,11.293,807234
1165,11.302,811116
1166,11.311,820690
1167,11.320,830069
1168,11.330,836120
1169,11.339,848955
1170,11.348,860813
1171,11.357,859213
1172,11.366,875565
1173,11.376,877271
1174,11.385,885871
1175,11.394,898637
1176,11.403,904065
1177,11.412,909522
1178,11.422,918463
1179,11.431,922202
1180,11.440,936676
1181,11.449,943277
1182,11.458,947020
1183,11.468,952616
1184,11.477,954728
1185,11.486,968450
1186,11.495,971564
1187,11.504,979185
1188,11.513,983482
1189,11.523,989964
1190,11.532,996609
1191,11.541,1003490
1192,11.550,1002241
1193,11.559,1009779
1194,11.569,1008361
1195,11.578,1016816
1196,11.587,1019894
1197,11.596,1019511
1198,11.605,1022990
1199,11.615,1024285
1200,11.624,1026802
1201,11.633,1028364
1202,11.642,1034013
1203,11.651,1034881
1204,11.661,1043301
1205,11.670,1040110
1206,11.679,1037618
1207,11.688,1040007
1208,11.697,1035692
1209,11.706,1040820
1210,11.716,1035229
1211,11.725,1036003
1212,11.734,1030212
1213,11.743,1030700
1214,11.752,1028214
1215,11.762,1018648
1216,11.771,1015849
1217,11.780,1016202
1218,11.789,1019049
1219,11.798,1009755
1220,11.808,1006225
1221,11.817,1003163
1222,11.826,1002956
1223,11.835,998593
1224,11.844,990681
1225,11.853,990055
1226,11.863,991267
1227,11.872,985341
1228,11.881,980838
1229,11.890,984542
1230,11.899,982326
1231,11.909,976536
1232,11.918,975825
1233,11.927,976667
1234,11.936,977445
1235,11.945,970135
1236,11.955,970423
1237,11.964,965467
1238,11.973,964629
1239,11.982,962009
1240,11.991,962955
1241,12.001,955009
1242,12.010,955475
1243,12.019,948887
1244,12.028,952199
1245,12.037,943046
1246,12.046,945629
1247,12.056,938283
1248,12.065,943905
1249,12.074,931836
1250,12.083,930672
1251,12.092,932535
1252,12.102,927993
1253,12.111,926290
1254,12.120,915871
1255,12.129,914331
1256,12.138,905580
1257,12.148,903263
1258,12.157,892373
1259,12.166,887362
1260,12.175,887555
1261,12.184,878470
1262,12.194,872324
1263,12.203,861057
1264,12.212,858048
1265,12.221,853581
1266,12.230,845473
1267,12.239,836478
1268,12.249,826704
1269,12.258,816804
1270,12.267,814824
1271,12.276,803306
1272,12.285,800842
1273,12.295,794401
1274,12.304,783418
1275,12.313,772800
1276,12.322,772744
1277,12.331,764251
1278,12.341,758636
1279,12.350,752979
1280,12.359,743267
1281,12.368,739198
1282,12.377,729837
1283,12.386,725456
1284,12.396,716663
1285,12.405,717354
1286,12.414,715279
1287,12.423,710109
1288,12.432,701573
1289,12.442,702385
1290,12.451,686099
1291,12.460,688944
1292,12.469,685813
1293,12.478,685403
1294,12.488,679896
1295,12.497,676742
1296,12.506,673403
1297,12.515,675787
1298,12.524,681102
1299,12.534,671236
1300,12.543,670877
1301,12.552,671603
1302,12.561,666216
1303,12.570,668080
1304,12.579,664944
1305,12.589,665056
1306,12.598,662986
1307,12.607,667043
1308,12.616,663774
1309,12.625,662890
1310,12.635,659940
1311,12.644,660938
1312,12.653,661034
1313,12.662,663065
1314,12.671,668207
1315,12.681,664327
1316,12.690,666438
1317,12.699,665959
1318,12.708,666338
1319,12.717,668300
1320,12.727,668873
1321,12.736,666676
1322,12.745,669574
1323,12.754,674866
1324,12.763,679200
1325,12.772,674990
1326,12.782,678027
1327,12.791,678537
1328,12.800,679166
1329,12.809,680407
1330,12.818,678484
1331,12.828,682413
1332,12.837,684851
1333,12.846,681506
1334,12.855,682065
1335,12.864,685211
1336,12.874,688725
1337,12.883,681623
1338,12.892,682569
1339,12.901,681858
1340,12.910,688702
1341,12.919,682714
1342,12.929,685920
1343,12.938,681360
1344,12.947,683374
1345,12.956,675941
1346,12.965,674518
1347,12.975,675104
1348,12.984,671819
1349,12.993,669519
1350,13.002,665389
1351,13.011,663213
1352,13.021,661039
1353,13.030,660143
1354,13.039,662424
1355,13.048,659790
1356,13.057,658308
1357,13.067,657747
1358,13.076,651779
1359,13.085,650918
1360,13.094,658359
1361,13.103,658874
1362,13.112,659181
1363,13.122,659409
1364,13.131,666725
1365,13.140,670433
1366,13.149,670201
1367,13.158,673700
1368,13.168,674444
1369,13.177,676787
1370,13.186,679217
1371,13.195,683590
1372,13.204,690807
1373,13.214,694029
1374,13.223,702017
1375,13.232,707482
1376,13.241,719672
1377,13.250,726053
1378,13.260,734742
1379,13.269,754534
1380,13.278,757633
1381,13.287,771726
1382,13.296,783675
1383,13.305,789634
1384,13.315,804639
1385,13.324,818271
1386,13.333,831951
1387,13.342,843106
1388,13.351,852147
1389,13.361,866923
1390,13.370,883386
1391,13.379,891583
1392,13.388,911791
1393,13.397,929710
1394,13.407,942392
1395,13.416,958593
1396,13.425,974417
1397,13.434,983714
1398,13.443,999730
1399,13.452,1019036
1400,13.462,1021810
1401,13.471,1032054
1402,13.480,1036521
1403,13.489,1050150
1404,13.498,1063878
1405,13.508,1059136
1406,13.517,1066810
1407,13.526,1071390
1408,13.535,1075485
1409,13.544,1077897
1410,13.554,1077494
1411,13.563,1080716
1412,13.572,1078901
1413,13.581,1078184
1414,13.590,1071962
1415,13.600,1076988
1416,13.609,1066342
1417,13.618,1064008
1418,13.627,1060536
1419,13.636,1051907
1420,13.645,1049912
1421,13.655,1046056
1422,13.664,1038138
1423,13.673,1034208
1424,13.682,1021199
1425,13.691,1020458
1426,13.701,1014406
1427,13.710,1011011
1428,13.719,1010646
1429,13.728,1000439
1430,13.737,994843
1431,13.747,998101
1432,13.756,996036
1433,13.765,989883
1434,13.774,992964
1435,13.783,992375
1436,13.793,982453
1437,13.802,991092
1438,13.811,987358
1439,13.820,985418
1440,13.829,984458
1441,13.838,987624
1442,13.848,989840
1443,13.857,991713
1444,13.866,993967
1445,13.875,998754
1446,13.884,994097
1447,13.894,1001839
1448,13.903,1004125
1449,13.912,1007003
1450,13.921,1009747
1451,13.930,1016105
1452,13.940,1034120
1453,13.949,1029881
1454,13.958,1040341
1455,13.967,1048209
1456,13.976,1051806
1457,13.985,1071870
1458,13.995,1077574
1459,14.004,1086438
1460,14.013,1098496
1461,14.022,1113197
1462,14.031,1123706
1463,14.041,1135376
1464,14.050,1154678
1465,14.059,1159516
1466,14.068,1179115
1467,14.077,1192054
1468,14.087,1207577
1469,14.096,1219181
1470,14.105,1233430
1471,14.114,1234352
1472,14.123,1242886
1473,14.133,1248824
1474,14.142,1253245
1475,14.151,1256819
1476,14.160,1267530
1477,14.169,1256851
1478,14.178,1258601
1479,14.188,1268430
1480,14.197,1252578
1481,14.206,1249459
1482,14.215,1238780
1483,14.224,1234534
1484,14.234,1219265
