point,rt,signal
133,1.436,3251
134,1.445,3134
135,1.454,3261
136,1.463,3351
137,1.473,2930
138,1.482,3128
139,1.491,3238
140,1.500,3227
141,1.509,3231
142,1.519,2936
143,1.528,3391
144,1.537,3041
145,1.546,2709
146,1.555,3203
147,1.565,2941
148,1.574,3106
149,1.583,3157
150,1.592,3086
151,1.601,3059
152,1.610,3031
153,1.620,3255
154,1.629,3009
155,1.638,3110
156,1.647,2763
157,1.656,3067
158,1.666,3169
159,1.675,3012
160,1.684,3085
161,1.693,2916
162,1.702,2873
163,1.712,3157
164,1.721,3036
165,1.730,3033
166,1.739,3112
167,1.748,2898
168,1.758,3050
169,1.767,3264
170,1.776,2880
171,1.785,3073
172,1.794,3096
173,1.803,3065
174,1.813,2892
175,1.822,2882
176,1.831,2927
177,1.840,2789
178,1.849,3043
179,1.859,2921
180,1.868,3317
181,1.877,2963
182,1.886,2892
183,1.895,2915
184,1.905,3179
185,1.914,2678
186,1.923,2946
187,1.932,2953
188,1.941,2874
189,1.950,2953
190,1.960,2693
191,1.969,2772
192,1.978,2873
193,1.987,2809
194,1.996,2741
195,2.006,2981
196,2.015,2930
197,2.024,3110
198,2.033,2892
199,2.042,2682
200,2.052,2694
201,2.061,2784
202,2.070,3308
203,2.079,2555
204,2.088,3048
205,2.098,2675
206,2.107,2915
207,2.116,2941
208,2.125,2879
209,2.134,2596
210,2.143,2716
211,2.153,2876
212,2.162,2745
213,2.171,2849
214,2.180,2994
215,2.189,2890
216,2.199,2663
217,2.208,2987
218,2.217,2642
219,2.226,2904
220,2.235,2756
221,2.245,2627
222,2.254,3029
223,2.263,2982
224,2.272,2895
225,2.281,2630
226,2.291,2643
227,2.300,2723
228,2.309,2827
229,2.318,2610
230,2.327,2611
231,2.336,2755
232,2.346,2673
233,2.355,2488
234,2.364,2582
235,2.373,2708
236,2.382,2912
237,2.392,2695
238,2.401,3036
239,2.410,2793
240,2.419,2747
241,2.428,2796
242,2.438,2518
243,2.447,2419
244,2.456,2817
245,2.465,2380
246,2.474,2836
247,2.483,2423
248,2.493,2525
249,2.502,2629
250,2.511,2851
251,2.520,2494
252,2.529,2512
253,2.539,2610
254,2.548,2615
255,2.557,2529
256,2.566,2591
257,2.575,2506
258,2.585,2540
259,2.594,2809
260,2.603,2717
261,2.612,2462
262,2.621,2616
263,2.631,2571
264,2.640,2509
265,2.649,2360
266,2.658,2891
267,2.667,2496
268,2.676,2554
269,2.686,2753
270,2.695,2515
271,2.704,2335
272,2.713,2129
273,2.722,2438
274,2.732,2444
275,2.741,2425
276,2.750,2396
277,2.759,2343
278,2.768,2362
279,2.778,2388
280,2.787,2551
281,2.796,2275
282,2.805,2426
283,2.814,2701
284,2.824,2294
285,2.833,2516
286,2.842,2616
287,2.851,2245
288,2.860,2528
289,2.869,2215
290,2.879,2407
291,2.888,2424
292,2.897,2538
293,2.906,2255
294,2.915,2559
295,2.925,2391
296,2.934,2408
297,2.943,2402
298,2.952,2425
299,2.961,2439
300,2.971,2406
301,2.980,2533
302,2.989,2217
303,2.998,2502
304,3.007,2496
305,3.016,2255
306,3.026,2464
307,3.035,2534
308,3.044,2383
309,3.053,2520
310,3.062,2279
311,3.072,2495
312,3.081,2268
313,3.090,2185
314,3.099,2498
315,3.108,2265
316,3.118,2402
317,3.127,2276
318,3.136,2451
319,3.145,2331
320,3.154,2166
321,3.164,2541
322,3.173,2428
323,3.182,2286
324,3.191,2307
325,3.200,2638
326,3.209,2514
327,3.219,2465
328,3.228,2496
329,3.237,2557
330,3.246,2297
331,3.255,2458
332,3.265,2563
333,3.274,2684
334,3.283,2366
335,3.292,2076
336,3.301,2572
337,3.311,2369
338,3.320,2428
339,3.329,2175
340,3.338,2330
341,3.347,2398
342,3.357,2360
343,3.366,2833
344,3.375,2611
345,3.384,2504
346,3.393,2406
347,3.402,2390
348,3.412,2476
349,3.421,2517
350,3.430,2060
351,3.439,2606
352,3.448,2326
353,3.458,2297
354,3.467,2248
355,3.476,2450
356,3.485,2637
357,3.494,2652
358,3.504,2614
359,3.513,2346
360,3.522,2796
361,3.531,2693
362,3.540,2308
363,3.549,2444
364,3.559,2506
365,3.568,2775
366,3.577,2468
367,3.586,2546
368,3.595,2278
369,3.605,2390
370,3.614,2498
371,3.623,2285
372,3.632,2425
373,3.641,2677
374,3.651,2617
375,3.660,2431
376,3.669,2528
377,3.678,2575
378,3.687,2455
379,3.697,2446
380,3.706,2533
381,3.715,2441
382,3.724,2183
383,3.733,2505
384,3.742,2742
385,3.752,2630
386,3.761,2794
387,3.770,2542
388,3.779,2256
389,3.788,2474
390,3.798,2484
391,3.807,2951
392,3.816,2695
393,3.825,2309
394,3.834,2615
395,3.844,2518
396,3.853,2697
397,3.862,2452
398,3.871,2664
399,3.880,2482
400,3.890,2674
401,3.899,2583
402,3.908,2648
403,3.917,2725
404,3.926,2546
405,3.935,2712
406,3.945,2703
407,3.954,2357
408,3.963,2749
409,3.972,2650
410,3.981,2425
411,3.991,2915
412,4.000,2763
413,4.009,2267
414,4.018,2532
415,4.027,2764
416,4.037,2594
417,4.046,2461
418,4.055,2727
419,4.064,2365
420,4.073,2413
421,4.082,2728
422,4.092,2832
423,4.101,2737
424,4.110,2436
425,4.119,2502
426,4.128,2305
427,4.138,2389
428,4.147,2830
429,4.156,2489
430,4.165,2825
431,4.174,2472
432,4.184,2581
433,4.193,2509
434,4.202,2702
435,4.211,2586
436,4.220,2977
437,4.230,2439
438,4.239,2562
439,4.248,2584
440,4.257,2577
441,4.266,2713
442,4.275,2757
443,4.285,2624
444,4.294,2876
445,4.303,2813
446,4.312,2533
447,4.321,2611
448,4.331,2617
449,4.340,2716
450,4.349,2522
451,4.358,2502
452,4.367,2505
453,4.377,2676
454,4.386,2867
455,4.395,2687
456,4.404,2626
457,4.413,2703
458,4.423,2570
459,4.432,2687
460,4.441,2817
461,4.450,2851
462,4.459,2658
463,4.468,2495
464,4.478,3087
465,4.487,2643
466,4.496,2458
467,4.505,2839
468,4.514,2604
469,4.524,2693
470,4.533,2881
471,4.542,2598
472,4.551,2388
473,4.560,2658
474,4.570,2400
475,4.579,2761
476,4.588,2579
477,4.597,2659
478,4.606,2429
479,4.616,2837
480,4.625,2707
481,4.634,2840
482,4.643,2661
483,4.652,2764
484,4.661,2695
485,4.671,2782
486,4.680,2818
487,4.689,2788
488,4.698,2572
489,4.707,2835
490,4.717,2342
491,4.726,2551
492,4.735,2675
493,4.744,2805
494,4.753,2836
495,4.763,2773
496,4.772,2867
497,4.781,2917
498,4.790,2754
499,4.799,2609
500,4.808,2871
501,4.818,2859
502,4.827,2642
503,4.836,2937
504,4.845,2774
505,4.854,2778
506,4.864,2589
507,4.873,2557
508,4.882,3020
509,4.891,2725
510,4.900,2777
511,4.910,2579
512,4.919,2940
513,4.928,2693
514,4.937,2921
515,4.946,2799
516,4.956,3163
517,4.965,2683
518,4.974,2849
519,4.983,2696
520,4.992,2856
521,5.001,2915
522,5.011,2747
523,5.020,2992
524,5.029,2619
525,5.038,2814
526,5.047,2718
527,5.057,2682
528,5.066,2899
529,5.075,2666
530,5.084,2946
531,5.093,2739
532,5.103,2677
533,5.112,2827
534,5.121,2622
535,5.130,2620
536,5.139,2853
537,5.149,2748
538,5.158,2956
539,5.167,2932
540,5.176,2692
541,5.185,2711
542,5.194,2849
543,5.204,3069
544,5.213,2880
545,5.222,2722
546,5.231,3085
547,5.240,2954
548,5.250,2835
549,5.259,2886
550,5.268,2941
551,5.277,2818
552,5.286,2937
553,5.296,2823
554,5.305,3020
555,5.314,3203
556,5.323,3201
557,5.332,2924
558,5.341,2822
559,5.351,3340
560,5.360,2732
561,5.369,2996
562,5.378,2829
563,5.387,2987
564,5.397,2839
565,5.406,2975
566,5.415,2741
567,5.424,3028
568,5.433,3156
569,5.443,3272
570,5.452,2911
571,5.461,2905
572,5.470,3073
573,5.479,3232
574,5.489,2635
575,5.498,2923
576,5.507,2944
577,5.516,2936
578,5.525,3020
579,5.534,2838
580,5.544,2866
581,5.553,2882
582,5.562,3025
583,5.571,3209
584,5.580,2817
585,5.590,3116
586,5.599,2772
587,5.608,2826
588,5.617,2815
589,5.626,3002
590,5.636,3089
591,5.645,2948
592,5.654,3002
593,5.663,3100
594,5.672,3123
595,5.682,3025
596,5.691,3195
597,5.700,3114
598,5.709,3036
599,5.718,3230
600,5.727,3255
601,5.737,2791
602,5.746,2719
603,5.755,2847
604,5.764,3057
605,5.773,2818
606,5.783,3139
607,5.792,3062
608,5.801,3091
609,5.810,2850
610,5.819,3044
611,5.829,2971
612,5.838,3116
613,5.847,3096
614,5.856,3053
615,5.865,3086
616,5.874,3146
617,5.884,2833
618,5.893,3219
619,5.902,3054
620,5.911,3181
621,5.920,2858
622,5.930,2418
623,5.939,1616
624,5.948,1227
625,5.957,914
626,5.966,764
627,5.976,551
628,5.985,590
629,5.994,579
630,6.003,565
631,6.012,630
632,6.022,554
633,6.031,600
634,6.040,554
635,6.049,720
636,6.058,674
637,6.067,810
638,6.077,793
639,6.086,799
640,6.095,782
641,6.104,986
642,6.113,792
643,6.123,998
644,6.132,1199
645,6.141,1141
646,6.150,1185
647,6.159,1157
648,6.169,1185
649,6.178,1277
650,6.187,1383
651,6.196,1516
652,6.205,1381
653,6.215,1325
654,6.224,1574
655,6.233,1599
656,6.242,1595
657,6.251,1773
658,6.260,1535
659,6.270,1541
660,6.279,1705
661,6.288,1778
662,6.297,1680
663,6.306,1774
664,6.316,1753
665,6.325,2119
666,6.334,1927
667,6.343,2060
668,6.352,1908
669,6.362,1887
670,6.371,2363
671,6.380,2108
672,6.389,2173
673,6.398,2388
674,6.407,2620
675,6.417,2413
676,6.426,2482
677,6.435,2626
678,6.444,2521
679,6.453,2893
680,6.463,2803
681,6.472,2628
682,6.481,2872
683,6.490,3208
684,6.499,3199
685,6.509,3181
686,6.518,3538
687,6.527,3450
688,6.536,3230
689,6.545,3763
690,6.555,3511
691,6.564,3363
692,6.573,4090
693,6.582,3724
694,6.591,3724
695,6.600,3494
696,6.610,4160
697,6.619,4232
698,6.628,3440
699,6.637,3665
700,6.646,3922
701,6.656,3577
702,6.665,3682
703,6.674,3783
704,6.683,3860
705,6.692,4083
706,6.702,3817
707,6.711,4158
708,6.720,4210
709,6.729,4174
710,6.738,3789
711,6.748,3793
712,6.757,4073
713,6.766,4227
714,6.775,3877
715,6.784,3770
716,6.793,3809
717,6.803,4115
718,6.812,3820
719,6.821,4097
720,6.830,3928
721,6.839,4021
722,6.849,3782
723,6.858,3750
724,6.867,3813
725,6.876,3666
726,6.885,3629
727,6.895,3832
728,6.904,3604
729,6.913,3875
730,6.922,3740
731,6.931,3943
732,6.940,3900
733,6.950,3895
734,6.959,3827
735,6.968,3621
736,6.977,3790
737,6.986,3650
738,6.996,3843
739,7.005,3751
740,7.014,3626
741,7.023,3980
742,7.032,3597
743,7.042,3695
744,7.051,3436
745,7.060,3793
746,7.069,3562
747,7.078,3797
748,7.088,3593
749,7.097,3877
750,7.106,3637
751,7.115,3617
752,7.124,3736
753,7.133,3887
754,7.143,3365
755,7.152,3801
756,7.161,3930
757,7.170,3711
758,7.179,3559
759,7.189,3764
760,7.198,3365
761,7.207,3839
762,7.216,3689
763,7.225,3492
764,7.235,3581
765,7.244,3725
766,7.253,3858
767,7.262,3708
768,7.271,3498
769,7.281,3900
770,7.290,3370
771,7.299,3527
772,7.308,3687
773,7.317,3442
774,7.326,3659
775,7.336,3482
776,7.345,3597
777,7.354,3588
778,7.363,3591
779,7.372,3585
780,7.382,3508
781,7.391,3714
782,7.400,3290
783,7.409,3669
784,7.418,3439
785,7.428,3475
786,7.437,3201
787,7.446,3463
788,7.455,3630
789,7.464,3163
790,7.473,3359
791,7.483,3523
792,7.492,3462
793,7.501,3683
794,7.510,3572
795,7.519,3772
796,7.529,3558
797,7.538,3700
798,7.547,3556
799,7.556,3269
800,7.565,3232
801,7.575,3817
802,7.584,3517
803,7.593,3747
804,7.602,3405
805,7.611,3539
806,7.621,3553
807,7.630,3352
808,7.639,3383
809,7.648,3537
810,7.657,3493
811,7.666,3495
812,7.676,3471
813,7.685,3222
814,7.694,3439
815,7.703,3398
816,7.712,3389
817,7.722,3342
818,7.731,3385
819,7.740,3381
820,7.749,3625
821,7.758,3358
822,7.768,3606
823,7.777,3683
824,7.786,3798
825,7.795,4103
826,7.804,4472
827,7.814,4476
828,7.823,4715
829,7.832,5080
830,7.841,5034
831,7.850,5044
832,7.859,5095
833,7.869,5239
834,7.878,5362
835,7.887,5240
836,7.896,5259
837,7.905,5516
838,7.915,5134
839,7.924,5528
840,7.933,5218
841,7.942,5790
842,7.951,5418
843,7.961,5783
844,7.970,5552
845,7.979,5753
846,7.988,5311
847,7.997,5963
848,8.007,5508
849,8.016,5776
850,8.025,5566
851,8.034,5538
852,8.043,5418
853,8.052,5983
854,8.062,5708
855,8.071,5822
856,8.080,5449
857,8.089,5634
858,8.098,5611
859,8.108,5376
860,8.117,5580
861,8.126,5870
862,8.135,5979
863,8.144,5517
864,8.154,5774
865,8.163,5548
866,8.172,5570
867,8.181,5906
868,8.190,5675
869,8.199,6061
870,8.209,5766
871,8.218,5582
872,8.227,5624
873,8.236,5454
874,8.245,5733
875,8.255,5394
876,8.264,5496
877,8.273,5316
878,8.282,5394
879,8.291,5641
880,8.301,5635
881,8.310,5854
882,8.319,5644
883,8.328,5347
884,8.337,5388
885,8.347,5671
886,8.356,5565
887,8.365,5540
888,8.374,5798
889,8.383,5449
890,8.392,5589
891,8.402,5549
892,8.411,5573
893,8.420,5554
894,8.429,5562
895,8.438,5496
896,8.448,5941
897,8.457,5413
898,8.466,5430
899,8.475,5765
900,8.484,5416
901,8.494,5365
902,8.503,5756
903,8.512,5613
904,8.521,5383
905,8.530,5895
906,8.540,5788
907,8.549,5231
908,8.558,5318
909,8.567,5514
910,8.576,5568
911,8.585,5772
912,8.595,5768
913,8.604,5377
914,8.613,5486
915,8.622,5772
916,8.631,5233
917,8.641,5408
918,8.650,5527
919,8.659,5552
920,8.668,5633
921,8.677,5438
922,8.687,5549
923,8.696,5112
924,8.705,5477
925,8.714,5051
926,8.723,5415
927,8.732,5285
928,8.742,5473
929,8.751,5330
930,8.760,5718
931,8.769,5612
932,8.778,5579
933,8.788,5372
934,8.797,5999
935,8.806,5714
936,8.815,5634
937,8.824,5645
938,8.834,5889
939,8.843,5315
940,8.852,5886
941,8.861,5490
942,8.870,5597
943,8.880,5936
944,8.889,5397
945,8.898,5147
946,8.907,5719
947,8.916,5383
948,8.925,5334
949,8.935,5431
950,8.944,5308
951,8.953,5343
952,8.962,4936
953,8.971,5382
954,8.981,5202
955,8.990,5376
956,8.999,5664
957,9.008,5252
958,9.017,5269
959,9.027,5395
960,9.036,5298
961,9.045,5420
962,9.054,5199
963,9.063,5511
964,9.073,5446
965,9.082,5652
966,9.091,5187
967,9.100,5463
968,9.109,5280
969,9.118,5528
970,9.128,5048
971,9.137,5183
972,9.146,5570
973,9.155,5187
974,9.164,5319
975,9.174,5121
976,9.183,5234
977,9.192,4948
978,9.201,5126
979,9.210,5360
980,9.220,5311
981,9.229,5179
982,9.238,5469
983,9.247,5189
984,9.256,4912
985,9.265,5171
986,9.275,4787
987,9.284,5481
988,9.293,5212
989,9.302,5108
990,9.311,5499
991,9.321,5062
992,9.330,5146
993,9.339,4904
994,9.348,5027
995,9.357,4917
996,9.367,4798
997,9.376,5216
998,9.385,4981
999,9.394,5187
1000,9.403,4714
1001,9.413,4603
1002,9.422,4734
1003,9.431,4884
1004,9.440,5087
1005,9.449,5113
1006,9.458,4867
1007,9.468,5163
1008,9.477,4902
1009,9.486,4978
1010,9.495,5231
1011,9.504,4876
1012,9.514,4853
1013,9.523,4764
1014,9.532,4713
1015,9.541,5023
1016,9.550,4641
1017,9.560,4759
1018,9.569,4586
1019,9.578,4846
1020,9.587,4738
1021,9.596,4656
1022,9.606,4746
1023,9.615,4830
1024,9.624,4502
1025,9.633,4607
1026,9.642,4478
1027,9.651,4518
1028,9.661,4824
1029,9.670,4971
1030,9.679,4750
1031,9.688,4597
1032,9.697,4545
1033,9.707,4586
1034,9.716,4500
1035,9.725,4322
1036,9.734,4591
1037,9.743,4898
1038,9.753,4269
1039,9.762,4755
1040,9.771,4606
1041,9.780,4485
1042,9.789,4658
1043,9.798,4548
1044,9.808,4722
1045,9.817,4108
1046,9.826,4334
1047,9.835,4116
1048,9.844,4468
1049,9.854,4064
1050,9.863,4339
1051,9.872,4163
1052,9.881,4258
1053,9.890,4421
1054,9.900,4429
1055,9.909,4545
1056,9.918,4597
1057,9.927,4166
1058,9.936,4127
1059,9.946,4515
1060,9.955,3959
1061,9.964,4467
1062,9.973,4610
1063,9.982,4270
1064,9.991,4171
1065,10.001,4556
1066,10.010,4602
1067,10.019,4100
1068,10.028,4136
1069,10.037,4058
1070,10.047,4173
1071,10.056,4395
1072,10.065,3942
1073,10.074,4397
1074,10.083,4245
1075,10.093,4173
1076,10.102,4135
1077,10.111,4339
1078,10.120,3641
1079,10.129,4136
1080,10.139,4186
1081,10.148,3955
1082,10.157,3834
1083,10.166,3991
1084,10.175,3870
1085,10.184,3994
1086,10.194,4124
1087,10.203,3759
1088,10.212,3845
1089,10.221,4131
1090,10.230,3922
1091,10.240,3778
1092,10.249,3676
1093,10.258,3753
1094,10.267,4120
1095,10.276,3922
1096,10.286,3577
1097,10.295,4007
1098,10.304,3867
1099,10.313,3470
1100,10.322,3901
1101,10.331,3687
1102,10.341,3871
1103,10.350,3599
1104,10.359,3628
1105,10.368,3949
1106,10.377,3672
1107,10.387,3973
1108,10.396,3718
1109,10.405,3849
1110,10.414,3492
1111,10.423,3860
1112,10.433,3701
1113,10.442,3756
1114,10.451,3555
1115,10.460,3356
1116,10.469,3560
1117,10.479,3467
1118,10.488,3385
1119,10.497,3792
1120,10.506,3576
1121,10.515,3644
1122,10.524,3819
1123,10.534,3649
1124,10.543,3512
1125,10.552,3450
1126,10.561,3722
1127,10.570,3389
1128,10.580,3395
1129,10.589,3678
1130,10.598,3532
1131,10.607,3379
1132,10.616,3276
1133,10.626,3280
1134,10.635,3244
1135,10.644,3580
1136,10.653,3343
1137,10.662,3585
1138,10.672,3539
1139,10.681,3368
1140,10.690,3277
1141,10.699,3158
1142,10.708,3099
1143,10.717,3308
1144,10.727,3500
1145,10.736,3346
1146,10.745,3137
1147,10.754,3314
1148,10.763,3127
1149,10.773,3198
1150,10.782,3197
1151,10.791,3314
1152,10.800,3335
1153,10.809,3131
1154,10.819,3238
1155,10.828,3155
1156,10.837,3173
1157,10.846,3213
1158,10.855,3167
1159,10.865,3120
1160,10.874,3062
1161,10.883,3068
1162,10.892,3340
1163,10.901,3369
1164,10.910,3039
1165,10.920,3165
1166,10.929,3221
1167,10.938,3452
1168,10.947,3000
1169,10.956,3233
1170,10.966,3124
1171,10.975,3174
1172,10.984,3286
1173,10.993,3111
1174,11.002,3161
1175,11.012,2976
1176,11.021,3053
1177,11.030,3182
1178,11.039,3358
1179,11.048,3224
1180,11.057,3096
1181,11.067,3297
1182,11.076,3190
1183,11.085,2967
1184,11.094,3209
1185,11.103,3440
1186,11.113,3197
1187,11.122,3107
1188,11.131,3373
1189,11.140,3058
1190,11.149,3080
1191,11.159,3007
1192,11.168,3166
1193,11.177,3091
1194,11.186,3278
1195,11.195,3186
1196,11.205,3065
1197,11.214,3199
1198,11.223,3066
1199,11.232,2963
1200,11.241,2991
1201,11.250,3095
1202,11.260,3003
1203,11.269,2882
1204,11.278,3075
1205,11.287,2723
1206,11.296,3162
1207,11.306,3278
1208,11.315,2955
1209,11.324,2913
1210,11.333,2826
1211,11.342,2714
1212,11.352,3209
1213,11.361,2892
1214,11.370,2844
1215,11.379,3097
1216,11.388,3108
1217,11.398,3275
1218,11.407,2841
1219,11.416,2975
1220,11.425,3092
1221,11.434,2759
1222,11.443,3168
1223,11.453,3000
1224,11.462,3415
1225,11.471,3062
1226,11.480,3013
1227,11.489,3031
1228,11.499,3006
1229,11.508,2905
1230,11.517,2931
1231,11.526,3051
1232,11.535,3014
1233,11.545,2834
1234,11.554,2753
1235,11.563,2780
1236,11.572,2869
1237,11.581,3034
1238,11.590,3247
1239,11.600,3118
1240,11.609,3192
1241,11.618,2963
1242,11.627,3040
1243,11.636,3048
1244,11.646,2752
1245,11.655,3217
1246,11.664,3259
1247,11.673,2984
1248,11.682,2967
1249,11.692,2951
1250,11.701,2817
1251,11.710,3128
1252,11.719,3004
1253,11.728,2765
1254,11.738,2984
1255,11.747,3006
1256,11.756,2893
1257,11.765,2991
1258,11.774,3091
1259,11.783,2929
1260,11.793,3329
1261,11.802,3044
1262,11.811,3066
1263,11.820,2932
1264,11.829,2985
1265,11.839,3064
1266,11.848,2838
1267,11.857,3007
1268,11.866,3210
1269,11.875,2989
1270,11.885,2916
1271,11.894,2875
1272,11.903,3218
1273,11.912,2953
1274,11.921,3127
1275,11.931,3081
1276,11.940,3038
1277,11.949,2919
1278,11.958,3103
1279,11.967,3072
1280,11.976,3234
1281,11.986,3020
1282,11.995,3191
1283,12.004,3263
1284,12.013,3048
1285,12.022,3054
1286,12.032,3193
1287,12.041,3090
1288,12.050,3117
1289,12.059,3115
1290,12.068,3125
1291,12.078,3098
1292,12.087,2954
1293,12.096,3013
1294,12.105,2964
1295,12.114,3212
1296,12.123,2955
1297,12.133,3229
1298,12.142,3159
1299,12.151,3368
1300,12.160,3018
1301,12.169,2968
1302,12.179,3120
1303,12.188,3064
1304,12.197,3492
1305,12.206,3168
1306,12.215,2543
1307,12.225,3349
1308,12.234,2945
1309,12.243,3349
1310,12.252,2807
1311,12.261,3128
1312,12.271,3074
1313,12.280,3069
1314,12.289,3071
1315,12.298,3147
1316,12.307,3238
1317,12.316,3140
1318,12.326,3017
1319,12.335,2925
1320,12.344,3202
1321,12.353,3092
1322,12.362,3107
1323,12.372,3103
1324,12.381,3220
1325,12.390,2966
1326,12.399,3181
1327,12.408,3182
1328,12.418,3059
1329,12.427,2874
1330,12.436,3210
1331,12.445,3040
1332,12.454,3069
1333,12.464,3147
1334,12.473,3387
1335,12.482,3174
1336,12.491,3183
1337,12.500,3291
1338,12.509,3022
1339,12.519,3248
1340,12.528,3181
1341,12.537,3076
1342,12.546,3210
1343,12.555,3328
1344,12.565,2951
1345,12.574,3227
1346,12.583,2897
1347,12.592,3381
1348,12.601,2920
1349,12.611,3210
1350,12.620,3189
1351,12.629,3229
1352,12.638,3233
1353,12.647,3550
1354,12.656,3322
1355,12.666,3305
1356,12.675,3165
1357,12.684,3260
1358,12.693,3139
1359,12.702,2985
1360,12.712,3383
1361,12.721,3020
1362,12.730,3150
1363,12.739,3117
1364,12.748,3249
1365,12.758,3278
1366,12.767,3216
1367,12.776,3393
1368,12.785,3150
1369,12.794,3242
1370,12.804,3393
1371,12.813,3130
1372,12.822,3024
1373,12.831,3404
1374,12.840,3433
1375,12.849,3287
1376,12.859,3279
1377,12.868,3476
1378,12.877,3400
1379,12.886,3567
1380,12.895,3231
1381,12.905,3363
1382,12.914,3222
1383,12.923,3021
1384,12.932,3009
1385,12.941,3386
1386,12.951,3239
1387,12.960,3469
1388,12.969,2978
1389,12.978,3413
1390,12.987,3245
1391,12.997,3794
1392,13.006,3604
1393,13.015,3099
1394,13.024,3351
1395,13.033,3371
1396,13.042,3216
1397,13.052,3189
1398,13.061,3670
1399,13.070,3315
1400,13.079,3336
1401,13.088,3396
1402,13.098,3426
1403,13.107,3318
1404,13.116,3302
1405,13.125,3285
1406,13.134,3563
1407,13.144,3628
1408,13.153,3142
1409,13.162,3538
1410,13.171,3458
1411,13.180,3461
1412,13.189,3231
1413,13.199,3623
1414,13.208,3335
1415,13.217,3274
1416,13.226,3597
1417,13.235,3578
1418,13.245,3402
1419,13.254,3649
1420,13.263,3543
1421,13.272,3579
1422,13.281,3516
1423,13.291,3243
1424,13.300,3567
1425,13.309,3473
1426,13.318,3714
1427,13.327,3561
1428,13.337,3470
1429,13.346,3723
1430,13.355,3633
1431,13.364,3760
1432,13.373,3538
1433,13.382,3593
1434,13.392,3355
1435,13.401,3786
1436,13.410,3505
1437,13.419,3592
1438,13.428,3530
1439,13.438,3558
1440,13.447,3697
1441,13.456,3704
1442,13.465,3583
1443,13.474,3794
1444,13.484,3751
1445,13.493,3624
1446,13.502,3434
1447,13.511,3679
1448,13.520,3441
1449,13.530,3233
1450,13.539,3784
1451,13.548,3573
1452,13.557,3396
1453,13.566,3738
1454,13.575,3605
1455,13.585,3764
1456,13.594,3745
1457,13.603,3633
1458,13.612,3913
1459,13.621,3625
1460,13.631,3767
1461,13.640,3637
1462,13.649,3470
1463,13.658,3903
1464,13.667,3611
1465,13.677,3717
1466,13.686,3386
1467,13.695,3593
1468,13.704,3460
1469,13.713,3495
1470,13.722,3646
1471,13.732,3699
1472,13.741,3711
1473,13.750,3453
1474,13.759,3621
1475,13.768,3675
1476,13.778,3694
1477,13.787,3502
1478,13.796,3491
1479,13.805,3489
1480,13.814,3562
1481,13.824,3462
1482,13.833,3613
1483,13.842,3784
1484,13.851,3422
1485,13.860,3826
1486,13.870,3519
1487,13.879,3611
1488,13.888,3564
1489,13.897,3721
1490,13.906,3610
1491,13.915,3535
1492,13.925,3605
1493,13.934,4043
1494,13.943,3709
1495,13.952,3609
1496,13.961,3314
1497,13.971,3638
1498,13.980,3763
1499,13.989,3819
