rt,signal
0.047006233,6.830989583
0.047339567,6.831380208
0.0476729,6.84609375
0.048006233,6.864583333
0.048339567,6.844791667
0.0486729,6.832682292
0.049006233,6.841666667
0.049339567,6.858723958
0.0496729,6.857682292
0.050006233,6.845833333
0.050339567,6.840885417
0.0506729,6.834765625
0.051006233,6.84609375
0.051339567,6.873046875
0.0516729,6.889192708
0.052006233,6.860546875
0.052339567,6.820052083
0.0526729,6.819661458
0.053006233,6.85
0.053339567,6.862630208
0.0536729,6.863020833
0.054006233,6.836328125
0.054339567,6.813671875
0.0546729,6.8109375
0.055006233,6.829947917
0.055339567,6.85703125
0.0556729,6.858203125
0.056006233,6.835026042
0.056339567,6.823828125
0.0566729,6.835026042
0.057006233,6.863932292
0.057339567,6.876953125
0.0576729,6.8546875
0.058006233,6.832291667
0.058339567,6.820182292
0.0586729,6.831510417
0.059006233,6.84765625
0.059339567,6.851822917
0.0596729,6.847395833
0.060006233,6.831510417
0.060339567,6.830859375
0.0606729,6.844010417
0.061006233,6.865104167
0.061339567,6.855598958
0.0616729,6.825130208
0.062006233,6.808463542
0.062339567,6.827473958
0.0626729,6.856640625
0.063006233,6.859635417
0.063339567,6.848958333
0.0636729,6.831119792
0.064006233,6.835546875
0.064339567,6.847786458
0.0646729,6.870052083
0.065006233,6.866796875
0.065339567,6.845442708
0.0656729,6.828255208
0.066006233,6.838802083
0.066339567,6.849869792
0.0666729,6.854557292
0.067006233,6.846484375
0.067339567,6.847786458
0.0676729,6.84765625
0.068006233,6.847786458
0.068339567,6.857161458
0.0686729,6.858333333
0.069006233,6.85625
0.069339567,6.838802083
0.0696729,6.827864583
0.070006233,6.836328125
0.070339567,6.85234375
0.0706729,6.858984375
0.071006233,6.8453125
0.071339567,6.82265625
0.0716729,6.819921875
0.072006233,6.828515625
0.072339567,6.846875
0.0726729,6.8453125
0.073006233,6.835677083
0.073339567,6.82578125
0.0736729,6.829817708
0.074006233,6.845572917
0.074339567,6.858854167
0.0746729,6.851822917
0.075006233,6.836458333
0.075339567,6.823567708
0.0756729,6.829947917
0.076006233,6.841145833
0.076339567,6.843229167
0.0766729,6.838541667
0.077006233,6.83203125
0.077339567,6.833854167
0.0776729,6.842317708
0.078006233,6.846614583
0.078339567,6.842578125
0.0786729,6.831901042
0.079006233,6.826822917
0.079339567,6.834765625
0.0796729,6.849088542
0.080006233,6.859244792
0.080339567,6.854817708
0.0806729,6.845833333
0.081006233,6.838932292
0.081339567,6.8453125
0.0816729,6.849479167
0.082006233,6.850911458
0.082339567,6.838541667
0.0826729,6.828515625
0.083006233,6.825260417
0.083339567,6.834895833
0.0836729,6.846484375
0.084006233,6.844401042
0.084339567,6.8390625
0.0846729,6.838802083
0.085006233,6.83984375
0.085339567,6.836979167
0.0856729,6.834375
0.086006233,6.838151042
0.086339567,6.843359375
0.0866729,6.840104167
0.087006233,6.841927083
0.087339567,6.84375
0.0876729,6.84140625
0.088006233,6.834765625
0.088339567,6.829557292
0.0886729,6.835807292
0.089006233,6.842317708
0.089339567,6.847526042
0.0896729,6.85078125
0.090006233,6.848828125
0.090339567,6.848177083
0.0906729,6.844791667
0.091006233,6.848958333
0.091339567,6.850911458
0.0916729,6.84921875
0.092006233,6.844661458
0.092339567,6.844010417
0.0926729,6.837760417
0.093006233,6.83125
0.093339567,6.824348958
0.0936729,6.830338542
0.094006233,6.832682292
0.094339567,6.83046875
0.0946729,6.830338542
0.095006233,6.83828125
0.095339567,6.844010417
0.0956729,6.846354167
0.096006233,6.844921875
0.096339567,6.848958333
0.0966729,6.856380208
0.097006233,6.867447917
0.097339567,6.866015625
0.0976729,6.854036458
0.098006233,6.839322917
0.098339567,6.842708333
0.0986729,6.84609375
0.099006233,6.847005208
0.099339567,6.837890625
0.0996729,6.833854167
0.100006233,6.834765625
0.100339567,6.835546875
0.1006729,6.837890625
0.101006233,6.838541667
0.101339567,6.842317708
0.1016729,6.839453125
0.102006233,6.838802083
0.102339567,6.840755208
0.1026729,6.845052083
0.103006233,6.842447917
0.103339567,6.839583333
0.1036729,6.840364583
0.104006233,6.839713542
0.104339567,6.838541667
0.1046729,6.836458333
0.105006233,6.837630208
0.105339567,6.8328125
0.1056729,6.832161458
0.106006233,6.838802083
0.106339567,6.8421875
0.1066729,6.83515625
0.107006233,6.821744792
0.107339567,6.823307292
0.1076729,6.830598958
0.108006233,6.836067708
0.108339567,6.84375
0.1086729,6.847916667
0.109006233,6.849739583
0.109339567,6.843489583
0.1096729,6.838802083
0.110006233,6.844270833
0.110339567,6.849088542
0.1106729,6.8515625
0.111006233,6.846614583
0.111339567,6.836328125
0.1116729,6.835677083
0.112006233,6.83359375
0.112339567,6.835286458
0.1126729,6.832552083
0.113006233,6.82890625
0.113339567,6.8265625
0.1136729,6.827083333
0.114006233,6.833203125
0.114339567,6.842838542
0.1146729,6.840364583
0.115006233,6.832942708
0.115339567,6.829166667
0.1156729,6.833463542
0.116006233,6.841796875
0.116339567,6.8359375
0.1166729,6.829296875
0.117006233,6.827213542
0.117339567,6.832161458
0.1176729,6.8390625
0.118006233,6.841796875
0.118339567,6.842317708
0.1186729,6.837239583
0.119006233,6.824739583
0.119339567,6.819791667
0.1196729,6.826953125
0.120006233,6.836328125
0.120339567,6.838151042
0.1206729,6.831510417
0.121006233,6.830598958
0.121339567,6.83125
0.1216729,6.828125
0.122006233,6.836458333
0.122339567,6.840885417
0.1226729,6.848697917
0.123006233,6.843098958
0.123339567,6.8390625
0.1236729,6.836979167
0.124006233,6.837109375
0.124339567,6.834895833
0.1246729,6.834375
0.125006233,6.833072917
0.125339567,6.83984375
0.1256729,6.844921875
0.126006233,6.843489583
0.126339567,6.841276042
0.1266729,6.83671875
0.127006233,6.843229167
0.127339567,6.848307292
0.1276729,6.852994792
0.128006233,6.849479167
0.128339567,6.841145833
0.1286729,6.836197917
0.129006233,6.83046875
0.129339567,6.82578125
0.1296729,6.824479167
0.130006233,6.82890625
0.130339567,6.833203125
0.1306729,6.834244792
0.131006233,6.831510417
0.131339567,6.833072917
0.1316729,6.8375
0.132006233,6.836458333
0.132339567,6.831640625
0.1326729,6.817447917
0.133006233,6.816536458
0.133339567,6.827083333
0.1336729,6.835286458
0.134006233,6.840364583
0.134339567,6.8375
0.1346729,6.84453125
0.135006233,6.850911458
0.135339567,6.848828125
0.1356729,6.841145833
0.136006233,6.833333333
0.136339567,6.83359375
0.1366729,6.841145833
0.137006233,6.846354167
0.137339567,6.848177083
0.1376729,6.841145833
0.138006233,6.833333333
0.138339567,6.833333333
0.1386729,6.834765625
0.139006233,6.837890625
0.139339567,6.84296875
0.1396729,6.846875
0.140006233,6.845052083
0.140339567,6.834635417
0.1406729,6.829296875
0.141006233,6.83046875
0.141339567,6.835546875
0.1416729,6.835546875
0.142006233,6.827734375
0.142339567,6.81796875
0.1426729,6.812630208
0.143006233,6.815755208
0.143339567,6.819661458
0.1436729,6.828515625
0.144006233,6.829427083
0.144339567,6.835546875
0.1446729,6.835546875
0.145006233,6.839322917
0.145339567,6.834114583
0.1456729,6.830989583
0.146006233,6.834375
0.146339567,6.836588542
0.1466729,6.837630208
0.147006233,6.833463542
0.147339567,6.82734375
0.1476729,6.8234375
0.148006233,6.8203125
0.148339567,6.823046875
0.1486729,6.831510417
0.149006233,6.834375
0.149339567,6.842578125
0.1496729,6.8421875
0.150006233,6.842578125
0.150339567,6.835286458
0.1506729,6.822395833
0.151006233,6.827864583
0.151339567,6.834244792
0.1516729,6.8421875
0.152006233,6.833723958
0.152339567,6.824869792
0.1526729,6.819401042
0.153006233,6.81796875
0.153339567,6.816536458
0.1536729,6.818489583
0.154006233,6.821614583
0.154339567,6.828515625
0.1546729,6.832161458
0.155006233,6.827734375
0.155339567,6.825130208
0.1556729,6.820833333
0.156006233,6.820442708
0.156339567,6.819791667
0.1566729,6.81796875
0.157006233,6.823307292
0.157339567,6.823046875
0.1576729,6.83046875
0.158006233,6.836067708
0.158339567,6.841927083
0.1586729,6.838541667
0.159006233,6.834635417
0.159339567,6.832291667
0.1596729,6.838671875
0.160006233,6.833854167
0.160339567,6.829427083
0.1606729,6.819270833
0.161006233,6.819270833
0.161339567,6.821354167
0.1616729,6.824609375
0.162006233,6.8203125
0.162339567,6.815494792
0.1626729,6.819921875
0.163006233,6.832421875
0.163339567,6.840234375
0.1636729,6.843359375
0.164006233,6.845703125
0.164339567,6.843489583
0.1646729,6.8421875
0.165006233,6.838411458
0.165339567,6.842447917
0.1656729,6.8390625
0.166006233,6.831901042
0.166339567,6.8328125
0.1666729,6.833854167
0.167006233,6.840364583
0.167339567,6.836328125
0.1676729,6.831640625
0.168006233,6.825520833
0.168339567,6.830338542
0.1686729,6.833463542
0.169006233,6.838932292
0.169339567,6.8421875
0.1696729,6.845703125
0.170006233,6.839192708
0.170339567,6.820833333
0.1706729,6.814192708
0.171006233,6.814973958
0.171339567,6.821744792
0.1716729,6.8234375
0.172006233,6.818098958
0.172339567,6.815494792
0.1726729,6.817708333
0.173006233,6.828385417
0.173339567,6.834635417
0.1736729,6.835026042
0.174006233,6.829427083
0.174339567,6.827213542
0.1746729,6.825
0.175006233,6.836588542
0.175339567,6.831901042
0.1756729,6.829296875
0.176006233,6.820833333
0.176339567,6.819010417
0.1766729,6.823307292
0.177006233,6.821875
0.177339567,6.830598958
0.1776729,6.832682292
0.178006233,6.83203125
0.178339567,6.826041667
0.1786729,6.819140625
0.179006233,6.816666667
0.179339567,6.821614583
0.1796729,6.825130208
0.180006233,6.834375
0.180339567,6.8375
0.1806729,6.84140625
0.181006233,6.837369792
0.181339567,6.834765625
0.1816729,6.835286458
0.182006233,6.836328125
0.182339567,6.829947917
0.1826729,6.819010417
0.183006233,6.815755208
0.183339567,6.813802083
0.1836729,6.8109375
0.184006233,6.800520833
0.184339567,6.808463542
0.1846729,6.817317708
0.185006233,6.826171875
0.185339567,6.8265625
0.1856729,6.827473958
0.186006233,6.829427083
0.186339567,6.823046875
0.1866729,6.821614583
0.187006233,6.82421875
0.187339567,6.825130208
0.1876729,6.827604167
0.188006233,6.827213542
0.188339567,6.8296875
0.1886729,6.828255208
0.189006233,6.827473958
0.189339567,6.827604167
0.1896729,6.824348958
0.190006233,6.823958333
0.190339567,6.830078125
0.1906729,6.835807292
0.191006233,6.83671875
0.191339567,6.834505208
0.1916729,6.830859375
0.192006233,6.831770833
0.192339567,6.825911458
0.1926729,6.830338542
0.193006233,6.832942708
0.193339567,6.836197917
0.1936729,6.833984375
0.194006233,6.830078125
0.194339567,6.829427083
0.1946729,6.82890625
0.195006233,6.830598958
0.195339567,6.8375
0.1956729,6.838020833
0.196006233,6.83984375
0.196339567,6.839322917
0.1966729,6.845833333
0.197006233,6.849348958
0.197339567,6.845572917
0.1976729,6.83203125
0.198006233,6.842317708
0.198339567,6.910416667
0.1986729,6.955729167
0.199006233,6.957291667
0.199339567,6.897916667
0.1996729,6.867447917
0.200006233,6.854557292
0.200339567,6.849479167
0.2006729,6.845703125
0.201006233,6.84609375
0.201339567,6.845963542
0.2016729,6.84296875
0.202006233,6.831510417
0.202339567,6.825
0.2026729,6.816145833
0.203006233,6.818880208
0.203339567,6.820052083
0.2036729,6.823697917
0.204006233,6.82578125
0.204339567,6.825520833
0.2046729,6.827864583
0.205006233,6.824479167
0.205339567,6.824088542
0.2056729,6.824739583
0.206006233,6.822005208
0.206339567,6.816015625
0.2066729,6.811979167
0.207006233,6.814322917
0.207339567,6.821223958
0.2076729,6.824869792
0.208006233,6.822135417
0.208339567,6.821875
0.2086729,6.821614583
0.209006233,6.833723958
0.209339567,6.838932292
0.2096729,6.837630208
0.210006233,6.827864583
0.210339567,6.820052083
0.2106729,6.819010417
0.211006233,6.824088542
0.211339567,6.823307292
0.2116729,6.829947917
0.212006233,6.828385417
0.212339567,6.836588542
0.2126729,6.83046875
0.213006233,6.830338542
0.213339567,6.833333333
0.2136729,6.839192708
0.214006233,6.839322917
0.214339567,6.832291667
0.2146729,6.836067708
0.215006233,6.83515625
0.215339567,6.83125
0.2156729,6.819661458
0.216006233,6.817447917
0.216339567,6.820572917
0.2166729,6.826822917
0.217006233,6.830208333
0.217339567,6.830338542
0.2176729,6.828776042
0.218006233,6.8265625
0.218339567,6.8265625
0.2186729,6.820572917
0.219006233,6.816145833
0.219339567,6.816927083
0.2196729,6.820052083
0.220006233,6.826953125
0.220339567,6.82890625
0.2206729,6.833854167
0.221006233,6.8296875
0.221339567,6.824739583
0.2216729,6.819140625
0.222006233,6.822265625
0.222339567,6.815234375
0.2226729,6.8140625
0.223006233,6.808854167
0.223339567,6.810677083
0.2236729,6.813020833
0.224006233,6.819140625
0.224339567,6.828385417
0.2246729,6.826822917
0.225006233,6.821223958
0.225339567,6.818619792
0.2256729,6.819791667
0.226006233,6.823958333
0.226339567,6.820833333
0.2266729,6.824739583
0.227006233,6.826822917
0.227339567,6.827213542
0.2276729,6.826953125
0.228006233,6.826953125
0.228339567,6.831510417
0.2286729,6.825390625
0.229006233,6.819140625
0.229339567,6.814192708
0.2296729,6.816927083
0.230006233,6.817447917
0.230339567,6.816796875
0.2306729,6.81171875
0.231006233,6.81640625
0.231339567,6.81875
0.2316729,6.822265625
0.232006233,6.820182292
0.232339567,6.8234375
0.2326729,6.823697917
0.233006233,6.825130208
0.233339567,6.819401042
0.2336729,6.822526042
0.234006233,6.823177083
0.234339567,6.822005208
0.2346729,6.81796875
0.235006233,6.813541667
0.235339567,6.820182292
0.2356729,6.827734375
0.236006233,6.831380208
0.236339567,6.826953125
0.2366729,6.817708333
0.237006233,6.81171875
0.237339567,6.814973958
0.2376729,6.816145833
0.238006233,6.826432292
0.238339567,6.830338542
0.2386729,6.83125
0.239006233,6.829947917
0.239339567,6.823828125
0.2396729,6.821614583
0.240006233,6.818489583
0.240339567,6.8234375
0.2406729,6.829036458
0.241006233,6.822526042
0.241339567,6.81640625
0.2416729,6.820182292
0.242006233,6.823567708
0.242339567,6.827994792
0.2426729,6.824869792
0.243006233,6.82890625
0.243339567,6.826171875
0.2436729,6.821614583
0.244006233,6.816927083
0.244339567,6.809505208
0.2446729,6.803776042
0.245006233,6.800651042
0.245339567,6.802604167
0.2456729,6.810026042
0.246006233,6.820182292
0.246339567,6.8203125
0.2466729,6.821484375
0.247006233,6.816666667
0.247339567,6.8234375
0.2476729,6.824479167
0.248006233,6.82421875
0.248339567,6.825651042
0.2486729,6.82734375
0.249006233,6.8328125
0.249339567,6.833072917
0.2496729,6.827473958
0.250006233,6.816015625
0.250339567,6.8078125
0.2506729,6.8078125
0.251006233,6.813802083
0.251339567,6.82265625
0.2516729,6.830989583
0.252006233,6.838932292
0.252339567,6.834505208
0.2526729,6.826041667
0.253006233,6.815104167
0.253339567,6.816536458
0.2536729,6.820963542
0.254006233,6.8234375
0.254339567,6.826302083
0.2546729,6.826171875
0.255006233,6.828125
0.255339567,6.8265625
0.2556729,6.821354167
0.256006233,6.817578125
0.256339567,6.8125
0.2566729,6.814453125
0.257006233,6.81875
0.257339567,6.818489583
0.2576729,6.814453125
0.258006233,6.815755208
0.258339567,6.822005208
0.2586729,6.828645833
0.259006233,6.827473958
0.259339567,6.829296875
0.2596729,6.8234375
0.260006233,6.821223958
0.260339567,6.812890625
0.2606729,6.814192708
0.261006233,6.817057292
0.261339567,6.824869792
0.2616729,6.830598958
0.262006233,6.8296875
0.262339567,6.8203125
0.2626729,6.81171875
0.263006233,6.806119792
0.263339567,6.812109375
0.2636729,6.819921875
0.264006233,6.825911458
0.264339567,6.833854167
0.2646729,6.835286458
0.265006233,6.826692708
0.265339567,6.811328125
0.2656729,6.809765625
0.266006233,6.820833333
0.266339567,6.832942708
0.2666729,6.831640625
0.267006233,6.824739583
0.267339567,6.816666667
0.2676729,6.817317708
0.268006233,6.816536458
0.268339567,6.820572917
0.2686729,6.826171875
0.269006233,6.83125
0.269339567,6.831901042
0.2696729,6.826432292
0.270006233,6.822526042
0.270339567,6.819270833
0.2706729,6.813151042
0.271006233,6.806901042
0.271339567,6.810416667
0.2716729,6.812109375
0.272006233,6.816796875
0.272339567,6.813932292
0.2726729,6.811067708
0.273006233,6.816796875
0.273339567,6.823828125
0.2736729,6.837369792
0.274006233,6.836328125
0.274339567,6.829296875
0.2746729,6.823046875
0.275006233,6.824869792
0.275339567,6.823307292
0.2756729,6.826041667
0.276006233,6.82734375
0.276339567,6.829557292
0.2766729,6.827734375
0.277006233,6.823177083
0.277339567,6.826171875
0.2776729,6.828125
0.278006233,6.835677083
0.278339567,6.835416667
0.2786729,6.827083333
0.279006233,6.818880208
0.279339567,6.813932292
0.2796729,6.815364583
0.280006233,6.8234375
0.280339567,6.824479167
0.2806729,6.827864583
0.281006233,6.824609375
0.281339567,6.824088542
0.2816729,6.815625
0.282006233,6.802473958
0.282339567,6.803125
0.2826729,6.807552083
0.283006233,6.820052083
0.283339567,6.819661458
0.2836729,6.814453125
0.284006233,6.808723958
0.284339567,6.808984375
0.2846729,6.815755208
0.285006233,6.817838542
0.285339567,6.815885417
0.2856729,6.817578125
0.286006233,6.817057292
0.286339567,6.810546875
0.2866729,6.809635417
0.287006233,6.805598958
0.287339567,6.810416667
0.2876729,6.811979167
0.288006233,6.813671875
0.288339567,6.817708333
0.2886729,6.821484375
0.289006233,6.825130208
0.289339567,6.826171875
0.2896729,6.821484375
0.290006233,6.82109375
0.290339567,6.817838542
0.2906729,6.81484375
0.291006233,6.821354167
0.291339567,6.82578125
0.2916729,6.823958333
0.292006233,6.811848958
0.292339567,6.806119792
0.2926729,6.815234375
0.293006233,6.815364583
0.293339567,6.81875
0.2936729,6.816666667
0.294006233,6.819661458
0.294339567,6.818098958
0.2946729,6.809244792
0.295006233,6.81171875
0.295339567,6.812239583
0.2956729,6.809895833
0.296006233,6.80859375
0.296339567,6.81171875
0.2966729,6.822005208
0.297006233,6.818489583
0.297339567,6.811588542
0.2976729,6.813020833
0.298006233,6.819921875
0.298339567,6.821354167
0.2986729,6.814453125
0.299006233,6.811588542
0.299339567,6.815494792
0.2996729,6.818619792
0.300006233,6.818229167
0.300339567,6.821614583
0.3006729,6.820703125
0.301006233,6.822135417
0.301339567,6.820052083
0.3016729,6.821354167
0.302006233,6.816276042
0.302339567,6.809635417
0.3026729,6.809505208
0.303006233,6.81484375
0.303339567,6.8203125
0.3036729,6.820572917
0.304006233,6.816927083
0.304339567,6.809114583
0.3046729,6.808333333
0.305006233,6.810416667
0.305339567,6.825
0.3056729,6.832421875
0.306006233,6.830598958
0.306339567,6.820963542
0.3066729,6.804947917
0.307006233,6.797526042
0.307339567,6.790885417
0.3076729,6.798177083
0.308006233,6.810807292
0.308339567,6.820052083
0.3086729,6.819140625
0.309006233,6.808984375
0.309339567,6.806770833
0.3096729,6.816015625
0.310006233,6.820572917
0.310339567,6.82109375
0.3106729,6.813802083
0.311006233,6.808854167
0.311339567,6.802864583
0.3116729,6.802213542
0.312006233,6.810807292
0.312339567,6.822265625
0.3126729,6.823307292
0.313006233,6.819010417
0.313339567,6.813151042
0.3136729,6.811328125
0.314006233,6.812109375
0.314339567,6.808072917
0.3146729,6.8046875
0.315006233,6.804427083
0.315339567,6.800390625
0.3156729,6.800130208
0.316006233,6.7953125
0.316339567,6.802213542
0.3166729,6.81015625
0.317006233,6.816536458
0.317339567,6.815625
0.3176729,6.801953125
0.318006233,6.797526042
0.318339567,6.806119792
0.3186729,6.818619792
0.319006233,6.820703125
0.319339567,6.81171875
0.3196729,6.807682292
0.320006233,6.812109375
0.320339567,6.814192708
0.3206729,6.820703125
0.321006233,6.81796875
0.321339567,6.818359375
0.3216729,6.815755208
0.322006233,6.811588542
0.322339567,6.807291667
0.3226729,6.808203125
0.323006233,6.812239583
0.323339567,6.817838542
0.3236729,6.81640625
0.324006233,6.818098958
0.324339567,6.819791667
0.3246729,6.819140625
0.325006233,6.817708333
0.325339567,6.817317708
0.3256729,6.812890625
0.326006233,6.807421875
0.326339567,6.798958333
0.3266729,6.801171875
0.327006233,6.804817708
0.327339567,6.801822917
0.3276729,6.802473958
0.328006233,6.806770833
0.328339567,6.824088542
0.3286729,6.826041667
0.329006233,6.81953125
0.329339567,6.809895833
0.3296729,6.806640625
0.330006233,6.80625
0.330339567,6.808203125
0.3306729,6.810546875
0.331006233,6.820052083
0.331339567,6.818098958
0.3316729,6.81875
0.332006233,6.820442708
0.332339567,6.820572917
0.3326729,6.824088542
0.333006233,6.813932292
0.333339567,6.818098958
0.3336729,6.817317708
0.334006233,6.811328125
0.334339567,6.807161458
0.3346729,6.800651042
0.335006233,6.803385417
0.335339567,6.801302083
0.3356729,6.796614583
0.336006233,6.803255208
0.336339567,6.803515625
0.3366729,6.812109375
0.337006233,6.815885417
0.337339567,6.808203125
0.3376729,6.80546875
0.338006233,6.800651042
0.338339567,6.802473958
0.3386729,6.800911458
0.339006233,6.797916667
0.339339567,6.8015625
0.3396729,6.802473958
0.340006233,6.8
0.340339567,6.800520833
0.3406729,6.798567708
0.341006233,6.797916667
0.341339567,6.803515625
0.3416729,6.809505208
0.342006233,6.815494792
0.342339567,6.811458333
0.3426729,6.805989583
0.343006233,6.804817708
0.343339567,6.805859375
0.3436729,6.815494792
0.344006233,6.820572917
0.344339567,6.8171875
0.3446729,6.809505208
0.345006233,6.802864583
0.345339567,6.806901042
0.3456729,6.819010417
0.346006233,6.824088542
0.346339567,6.825520833
0.3466729,6.811197917
0.347006233,6.80703125
0.347339567,6.810416667
0.3476729,6.8125
0.348006233,6.811458333
0.348339567,6.807682292
0.3486729,6.804166667
0.349006233,6.806770833
0.349339567,6.805729167
0.3496729,6.817057292
0.350006233,6.822265625
0.350339567,6.826822917
0.3506729,6.830729167
0.351006233,6.824088542
0.351339567,6.826822917
0.3516729,6.822786458
0.352006233,6.818880208
0.352339567,6.810286458
0.3526729,6.804296875
0.353006233,6.807161458
0.353339567,6.812890625
0.3536729,6.815885417
0.354006233,6.817317708
0.354339567,6.809375
0.3546729,6.808854167
0.355006233,6.815364583
0.355339567,6.815885417
0.3556729,6.808984375
0.356006233,6.79609375
0.356339567,6.798828125
0.3566729,6.811588542
0.357006233,6.826822917
0.357339567,6.826692708
0.3576729,6.815885417
0.358006233,6.805598958
0.358339567,6.807291667
0.3586729,6.810677083
0.359006233,6.817708333
0.359339567,6.81953125
0.3596729,6.816276042
0.360006233,6.814713542
0.360339567,6.822265625
0.3606729,6.8328125
0.361006233,6.835026042
0.361339567,6.825520833
0.3616729,6.814322917
0.362006233,6.803776042
0.362339567,6.804166667
0.3626729,6.808723958
0.363006233,6.811979167
0.363339567,6.808072917
0.3636729,6.80234375
0.364006233,6.799348958
0.364339567,6.803125
0.3646729,6.810416667
0.365006233,6.8171875
0.365339567,6.815885417
0.3656729,6.809114583
0.366006233,6.805338542
0.366339567,6.803385417
0.3666729,6.810546875
0.367006233,6.813151042
0.367339567,6.816276042
0.3676729,6.812109375
0.368006233,6.801432292
0.368339567,6.787239583
0.3686729,6.783854167
0.369006233,6.795572917
0.369339567,6.816015625
0.3696729,6.829427083
0.370006233,6.827864583
0.370339567,6.817838542
0.3706729,6.800911458
0.371006233,6.798177083
0.371339567,6.8015625
0.3716729,6.807682292
0.372006233,6.814973958
0.372339567,6.811197917
0.3726729,6.807161458
0.373006233,6.799739583
0.373339567,6.798177083
0.3736729,6.796223958
0.374006233,6.795442708
0.374339567,6.805078125
0.3746729,6.81875
0.375006233,6.826302083
0.375339567,6.824869792
0.3756729,6.811458333
0.376006233,6.802734375
0.376339567,6.800651042
0.3766729,6.80703125
0.377006233,6.812369792
0.377339567,6.811848958
0.3776729,6.816796875
0.378006233,6.820833333
0.378339567,6.815885417
0.3786729,6.814973958
0.379006233,6.81484375
0.379339567,6.817838542
0.3796729,6.8171875
0.380006233,6.8046875
0.380339567,6.7984375
0.3806729,6.79296875
0.381006233,6.796223958
0.381339567,6.799869792
0.3816729,6.802604167
0.382006233,6.809244792
0.382339567,6.814322917
0.3826729,6.811458333
0.383006233,6.807161458
0.383339567,6.804947917
0.3836729,6.807161458
0.384006233,6.8125
0.384339567,6.813151042
0.3846729,6.81953125
0.385006233,6.816927083
0.385339567,6.811588542
0.3856729,6.80703125
0.386006233,6.805859375
0.386339567,6.812760417
0.3866729,6.814973958
0.387006233,6.815234375
0.387339567,6.816666667
0.3876729,6.811328125
0.388006233,6.81015625
0.388339567,6.80703125
0.3886729,6.81640625
0.389006233,6.822786458
0.389339567,6.818359375
